Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56254-55062,C,Nikola,Nikola Jokic,Jokic,56.09787441821808,47,11300,PHI@DEN,DEN,PHI,,,,,,C
56254-9642,PG,Russell,Russell Westbrook,Westbrook,49.921052631578945,38,11000,CHA@WAS,WAS,CHA,,,,,,PG
56254-49111,C,Joel,Joel Embiid,Embiid,53.11290322580645,31,10700,PHI@DEN,PHI,DEN,O,Knee,,,,C
56254-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.404998779296875,40,9600,ORL@LAC,LAC,ORL,,,,,,SF
56254-15595,SG,Bradley,Bradley Beal,Beal,45.63333275204613,42,8800,CHA@WAS,WAS,CHA,GTD,Hip,,,,SG
56254-12341,SG,Paul,Paul George,George,39.42973038956926,37,8700,ORL@LAC,LAC,ORL,GTD,Foot,,,,SG
56254-84671,PG,Trae,Trae Young,Young,43.50227217240767,44,8700,ATL@PHO,ATL,PHO,,,,,,PG
56254-14518,PF,Tobias,Tobias Harris,Harris,38.7536591320503,41,8600,PHI@DEN,PHI,DEN,,,,,,PF
56254-55059,C,Clint,Clint Capela,Capela,40.20750122070312,40,8500,ATL@PHO,ATL,PHO,,,,,,C
56254-58460,SG,Devin,Devin Booker,Booker,37.0609756097561,41,8200,ATL@PHO,PHO,ATL,,,,,,SG
56254-66236,PF,John,John Collins,Collins,33.41739024286685,46,8200,ATL@PHO,ATL,PHO,,,,,,PF
56254-66115,PG,Ben,Ben Simmons,Simmons,39.58947432668585,38,7900,PHI@DEN,PHI,DEN,,,,,,PG
56254-9623,PG,Chris,Chris Paul,Paul,37.17777777777778,45,7600,ATL@PHO,PHO,ATL,,,,,,PG
56254-42677,PG,Terry,Terry Rozier,Rozier,33.36279012990553,43,7500,CHA@WAS,CHA,WAS,,,,,,PG
56254-66108,PG,Jamal,Jamal Murray,Murray,35.44772616299716,44,7000,PHI@DEN,DEN,PHI,,,,,,PG
56254-12366,SF,Gordon,Gordon Hayward,Hayward,35.46341463414634,41,7000,CHA@WAS,CHA,WAS,,,,,,SF
56254-84673,C,Deandre,Deandre Ayton,Ayton,32.94000108506945,45,7000,ATL@PHO,PHO,ATL,,,,,,C
56254-16405,SG,Terrence,Terrence Ross,Ross,26.552778455946182,36,6900,ORL@LAC,ORL,LAC,GTD,Knee,,,,SG
56254-80816,SG,Malik,Malik Monk,Monk,19.480645948840724,31,6500,CHA@WAS,CHA,WAS,GTD,Foot,,,,SG
56254-84682,SF,Michael,Michael Porter,Porter,30.22777642144097,36,6500,PHI@DEN,DEN,PHI,,,,,,SF
56254-41594,PF,Aaron,Aaron Gordon,Gordon,30.061537522536057,26,6300,PHI@DEN,DEN,PHI,,,,,,PF
56254-70827,C,Ivica,Ivica Zubac,Zubac,21.90416717529297,48,6200,ORL@LAC,LAC,ORL,,,,,,C
56254-66061,SG,Dwayne,Dwayne Bacon,Bacon,16.852174178413723,46,6000,ORL@LAC,ORL,LAC,,,,,,SG
