slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,2063,18,31,1,6,11,16,4,10,4,1,1,3,3,37.6
paulch01,Chris Paul,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,2164,9,12,6,8,6,6,1,9,8,2,0,5,3,30.0
powelno01,Norman Powell,TORONTO RAPTORS,HOME,CLEVELAND CAVALIERS,WIN,2131,11,15,4,6,0,0,0,6,5,4,1,0,1,29.5
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,DETROIT PISTONS,WIN,2232,12,24,5,9,6,7,1,2,10,1,0,2,2,29.1
lavinza01,Zach LaVine,CHICAGO BULLS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2069,15,25,3,11,6,6,0,2,3,2,0,4,3,27.0
butleji01,Jimmy Butler,MIAMI HEAT,AWAY,MEMPHIS GRIZZLIES,LOSS,2334,6,12,1,2,12,14,3,1,8,1,0,3,1,23.8
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,PHOENIX SUNS,WIN,2394,11,20,3,7,5,5,3,4,6,1,1,5,2,23.8
siakapa01,Pascal Siakam,TORONTO RAPTORS,HOME,CLEVELAND CAVALIERS,WIN,2131,13,24,5,8,2,2,0,4,4,0,0,2,2,22.6
porzikr01,Kristaps Porziņģis,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,1955,9,19,4,8,4,4,2,10,4,0,2,2,2,22.1
valanjo01,Jonas Valančiūnas,MEMPHIS GRIZZLIES,HOME,MIAMI HEAT,WIN,1479,8,9,1,1,4,8,2,8,1,0,2,0,1,21.8
brownbr01,Bruce Brown,DETROIT PISTONS,HOME,WASHINGTON WIZARDS,LOSS,1595,5,10,2,4,8,8,2,4,3,1,2,0,3,20.9
gallida01,Danilo Gallinari,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,1913,6,16,4,10,6,6,2,4,4,2,0,0,0,20.6
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,HOUSTON ROCKETS,LOSS,2277,7,14,1,3,4,4,2,10,4,1,2,0,3,20.4
