Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56071-9642,PG,Russell,Russell Westbrook,Westbrook,48.56571568080357,35,11100,WAS@NY,WAS,NY,,,,,,PG
56071-49111,C,Joel,Joel Embiid,Embiid,53.11290322580645,31,10700,PHI@LAL,PHI,LAL,O,Knee,,,,C
56071-42669,PF,Julius,Julius Randle,Randle,44.415554470486114,45,10200,WAS@NY,NY,WAS,,,,,,PF
56071-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,9900,PHI@LAL,LAL,PHI,O,Ankle,,,,SF
56071-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.27894672594572,38,9700,LAC@SA,LAC,SA,,,,,,SF
56071-14528,SF,Jimmy,Jimmy Butler,Butler,46.480000813802086,30,9500,POR@MIA,MIA,POR,GTD,Illness,,,,SF
56071-20848,PG,Damian,Damian Lillard,Lillard,46.66279069767442,43,9400,POR@MIA,POR,MIA,,,,,,PG
56071-15595,SG,Bradley,Bradley Beal,Beal,46.26749877929687,40,9200,WAS@NY,WAS,NY,,,,,,SG
56071-9524,PG,Stephen,Stephen Curry,Curry,45.897500610351564,40,9000,GS@SAC,GS,SAC,O,Lower body,,,,PG
56071-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9000,PHI@LAL,LAL,PHI,O,Calf,,,,PF
56071-80810,PG,De'Aaron,De'Aaron Fox,Fox,41.24883607376454,43,8900,GS@SAC,SAC,GS,,,,,,PG
56071-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.799998563878674,34,8900,LAC@SA,SA,LAC,,,,,,SG
56071-14518,PF,Tobias,Tobias Harris,Harris,38.661539713541664,39,8800,PHI@LAL,PHI,LAL,,,,,,PF
56071-12341,SG,Paul,Paul George,George,38.8,35,8200,LAC@SA,LAC,SA,,,,,,SG
56071-66115,PG,Ben,Ben Simmons,Simmons,40.099999321831596,36,8200,PHI@LAL,PHI,LAL,,,,,,PG
56071-23447,C,Richaun,Richaun Holmes,Holmes,32.85,40,8000,GS@SAC,SAC,GS,,,,,,C
56071-80817,PF,Bam,Bam Adebayo,Adebayo,41.578947368421055,38,8000,POR@MIA,MIA,POR,,,,,,PF
56071-19067,SG,CJ,CJ McCollum,McCollum,37.75555419921875,18,7500,POR@MIA,POR,MIA,,,,,,SG
56071-23776,C,Montrezl,Montrezl Harrell,Harrell,27.640907981178977,44,7500,PHI@LAL,LAL,PHI,,,,,,C
