,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
11,Duncan Robinson,SG,MIA@BOS,MIA,34.95,$6991,$8000,-$1009,20.64, , ,0.7678299176219829,0.0
12,Andre Iguodala,SG,MIA@BOS,MIA,19.55,$3911,$7500,-$3589,16.43, , ,0.5494975467696227,0.0
14,Gordon Hayward,SF,MIA@BOS,BOS,25.56,$5112,$7000,-$1888,33.24,GTD,Ankle,0.9097804533045688,0.0
22,Derrick Jones,SF,MIA@BOS,MIA,19.57,$3915,$6000,-$2085,19.16, , ,0.0,0.0
16,Kendrick Nunn,PG,MIA@BOS,MIA,17.98,$3595,$6500,-$2905,24.86, , ,0.0,0.2263291963921517
19,Gabe Vincent,PG,MIA@BOS,MIA,15.4,$3080,$6000,-$2920,5.67, , ,0.0,0.0
26,Grant Williams,PF,MIA@BOS,BOS,13.0,$2600,$6000,-$3400,10.15, , ,0.0,0.0
29,Udonis Haslem,PF,MIA@BOS,MIA,23.18,$4636,$6000,-$1364,7.93, , ,0.0,0.0
30,Meyers Leonard,C,MIA@BOS,MIA,31.81,$6362,$6000,$362,14.74, , ,0.0,0.0
