Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (16272385),Giannis Antetokounmpo,16272385,PF/C/F/UTIL,10800,MIL@NO 01/29/2021 07:30PM ET,MIL,53.12
PG,Luka Doncic (16272389),Luka Doncic,16272389,PG/G/UTIL,10600,DAL@UTA 01/29/2021 10:00PM ET,DAL,58.24
PG/SG,James Harden (16272392),James Harden,16272392,PG/SG/G/UTIL,10300,BKN@OKC 01/29/2021 08:00PM ET,BKN,52.95
SG,Bradley Beal (16272396),Bradley Beal,16272396,SG/G/UTIL,10200,ATL@WAS 01/29/2021 07:00PM ET,WAS,53.10
C,Nikola Jokic (16272399),Nikola Jokic,16272399,C/UTIL,10100,DEN@SA 01/29/2021 08:30PM ET,DEN,58.90
SF,Kawhi Leonard (16272401),Kawhi Leonard,16272401,SF/F/UTIL,10000,LAC@ORL 01/29/2021 08:00PM ET,LAC,46.95
SF/PF,Kevin Durant (16272404),Kevin Durant,16272404,SF/PF/F/UTIL,9900,BKN@OKC 01/29/2021 08:00PM ET,BKN,52.87
SG,Paul George (16272408),Paul George,16272408,SG/G/UTIL,9700,LAC@ORL 01/29/2021 08:00PM ET,LAC,43.30
C,Karl-Anthony Towns (16272411),Karl-Anthony Towns,16272411,C/UTIL,9600,PHI@MIN 01/29/2021 08:00PM ET,MIN,51.5
C,Joel Embiid (16272413),Joel Embiid,16272413,C/UTIL,9400,PHI@MIN 01/29/2021 08:00PM ET,PHI,51.12
PF/C,Julius Randle (16272415),Julius Randle,16272415,PF/C/F/UTIL,9300,CLE@NY 01/29/2021 07:30PM ET,NY,47.5
PF/C,Domantas Sabonis (16272419),Domantas Sabonis,16272419,PF/C/F/UTIL,9200,IND@CHA 01/29/2021 07:00PM ET,IND,47.62
PG,Trae Young (16272423),Trae Young,16272423,PG/G/UTIL,9100,ATL@WAS 01/29/2021 07:00PM ET,ATL,46.29
PG,Russell Westbrook (16272426),Russell Westbrook,16272426,PG/G/UTIL,9000,ATL@WAS 01/29/2021 07:00PM ET,WAS,48.53
C,Clint Capela (16272429),Clint Capela,16272429,C/UTIL,8900,ATL@WAS 01/29/2021 07:00PM ET,ATL,40.1
C,Nikola Vucevic (16272431),Nikola Vucevic,16272431,C/UTIL,8800,LAC@ORL 01/29/2021 08:00PM ET,ORL,47.60
PG,Kyrie Irving (16272433),Kyrie Irving,16272433,PG/G/UTIL,8700,BKN@OKC 01/29/2021 08:00PM ET,BKN,46.96
C,Andre Drummond (16272436),Andre Drummond,16272436,C/UTIL,8600,CLE@NY 01/29/2021 07:30PM ET,CLE,46.91
PG,De'Aaron Fox (16272438),De'Aaron Fox,16272438,PG/G/UTIL,8500,SAC@TOR 01/29/2021 07:30PM ET,SAC,37.44
PG,Malcolm Brogdon (16272441),Malcolm Brogdon,16272441,PG/G/UTIL,8400,IND@CHA 01/29/2021 07:00PM ET,IND,42.68
SF,Khris Middleton (16272447),Khris Middleton,16272447,SF/F/UTIL,8400,MIL@NO 01/29/2021 07:30PM ET,MIL,41.69
PG,Shai Gilgeous-Alexander (16272444),Shai Gilgeous-Alexander,16272444,PG/G/UTIL,8300,BKN@OKC 01/29/2021 08:00PM ET,OKC,41.21
PG/SG,Donovan Mitchell (16272450),Donovan Mitchell,16272450,PG/SG/G/UTIL,8300,DAL@UTA 01/29/2021 10:00PM ET,UTA,38.5
PG/SG,D'Angelo Russell (16272454),D'Angelo Russell,16272454,PG/SG/G/UTIL,8200,PHI@MIN 01/29/2021 08:00PM ET,MIN,36.21
SF/PF,Brandon Ingram (16272462),Brandon Ingram,16272462,SF/PF/F/UTIL,8000,MIL@NO 01/29/2021 07:30PM ET,NO,41.03
PF/C,Kristaps Porzingis (16272458),Kristaps Porzingis,16272458,PF/C/F/UTIL,7900,DAL@UTA 01/29/2021 10:00PM ET,DAL,35.66
PG/SF,Ben Simmons (16272466),Ben Simmons,16272466,PG/SF/F/G/UTIL,7700,PHI@MIN 01/29/2021 08:00PM ET,PHI,40.29
PF/C,Zion Williamson (16272471),Zion Williamson,16272471,PF/C/F/UTIL,7600,MIL@NO 01/29/2021 07:30PM ET,NO,38.5
