,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,predicted_points,actual_points
0,Kelly Oubre,PHOENIX SUNS,2020-02-07,HOME,HOUSTON ROCKETS,38.21483333333333,4.626972,2.19552,3.4475040000000003,6.683948999999999,2.84736,0.43312,1.1269200000000001,1.33792,34.532,34.921986800000006,56.8
1,Furkan Korkmaz,PHILADELPHIA 76ERS,2020-02-07,HOME,MEMPHIS GRIZZLIES,22.942333333333334,1.495184000000001,2.18054,1.4692370000000001,4.268475,2.8439200000000002,0.37228000000000006,1.04088,1.16886,14.5,23.459895000000003,48.2
2,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-02-07,AWAY,UTAH JAZZ,36.294333333333334,4.510502000000002,2.99374,4.985871,5.018733,7.65132,0.27204000000000006,1.1262299999999998,2.7905499999999996,55.629,41.891814600000004,63.2
3,Devin Booker,PHOENIX SUNS,2020-02-07,HOME,HOUSTON ROCKETS,36.45033333333333,4.99795,1.93872,5.1209940000000005,4.7681819999999995,5.21432,0.19882000000000002,1.08624,2.32218,36.226,36.0093524,47.3
4,Christian Wood,DETROIT PISTONS,2020-02-07,AWAY,OKLAHOMA CITY THUNDER,24.968,4.414996,1.31598,3.7664410000000004,6.433959,2.33696,0.77676,1.4265,1.2144400000000002,28.212,33.165903799999995,47.9
5,Jayson Tatum,BOSTON CELTICS,2020-02-07,HOME,ATLANTA HAWKS,31.860333333333333,4.411561999999999,2.5122400000000003,3.791556,5.631489,3.9610000000000003,0.6146,1.4628899999999998,1.5905699999999998,46.857000000000006,37.4925868,46.8
6,John Collins,ATLANTA HAWKS,2020-02-07,AWAY,BOSTON CELTICS,35.425333333333334,6.112706000000001,1.3737599999999999,2.614193,9.358773,2.73124,1.00834,0.92652,1.4529700000000005,41.619,38.6398826,47.5
7,Bojan Bogdanović,UTAH JAZZ,2020-02-07,HOME,PORTLAND TRAIL BLAZERS,33.28566666666667,1.815988,2.90172,2.213051,5.1418170000000005,3.4427600000000003,0.34312,0.94968,1.6174500000000003,28.830999999999996,28.145457399999998,38.3
8,James Harden,HOUSTON ROCKETS,2020-02-07,AWAY,PHOENIX SUNS,37.3975,3.1216880000000007,2.90172,6.441261000000001,6.920613,6.13176,0.74864,1.59459,2.5109,55.014,43.4109626,42.9
9,Chris Paul,OKLAHOMA CITY THUNDER,2020-02-07,HOME,DETROIT PISTONS,30.307666666666666,4.7872959999999996,1.60274,3.213859,5.171328,6.46496,0.24264,1.5987,2.3995199999999994,37.583999999999996,36.6242046,39.7
10,Kevin Huerter,ATLANTA HAWKS,2020-02-07,AWAY,BOSTON CELTICS,37.451,2.2111100000000006,2.37528,1.1104189999999998,4.462719,3.28548,0.32200000000000006,1.0553400000000002,1.3099300000000005,24.756999999999998,25.7640518,47.4
11,Reggie Jackson,DETROIT PISTONS,2020-02-07,AWAY,OKLAHOMA CITY THUNDER,29.82283333333333,4.622474,2.1612799999999996,1.6505620000000003,5.406465,4.90448,0.47034000000000004,1.13496,1.8516000000000001,29.159999999999997,34.188128,34.1
12,Ben Simmons,PHILADELPHIA 76ERS,2020-02-07,HOME,MEMPHIS GRIZZLIES,37.69983333333333,5.695084000000001,0.81308,5.661735,7.790229,5.64968,0.6350000000000001,1.5256500000000002,2.3405400000000003,42.69200000000001,41.455347800000006,46.8
13,Bam Adebayo,MIAMI HEAT,2020-02-07,AWAY,SACRAMENTO KINGS,36.582166666666666,6.704236,0.78954,3.3288939999999996,8.32179,5.68788,0.9417800000000001,1.35771,1.97845,45.135,42.54397399999999,39.9
14,Bogdan Bogdanović,SACRAMENTO KINGS,2020-02-07,HOME,MIAMI HEAT,28.691333333333333,1.7494660000000009,2.13988,3.0551939999999997,4.633746,3.08144,0.22148,1.0989899999999997,1.2774800000000002,23.848,25.8403512,41.8
15,Tobias Harris,PHILADELPHIA 76ERS,2020-02-07,HOME,MEMPHIS GRIZZLIES,33.733,4.869756000000001,1.8081800000000001,1.9497,5.8214939999999995,3.5332000000000003,0.23788,1.08495,1.4587400000000004,29.232,31.909094800000005,41.7
16,Tim Hardaway,DALLAS MAVERICKS,2020-02-07,AWAY,WASHINGTON WIZARDS,31.549,2.889748,2.23832,2.456152,4.669422,3.22508,0.24136000000000005,1.0656,1.5921500000000006,21.601,27.7202644,38.3
17,Kyle Lowry,TORONTO RAPTORS,2020-02-07,AWAY,INDIANA PACERS,34.05916666666666,3.5612280000000007,2.0179,3.681274,5.7450030000000005,5.9401600000000006,0.45992,1.4073,2.34,38.153999999999996,35.92333359999999,34.7
18,Fred VanVleet,TORONTO RAPTORS,2020-02-07,AWAY,INDIANA PACERS,35.089000000000006,3.0476279999999996,2.04786,1.145979,5.412984,6.209159999999999,0.40257999999999994,1.62765,2.19229,34.206999999999994,33.0925358,37.1
