,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,10_game_average,3_game_average,10_3_ratio,10_3_difference,hot,cold,fantasy_points,Opponent Defensive Rank vs Position
21604,Trey Burke,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.17,0.07,0.1,0.18,0.17,0.02,0.05,0.08,1.0,21.71,27.87,0.7866297194319363,-6.16,0.04743182703399721,0.0,0,5.0
21605,Reggie Jackson,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
21606,Jordan Clarkson,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21607,Michael Porter,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
21608,Dorian Finney-Smith,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.06,0.06,0.02,0.17,0.07,0.02,0.03,0.03,0.79,25.67,26.03,0.9866814650388458,-0.35999999999999943,0.0,0.0,0,11
21609,Patrick Patterson,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21610,Rudy Gobert,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21611,Royce O'Neale,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21612,Georges Niang,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21613,Jerami Grant,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
21614,Rodney McGruder,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21615,PJ Dozier,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
21616,Torrey Craig,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21617,Amir Coffey,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.11,0.07,0.11,0.09,0.14,0.01,0.05,0.07,0.95,10.28,16.63,0.6398184912081679,-6.35,0.3824998787010399,0.0,0,9
21618,Monte Morris,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
21619,Josh Reaves,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.14,0.04,0.1,0.17,0.12,0.02,0.03,0.06,0.69,4.33,8.05,0.5889502762430939,-3.7200000000000006,0.0,0.0,0,6
21620,Lou Williams,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21621,Antonius Cleveland,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.1,0.01,0.06,0.16,0.04,0.05,0.02,0.04,0.77,4.32,5.1,0.8721311475409838,-0.7799999999999994,0.0,0.0,0,6
21622,Boban Marjanović,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.3,0.02,0.13,0.57,0.1,0.05,0.04,0.09,1.37,18.0,16.87,1.0632344711807498,1.129999999999999,0.0,0.0,0,23
21623,Paul Millsap,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
21624,Juwan Morgan,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21625,Justin Jackson,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.09,0.05,0.05,0.12,0.04,0.01,0.03,0.03,0.46,7.96,6.27,1.2324621733149934,1.6900000000000004,0.0,0.0,0,11
21626,Tony Bradley,UTAH JAZZ,2020-08-25,AWAY,DENVER NUGGETS,1.0,0.13,0.0,0.05,0.43,0.03,0.05,0.03,0.05,1.12,16.09,11.03,1.4206151288445554,5.0600000000000005,0.0,0.0,0,9
21627,Michael Kidd-Gilchrist,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.05,0.03,0.04,0.16,0.04,0.01,0.02,0.02,0.45,4.96,3.6,1.2956521739130435,1.3599999999999999,0.0,0.0,0,9
21628,Mason Plumlee,DENVER NUGGETS,2020-08-25,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
21629,Seth Curry,DALLAS MAVERICKS,2020-08-25,AWAY,LOS ANGELES CLIPPERS,1.0,0.13,0.08,0.08,0.14,0.09,0.01,0.03,0.04,0.7,19.18,23.43,0.8260335652885796,-4.25,0.0,0.0,0,6
21630,Terance Mann,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21631,JaMychal Green,LOS ANGELES CLIPPERS,2020-08-25,HOME,DALLAS MAVERICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21632,Anthony Davis,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
21633,LeBron James,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21634,James Harden,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21635,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.19,0.09,0.12,0.2,0.15,0.02,0.04,0.09,0.9,34.05,36.03,0.9465298406697271,-1.980000000000004,0.0,0.0,0,10
21636,Giannis Antetokounmpo,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
21637,Robert Covington,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21638,Khris Middleton,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21639,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.21,0.03,0.13,0.35,0.13,0.03,0.04,0.09,1.01,35.62,27.63,1.279077890324834,7.989999999999998,0.0,0.48006682259604094,0,4
21640,Eric Gordon,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21641,Nikola Vučević,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.25,0.12,0.15,0.38,0.16,0.03,0.04,0.11,1.29,41.06,46.23,0.8905356764768156,-5.169999999999995,0.0,0.0,0,7
21642,Steven Adams,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21643,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.17,0.07,0.1,0.22,0.1,0.02,0.04,0.07,0.79,27.81,20.87,1.3173296753543666,6.939999999999998,0.0,0.26219148038075574,0,10
21644,Evan Fournier,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.09,0.09,0.09,0.13,0.11,0.01,0.03,0.06,0.68,21.54,25.37,0.8547591960561243,-3.830000000000002,0.0,0.0,0,8
21645,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.06,0.07,0.06,0.11,0.12,0.01,0.03,0.05,0.56,6.65,12.4,0.5708955223880597,-5.75,0.0,0.0,0,10
21646,Brook Lopez,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
21647,Dennis Schröder,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21648,Eric Bledsoe,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21649,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
21650,Marvin Williams,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
21651,George Hill,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
21652,Chris Paul,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21653,Gary Trent,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.05,0.08,0.03,0.06,0.04,0.01,0.03,0.02,0.47,18.97,12.43,1.486969471332837,6.539999999999999,0.0,0.07208942738026165,0,10
21654,D.J. Augustin,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.17,0.09,0.19,0.16,0.27,0.0,0.03,0.11,0.87,21.47,20.73,1.034054302807179,0.7399999999999984,0.0,0.0,0,20
21655,Dwight Howard,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
21656,Markelle Fultz,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.2,0.07,0.11,0.2,0.24,0.01,0.05,0.1,0.96,25.11,24.03,1.0431482221334398,1.0799999999999983,0.0,0.0,0,20
21657,Darius Bazley,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
21658,Alex Caruso,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21659,Terrence Ross,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.14,0.11,0.11,0.2,0.09,0.02,0.03,0.07,0.85,25.04,23.33,1.0702836004932184,1.7100000000000009,0.0,0.0,0,8
21660,Austin Rivers,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21661,Wesley Iwundu,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.1,0.06,0.1,0.17,0.12,0.02,0.03,0.06,0.72,14.05,11.73,1.1822466614296936,2.3200000000000003,0.0,0.0,0,11
21662,Russell Westbrook,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
21663,Khem Birch,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.13,0.01,0.09,0.26,0.08,0.02,0.02,0.05,0.81,14.4,13.9,1.0335570469798658,0.5,0.0,0.0,0,7
21664,Jeff Green,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21665,P.J. Tucker,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21666,Hamidou Diallo,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.16,0.06,0.09,0.23,0.08,0.02,0.04,0.07,0.86,18.71,17.93,1.041204437400951,0.7800000000000011,0.0,0.0,0,26
21667,Markieff Morris,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
21668,Pat Connaughton,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21669,DeMarre Carroll,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.07,0.04,0.06,0.14,0.11,0.01,0.04,0.05,0.74,12.02,9.13,1.2852912142152022,2.889999999999999,0.0,0.0,0,2
21670,Jaylen Hoard,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.14,0.0,0.04,0.31,0.04,0.03,0.02,0.04,0.74,7.95,7.95,1.0,0.0,0.0,0.0,0,8
21671,Nerlens Noel,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21672,Abdel Nader,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.09,0.08,0.05,0.16,0.05,0.01,0.03,0.04,0.62,8.77,7.17,1.1958384332925336,1.5999999999999996,0.0,0.0,0,26
21673,Donte DiVincenzo,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21674,Danuel House,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21675,Danny Green,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
21676,Kyle Kuzma,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
21677,Michael Frazier,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21678,Mario Hezonja,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.13,0.06,0.07,0.25,0.11,0.02,0.04,0.06,0.88,12.88,13.3,0.9706293706293706,-0.41999999999999993,0.0,0.0,0,10
21679,Kyle Korver,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21680,Ben McLemore,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21681,Ersan İlyasova,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.07,0.06,0.06,0.24,0.03,0.03,0.03,0.04,0.8,9.6,6.07,1.499292786421499,3.5299999999999994,0.0,0.0,0,15
21682,Gary Clark,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.01,0.08,0.01,0.15,0.02,0.02,0.02,0.01,0.7,18.74,21.73,0.8684557853057632,-2.990000000000002,0.0,0.0,0,12
21683,Jaylen Adams,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.05,0.06,0.02,0.12,0.08,0.01,0.03,0.03,0.72,6.8,6.8,1.0,0.0,0.0,0.0,0,10.5
21684,Chris Clemons,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
21685,Mike Muscala,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.05,0.1,0.03,0.18,0.07,0.01,0.03,0.04,0.74,10.17,8.7,1.1515463917525774,1.4700000000000006,0.0,0.0,0,12
21686,JaVale McGee,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
21687,Quinn Cook,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
21688,Jared Dudley,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
21689,James Ennis,ORLANDO MAGIC,2020-08-29,AWAY,MILWAUKEE BUCKS,1.0,0.1,0.05,0.08,0.25,0.06,0.02,0.03,0.05,0.88,21.47,15.83,1.3351158645276293,5.639999999999999,0.0,0.0,0,11
21690,Tyson Chandler,HOUSTON ROCKETS,2020-08-29,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
21691,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-08-29,AWAY,LOS ANGELES LAKERS,1.0,0.17,0.01,0.1,0.38,0.02,0.07,0.03,0.05,1.2,22.61,21.83,1.0341655716162943,0.7800000000000011,0.0,0.0,0,4
21692,J.R. Smith,LOS ANGELES LAKERS,2020-08-29,HOME,PORTLAND TRAIL BLAZERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20.5
21693,Wesley Matthews,MILWAUKEE BUCKS,2020-08-29,HOME,ORLANDO MAGIC,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21694,Terrance Ferguson,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.0,0.05,0.0,0.03,0.06,0.0,0.03,0.01,0.42,4.89,4.7,1.0333333333333332,0.1899999999999995,0.0,0.0,0,26
21695,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
21696,Danilo Gallinari,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
21697,Luguentz Dort,OKLAHOMA CITY THUNDER,2020-08-29,AWAY,HOUSTON ROCKETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
21698,Jamal Murray,DENVER NUGGETS,2020-08-30,AWAY,UTAH JAZZ,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
21699,Donovan Mitchell,UTAH JAZZ,2020-08-30,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21700,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-08-30,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
21701,Luka Dončić,DALLAS MAVERICKS,2020-08-30,HOME,LOS ANGELES CLIPPERS,1.0,0.32,0.12,0.3,0.4,0.36,0.03,0.05,0.18,1.59,54.2,54.83,0.9887157442235358,-0.6299999999999955,0.0,0.0,0,4
21702,Nikola Jokić,DENVER NUGGETS,2020-08-30,AWAY,UTAH JAZZ,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
21703,Kemba Walker,BOSTON CELTICS,2020-08-30,AWAY,TORONTO RAPTORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
21704,Mike Conley,UTAH JAZZ,2020-08-30,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
21705,Marcus Smart,BOSTON CELTICS,2020-08-30,AWAY,TORONTO RAPTORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
21706,Jayson Tatum,BOSTON CELTICS,2020-08-30,AWAY,TORONTO RAPTORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
21707,Ivica Zubac,LOS ANGELES CLIPPERS,2020-08-30,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
21708,Fred VanVleet,TORONTO RAPTORS,2020-08-30,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21709,Dorian Finney-Smith,DALLAS MAVERICKS,2020-08-30,HOME,LOS ANGELES CLIPPERS,1.0,0.05,0.07,0.02,0.17,0.09,0.02,0.03,0.03,0.83,26.14,28.33,0.9253324241391068,-2.1899999999999977,0.0,0.0,0,11
21710,Jerami Grant,DENVER NUGGETS,2020-08-30,AWAY,UTAH JAZZ,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
21711,Robert Williams,BOSTON CELTICS,2020-08-30,AWAY,TORONTO RAPTORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
21712,OG Anunoby,TORONTO RAPTORS,2020-08-30,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21713,Torrey Craig,DENVER NUGGETS,2020-08-30,AWAY,UTAH JAZZ,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
21714,Daniel Theis,BOSTON CELTICS,2020-08-30,AWAY,TORONTO RAPTORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
21715,Serge Ibaka,TORONTO RAPTORS,2020-08-30,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
21716,Kyle Lowry,TORONTO RAPTORS,2020-08-30,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
21717,Reggie Jackson,LOS ANGELES CLIPPERS,2020-08-30,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
