Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
55110-55062,C,Nikola,Nikola Jokic,Jokic,56.3125,32,10900,DEN@OKC,DEN,OKC,,,,,
55110-9644,SG,James,James Harden,Harden,51.68571254185268,28,10900,DAL@BKN,BKN,DAL,,,,,
55110-84669,PG,Luka,Luka Doncic,Doncic,53.13666585286458,30,10600,DAL@BKN,DAL,BKN,,,,,
55110-49111,C,Joel,Joel Embiid,Embiid,52.31851761429398,27,10300,CLE@PHI,PHI,CLE,,,,,
55110-9646,SF,Kevin,Kevin Durant,Durant,48.542104620682565,19,10200,DAL@BKN,BKN,DAL,O,Hamstring,,,
55110-59358,PF,Domantas,Domantas Sabonis,Sabonis,45.61612824470766,31,9900,IND@NY,IND,NY,,,,,
55110-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,46.75384521484375,13,9700,MIN@WAS,MIN,WAS,,,,,
55110-14514,C,Nikola,Nikola Vucevic,Vucevic,46.803030303030305,33,9700,UTA@ORL,ORL,UTA,,,,,
55110-15595,SG,Bradley,Bradley Beal,Beal,48.38214111328125,28,9600,MIN@WAS,WAS,MIN,,,,,
55110-9642,PG,Russell,Russell Westbrook,Westbrook,44.87391198199728,23,9400,MIN@WAS,WAS,MIN,,,,,
55110-66115,PG,Ben,Ben Simmons,Simmons,41.27142769949777,28,9000,CLE@PHI,PHI,CLE,,,,,
55110-14498,PG,Kyrie,Kyrie Irving,Irving,44.8999989827474,24,9000,DAL@BKN,BKN,DAL,,,,,
55110-42669,PF,Julius,Julius Randle,Randle,44.03939541903409,33,8900,IND@NY,NY,IND,,,,,
55110-110310,PF,Zion,Zion Williamson,Williamson,41.238710464969756,31,8800,NO@SA,NO,SA,,,,,
55110-66108,PG,Jamal,Jamal Murray,Murray,35.88666585286458,30,8700,DEN@OKC,DEN,OKC,,,,,
55110-66113,SG,Donovan,Donovan Mitchell,Mitchell,38.809676631804436,31,8300,UTA@ORL,UTA,ORL,,,,,
55110-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,40.60740831163194,27,8300,DEN@OKC,OKC,DEN,,,,,
55110-80821,C,Jarrett,Jarrett Allen,Allen,33.021873474121094,32,8300,CLE@PHI,CLE,PHI,,,,,
55110-67708,PG,Dejounte,Dejounte Murray,Murray,35.199999128069194,28,8200,NO@SA,SA,NO,,,,,
55110-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,36.94117647058823,17,7800,DAL@BKN,DAL,BKN,GTD,Back,,,
55110-66048,SF,Brandon,Brandon Ingram,Ingram,39.603126525878906,32,7700,NO@SA,NO,SA,,,,,
55110-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,39.10645318800403,31,7700,IND@NY,IND,NY,,,,,
55110-40203,C,Rudy,Rudy Gobert,Gobert,39.41212047230113,33,7600,UTA@ORL,UTA,ORL,,,,,
55110-9714,SG,DeMar,DeMar DeRozan,DeRozan,37.72,25,7600,NO@SA,SA,NO,GTD,Personal,,,
55110-58253,C,Myles,Myles Turner,Turner,35.10344827586207,29,7200,IND@NY,IND,NY,,,,,
55110-58312,SG,D'Angelo,D'Angelo Russell,Russell,32.04500122070313,20,7200,MIN@WAS,MIN,WAS,O,Knee,,,
55110-14518,PF,Tobias,Tobias Harris,Harris,37.27333170572917,30,7100,CLE@PHI,PHI,CLE,O,Knee,,,
55110-84667,SG,Collin,Collin Sexton,Sexton,33.11785670689174,28,6900,CLE@PHI,CLE,PHI,,,,,
