,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
20,Troy Daniels,SG,DEN@LAL,DEN,10.24,$2047,$6000,-$3953,6.76, , ,0.0,0.0
18,Dion Waiters,SF,DEN@LAL,LAL,12.63,$2527,$7000,-$4473,18.38,GTD,Groin,0.0,0.0
13,Monte Morris,PG,DEN@LAL,DEN,16.36,$3271,$8000,-$4729,18.77, , ,0.0,0.0
24,Quinn Cook,PG,DEN@LAL,LAL,5.6,$1119,$6000,-$4881,8.36, , ,0.0,0.0
10,Jerami Grant,PF,DEN@LAL,DEN,21.63,$4327,$8500,-$4173,21.67, , ,0.0,0.0
23,Tyler Cook,PF,DEN@LAL,DEN,14.64,$2928,$6000,-$3072,3.64, , ,0.0,0.0
27,Bol Bol,C,DEN@LAL,DEN,13.04,$2607,$6000,-$3393,12.26, , ,0.0,0.0
