Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56150-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.318603515625,43,11100,NY@MIL,MIL,NY,,,,,,PF
56150-9642,PG,Russell,Russell Westbrook,Westbrook,48.83055623372396,36,11000,DET@WAS,WAS,DET,,,,,,PG
56150-84669,PG,Luka,Luka Doncic,Doncic,51.9875,40,10800,DAL@NO,DAL,NO,GTD,Back,,,,PG
56150-49111,C,Joel,Joel Embiid,Embiid,53.11290322580645,31,10700,PHI@LAC,PHI,LAC,O,Knee,,,,C
56150-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.907998046875,25,9900,HOU@MIN,MIN,HOU,,,,,,C
56150-42669,PF,Julius,Julius Randle,Randle,44.141304347826086,46,9900,NY@MIL,NY,MIL,GTD,Thigh,,,,PF
56150-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.27894672594572,38,9700,PHI@LAC,LAC,PHI,GTD,Foot,,,,SF
56150-14514,C,Nikola,Nikola Vucevic,Vucevic,46.57333441840278,45,9700,CHI@SA,CHI,SA,,,,,,C
56150-80810,PG,De'Aaron,De'Aaron Fox,Fox,41.763635808771305,44,9400,CLE@SAC,SAC,CLE,,,,,,PG
56150-15595,SG,Bradley,Bradley Beal,Beal,46.073170731707314,41,9100,DET@WAS,WAS,DET,GTD,Foot,,,,SG
56150-14518,PF,Tobias,Tobias Harris,Harris,38.6625,40,8800,PHI@LAC,PHI,LAC,,,,,,PF
56150-66113,SG,Donovan,Donovan Mitchell,Mitchell,40.09534826944041,43,8500,MEM@UTA,UTA,MEM,,,,,,SG
56150-80808,PF,Jayson,Jayson Tatum,Tatum,42.8375,40,8500,BOS@OKC,BOS,OKC,,,,,,PF
56150-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.65714285714286,35,8500,CHI@SA,SA,CHI,,,,,,SG
56150-110310,PF,Zion,Zion Williamson,Williamson,41.297675554142444,43,8400,DAL@NO,NO,DAL,,,,,,PF
56150-40203,C,Rudy,Rudy Gobert,Gobert,40.58222113715278,45,8400,MEM@UTA,UTA,MEM,,,,,,C
56150-66048,SF,Brandon,Brandon Ingram,Ingram,38.73181707208807,44,8300,DAL@NO,NO,DAL,,,,,,SF
56150-12341,SG,Paul,Paul George,George,38.93333265516493,36,8300,PHI@LAC,LAC,PHI,,,,,,SG
56150-12332,PG,John,John Wall,Wall,36.39666748046875,30,8200,HOU@MIN,HOU,MIN,,,,,,PG
56150-66115,PG,Ben,Ben Simmons,Simmons,40.027027027027025,37,8200,PHI@LAC,PHI,LAC,,,,,,PG
56150-23447,C,Richaun,Richaun Holmes,Holmes,33.16341344321646,41,8200,CLE@SAC,SAC,CLE,,,,,,C
56150-40783,SG,Zach,Zach LaVine,LaVine,41.51590798117898,44,8000,CHI@SA,CHI,SA,GTD,Ankle,,,,SG
56150-67026,SF,Jaylen,Jaylen Brown,Brown,39.36279012990553,43,8000,BOS@OKC,BOS,OKC,,,,,,SF
56150-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,37.910714285714285,28,7900,DAL@NO,DAL,NO,GTD,Rest,,,,PF
56150-9663,PG,Jrue,Jrue Holiday,Holiday,33.69705738740809,34,7800,NY@MIL,MIL,NY,,,,,,PG
56150-42202,C,Christian,Christian Wood,Wood,40.04347826086956,23,7700,HOU@MIN,HOU,MIN,,,,,,C
56150-16261,SF,Khris,Khris Middleton,Middleton,37.01818292791193,44,7700,NY@MIL,MIL,NY,,,,,,SF
56150-110357,SF,RJ,RJ Barrett,Barrett,30.442222764756945,45,7600,NY@MIL,NY,MIL,,,,,,SF
56150-145321,SG,Anthony,Anthony Edwards,Edwards,27.80666775173611,45,7600,HOU@MIN,MIN,HOU,,,,,,SG
56150-110344,PG,Ja,Ja Morant,Morant,35.373527975643384,34,7500,MEM@UTA,MEM,UTA,,,,,,PG
56150-14503,C,Jonas,Jonas Valanciunas,Valanciunas,35.556756096917226,37,7400,MEM@UTA,MEM,UTA,,,,,,C
56150-84667,SG,Collin,Collin Sexton,Sexton,34.473684210526315,38,7300,CLE@SAC,CLE,SAC,GTD,Hamstring,,,,SG
56150-23831,PF,Jerami,Jerami Grant,Grant,37.0024384289253,41,7300,DET@WAS,DET,WAS,,,,,,PF
56150-67708,PG,Dejounte,Dejounte Murray,Murray,34.6292694836128,41,7000,CHI@SA,SA,CHI,,,,,,PG
56150-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.53428431919643,35,7000,BOS@OKC,OKC,BOS,O,Foot,,,,SG
56150-80821,C,Jarrett,Jarrett Allen,Allen,32.41363525390625,44,6900,CLE@SAC,CLE,SAC,,,,,,C
56150-14507,PG,Kemba,Kemba Walker,Walker,31.603703251591437,27,6800,BOS@OKC,BOS,OKC,,,,,,PG
56150-15590,C,Mason,Mason Plumlee,Plumlee,30.595238095238095,42,6800,DET@WAS,DET,WAS,,,,,,C
56150-110345,SF,Kevin,Kevin Porter,Porter,30.614286150251115,7,6800,HOU@MIN,HOU,MIN,GTD,Quadriceps,,,,SF
56150-80806,PG,Lonzo,Lonzo Ball,Ball,31.107894094366777,38,6600,DAL@NO,NO,DAL,O,Hip,,,,PG
56150-20992,SF,Larry,Larry Nance,Nance,28.50714329310826,28,6500,CLE@SAC,CLE,SAC,,,,,,SF
56150-110342,PG,Darius,Darius Garland,Garland,28.5,36,6500,CLE@SAC,CLE,SAC,,,,,,PG
56150-23665,SF,Buddy,Buddy Hield,Hield,28.868888346354165,45,6400,CLE@SAC,SAC,CLE,,,,,,SF
56150-14510,SG,Alec,Alec Burks,Burks,23.575757575757574,33,6400,NY@MIL,NY,MIL,,,,,,SG
56150-9666,PF,Thaddeus,Thaddeus Young,Young,30.18461413261218,39,6300,CHI@SA,CHI,SA,,,,,,PF
56150-23096,SF,Evan,Evan Fournier,Fournier,30.673076923076923,26,6200,BOS@OKC,BOS,OKC,GTD,Not injury related,,,,SF
56150-58312,SG,D'Angelo,D'Angelo Russell,Russell,32.04500122070313,20,6200,HOU@MIN,MIN,HOU,O,Knee,,,,SG
56150-70827,C,Ivica,Ivica Zubac,Zubac,21.856522269870926,46,6100,PHI@LAC,LAC,PHI,,,,,,C
56150-84709,C,Mitchell,Mitchell Robinson,Robinson,26.423333740234376,30,6100,NY@MIL,NY,MIL,,,,,,C
56150-9453,PF,Al,Al Horford,Horford,31.735713413783483,28,6100,BOS@OKC,OKC,BOS,,,,,,PF
56150-60233,SG,Dillon,Dillon Brooks,Brooks,26.576923076923077,39,6100,MEM@UTA,MEM,UTA,,,,,,SG
56150-40830,SG,Delon,Delon Wright,Wright,28.48055691189236,36,6100,CLE@SAC,SAC,CLE,GTD,Not injury related,,,,SG
56150-9475,PG,Derrick,Derrick Rose,Rose,25.64,25,6000,NY@MIL,NY,MIL,GTD,Coach's decision,,,,PG
56150-15946,PF,Harrison,Harrison Barnes,Barnes,30.416666666666668,42,5900,CLE@SAC,SAC,CLE,,,,,,PF
56150-14496,PG,Ricky,Ricky Rubio,Rubio,24.6046511627907,43,5900,HOU@MIN,MIN,HOU,,,,,,PG
56150-40562,SG,Josh,Josh Hart,Hart,24.045454545454547,44,5800,DAL@NO,NO,DAL,,,,,,SG
56150-23716,SF,Kyle,Kyle Anderson,Anderson,28.442498779296876,40,5800,MEM@UTA,MEM,UTA,,,,,,SF
56150-9575,PG,Mike,Mike Conley,Conley,30.397295977618242,37,5800,MEM@UTA,UTA,MEM,,,,,,PG
56150-66064,SF,Malik,Malik Beasley,Beasley,31.124241684422348,33,5700,HOU@MIN,MIN,HOU,,,,,,SF
56150-110349,SF,Rui,Rui Hachimura,Hachimura,24.488888210720486,36,5700,DET@WAS,WAS,DET,,,,,,SF
56150-9758,SF,Danny,Danny Green,Green,21.966666666666665,45,5600,PHI@LAC,PHI,LAC,,,,,,SF
56150-84708,C,Robert,Robert Williams,Williams,24.67105263157895,38,5600,BOS@OKC,BOS,OKC,,,,,,C
56150-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,28.671793619791668,39,5600,CLE@SAC,SAC,CLE,,,,,,SG
56150-58378,C,Jakob,Jakob Poeltl,Poeltl,24.28095209030878,42,5500,CHI@SA,SA,CHI,,,,,,C
56150-49675,PG,Derrick,Derrick White,White,24.444444444444443,18,5500,CHI@SA,SA,CHI,,,,,,PG
56150-23670,SG,Marcus,Marcus Smart,Smart,28.98461444561298,26,5500,BOS@OKC,BOS,OKC,,,,,,SG
56150-23169,C,Steven,Steven Adams,Adams,24.71951219512195,41,5500,DAL@NO,NO,DAL,,,,,,C
56150-117286,C,Moses,Moses Brown,Brown,20.64000040690104,15,5400,BOS@OKC,OKC,BOS,,,,,,C
56150-145576,PF,Jae'Sean,Jae'Sean Tate,Tate,23.443181818181817,44,5400,HOU@MIN,HOU,MIN,,,,,,PF
56150-80812,PF,Lauri,Lauri Markkanen,Markkanen,28.05217444378397,23,5400,CHI@SA,CHI,SA,,,,,,PF
56150-59318,SG,Joe,Joe Ingles,Ingles,24,40,5400,MEM@UTA,UTA,MEM,,,,,,SG
56150-15846,SG,Tim,Tim Hardaway,Hardaway,24.240475609188987,42,5400,DAL@NO,DAL,NO,,,,,,SG
56150-84681,SG,Donte,Donte DiVincenzo,DiVincenzo,24.34318126331676,44,5300,NY@MIL,MIL,NY,,,,,,SG
56150-110347,SF,Keldon,Keldon Johnson,Johnson,26.515383989383015,39,5300,CHI@SA,SA,CHI,,,,,,SF
56150-110353,PF,Brandon,Brandon Clarke,Clarke,26.13783717799831,37,5300,MEM@UTA,MEM,UTA,,,,,,PF
56150-110356,SG,Nickeil,Nickeil Alexander-Walker,Alexander-Walker,18.663889567057293,36,5300,DAL@NO,NO,DAL,,,,,,SG
56150-111273,SF,Luguentz,Luguentz Dort,Dort,21.44499969482422,40,5200,BOS@OKC,OKC,BOS,,,,,,SF
56150-23294,SF,Danuel,Danuel House,House,19.962962962962962,27,5200,HOU@MIN,HOU,MIN,O,Personal,,,,SF
