slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,2222,12,21,3,7,9,9,0,8,11,2,0,3,2,34.4
jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,NEW ORLEANS PELICANS,WIN,2227,9,16,0,2,2,2,1,12,10,3,2,2,2,25.3
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2505,11,20,3,5,1,1,1,4,8,2,0,1,2,24.1
morrimo01,Monte Morris,DENVER NUGGETS,AWAY,NEW ORLEANS PELICANS,WIN,2389,8,12,3,4,1,1,0,7,7,2,0,0,0,23.8
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1812,12,17,3,5,3,4,0,3,1,2,1,3,2,23.0
roziete01,Terry Rozier,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1624,5,10,3,5,4,4,0,5,10,3,0,1,1,22.1
bealbr01,Bradley Beal,WASHINGTON WIZARDS,HOME,INDIANA PACERS,WIN,1855,9,15,2,6,5,5,0,6,6,1,0,2,4,21.5
seldewa01,Wayne Selden,CHICAGO BULLS,AWAY,MIAMI HEAT,WIN,2126,6,10,4,6,4,4,0,2,8,1,0,1,2,20.8
greenje02,Jeff Green,WASHINGTON WIZARDS,HOME,INDIANA PACERS,WIN,1754,8,16,3,7,4,4,1,4,6,0,2,2,0,20.5
bayleje01,Jerryd Bayless,MINNESOTA TIMBERWOLVES,HOME,MEMPHIS GRIZZLIES,WIN,2604,8,19,1,6,2,4,2,5,12,2,0,0,3,20.2
horfoal01,Al Horford,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1451,7,9,0,0,0,0,4,3,5,2,2,1,1,19.7
brownja02,Jaylen Brown,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1777,10,18,2,8,2,2,1,9,2,1,0,2,1,18.8
youngtr01,Trae Young,ATLANTA HAWKS,AWAY,SACRAMENTO KINGS,LOSS,1730,7,12,4,9,5,6,1,0,8,1,0,5,2,18.5
gilesha01,Harry Giles,SACRAMENTO KINGS,HOME,ATLANTA HAWKS,WIN,1235,10,12,0,0,0,0,2,5,1,0,0,0,2,18.4
leoname01,Meyers Leonard,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1490,6,7,4,5,0,0,1,5,4,0,0,0,2,17.7
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,HOME,DENVER NUGGETS,LOSS,2168,7,13,3,5,5,6,1,5,6,1,0,4,3,17.5
beaslma01,Malik Beasley,DENVER NUGGETS,AWAY,NEW ORLEANS PELICANS,WIN,1767,9,14,4,6,0,1,0,2,1,1,0,0,1,17.3
portibo01,Bobby Portis,CHICAGO BULLS,AWAY,MIAMI HEAT,WIN,1469,10,17,2,3,4,4,1,3,2,0,1,3,4,17.2
willike04,Kenrich Williams,NEW ORLEANS PELICANS,HOME,DENVER NUGGETS,LOSS,2253,8,14,5,9,0,0,0,8,3,0,2,2,3,17.1
tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1624,9,15,2,5,0,0,1,4,1,0,1,0,1,16.0
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1598,7,9,0,0,1,2,1,8,2,0,2,1,2,15.2
mitchdo01,Donovan Mitchell,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1632,8,16,1,3,5,6,2,2,2,1,0,2,2,15.2
smithde03,Dennis Smith,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,1693,5,12,0,3,3,3,1,9,15,0,0,5,3,14.3
baglema01,Marvin Bagley,SACRAMENTO KINGS,HOME,ATLANTA HAWKS,WIN,1690,7,14,0,3,3,6,5,7,2,1,0,2,3,13.6
inglejo01,Joe Ingles,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1632,3,5,2,4,6,6,0,2,5,1,0,2,3,13.6
hieldbu01,Buddy Hield,SACRAMENTO KINGS,HOME,ATLANTA HAWKS,WIN,1529,6,11,4,8,2,2,0,3,3,1,1,2,5,13.4
walkeke02,Kemba Walker,CHARLOTTE HORNETS,AWAY,BOSTON CELTICS,LOSS,1591,9,20,2,7,1,1,0,1,2,1,1,1,0,13.0
bogdabo01,Bogdan Bogdanović,SACRAMENTO KINGS,HOME,ATLANTA HAWKS,WIN,1721,5,14,3,10,3,3,0,4,7,1,0,2,1,12.9
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2574,6,16,1,5,6,7,2,5,4,0,0,1,4,12.9
dienggo01,Gorgui Dieng,MINNESOTA TIMBERWOLVES,HOME,MEMPHIS GRIZZLIES,WIN,1336,3,5,0,0,4,4,1,2,4,1,1,0,2,12.7
milleda01,Darius Miller,NEW ORLEANS PELICANS,HOME,DENVER NUGGETS,LOSS,2222,4,13,4,10,3,3,0,6,5,2,0,1,3,12.6
morrima03,Marcus Morris,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1605,6,11,1,3,2,2,0,7,3,0,0,1,1,12.5
