,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,predicted_points,actual_points
0,Caris LeVert,BROOKLYN NETS,2020-02-08,AWAY,TORONTO RAPTORS,24.852666666666668,5.45961,1.4828999999999999,3.6122670000000006,4.827828,4.74828,0.495,1.30593,2.04943,27.609,35.24936059999999,48.6
1,Jamal Murray,DENVER NUGGETS,2020-02-08,AWAY,PHOENIX SUNS,30.347666666666665,4.594096000000001,2.00078,3.589268,4.635993000000001,3.9632400000000003,0.48632,1.15212,1.80301,29.208999999999996,33.400161600000004,50.5
2,Buddy Hield,SACRAMENTO KINGS,2020-02-08,HOME,SAN ANTONIO SPURS,28.69783333333333,1.145168,3.06436,1.4997120000000002,5.469324,3.63448,0.4351999999999999,1.1244900000000002,1.5892600000000003,31.102000000000004,28.0878468,49.7
3,Jrue Holiday,NEW ORLEANS PELICANS,2020-02-08,AWAY,INDIANA PACERS,28.516833333333334,3.7783360000000017,1.98794,1.9544420000000002,4.8932400000000005,4.9602,1.0528,1.36548,1.9587300000000005,32.345000000000006,34.083232,58.2
4,Anthony Davis,LOS ANGELES LAKERS,2020-02-08,AWAY,GOLDEN STATE WARRIORS,34.42100000000001,6.898518000000001,1.21112,4.507022,7.227906,3.69528,1.0998999999999999,1.44393,1.8058999999999996,51.187999999999995,41.9794152,55.0
5,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,2020-02-08,HOME,LOS ANGELES CLIPPERS,22.935,3.227524,1.41656,1.420865,4.005528,4.42208,0.32914000000000004,1.5096600000000002,1.6418400000000002,21.084,27.4399066,45.3
6,Seth Curry,DALLAS MAVERICKS,2020-02-08,AWAY,CHARLOTTE HORNETS,25.681333333333335,2.706938,2.10992,2.204857,5.0067390000000005,3.4751200000000004,0.32282,1.12872,1.52094,23.921999999999997,28.0029398,43.7
7,Marquese Chriss,GOLDEN STATE WARRIORS,2020-02-08,HOME,LOS ANGELES LAKERS,26.145333333333333,4.447998,1.0655999999999999,2.0106110000000004,6.087522,2.5484400000000003,1.4241,1.1506500000000002,1.24091,26.921000000000003,31.714433400000004,47.3
8,Deandre Ayton,PHOENIX SUNS,2020-02-08,HOME,DENVER NUGGETS,32.36516666666667,8.189015999999999,0.766,1.7915410000000005,9.065496,3.6671199999999997,1.7506599999999999,1.02879,1.7176599999999997,43.748000000000005,43.4675382,60.8
9,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,2020-02-08,HOME,LOS ANGELES CLIPPERS,36.746,4.937488000000001,2.21264,4.954879000000001,8.132556,3.7992000000000004,1.09886,1.3232100000000002,1.97984,47.728,42.2120122,54.1
10,Devonte' Graham,CHARLOTTE HORNETS,2020-02-08,HOME,DALLAS MAVERICKS,35.42766666666667,1.0262020000000005,2.70056,1.526811,4.425132,6.27876,0.27366,1.1540400000000002,2.40701,28.311,28.285283400000004,47.8
11,Dejounte Murray,SAN ANTONIO SPURS,2020-02-08,AWAY,SACRAMENTO KINGS,25.581500000000002,4.15355,1.09128,1.964625,5.3007539999999995,3.5798000000000005,0.33366,1.4205900000000002,1.40131,21.416999999999998,29.137609800000003,50.3
12,Jeremy Lamb,INDIANA PACERS,2020-02-08,HOME,NEW ORLEANS PELICANS,27.527333333333335,3.9098860000000015,1.3117,1.7641710000000002,4.503324,2.44236,0.38586,1.13136,1.0652300000000001,18.007,26.073001800000004,40.0
13,Harrison Barnes,SACRAMENTO KINGS,2020-02-08,HOME,SAN ANTONIO SPURS,30.8125,3.895206,1.23252,1.7208990000000002,5.499252,3.6664000000000003,0.45584000000000013,0.9448200000000001,1.4867200000000003,17.926,28.022833399999996,38.4
14,Spencer Dinwiddie,BROOKLYN NETS,2020-02-08,AWAY,TORONTO RAPTORS,28.77,4.272966000000001,1.83172,4.597536000000001,5.479053,4.742520000000001,0.61616,1.08219,2.08183,28.749000000000002,35.34049160000001,47.7
15,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-02-08,AWAY,MINNESOTA TIMBERWOLVES,31.533,4.427546000000002,2.3817,4.407555,6.3877679999999994,5.663799999999999,0.6654599999999999,1.30767,2.1327100000000003,50.989000000000004,40.3554486,38.7
16,Khris Middleton,MILWAUKEE BUCKS,2020-02-08,AWAY,ORLANDO MAGIC,34.656333333333336,4.302292,2.1784,2.8990580000000006,5.86857,5.16664,0.22868000000000002,1.1574300000000002,1.9301,42.73,35.059315999999995,48.6
17,Andrew Wiggins,GOLDEN STATE WARRIORS,2020-02-08,HOME,LOS ANGELES LAKERS,34.69766666666667,4.143660000000001,2.20194,3.8111949999999997,5.708316,4.099799999999999,0.5186999999999999,1.2689700000000002,2.0205100000000003,35.763000000000005,35.0465142,44.9
18,J.J. Redick,NEW ORLEANS PELICANS,2020-02-08,AWAY,INDIANA PACERS,20.910166666666665,2.3471800000000007,1.9216,2.5107299999999997,3.91173,3.30444,0.31206,1.12479,1.4514300000000002,18.365,25.479746,39.8
19,Fred VanVleet,TORONTO RAPTORS,2020-02-08,HOME,BROOKLYN NETS,36.221000000000004,3.107794000000001,2.04572,1.513135,5.131782,6.129800000000001,0.32166000000000006,1.5518100000000001,2.2306100000000004,34.34100000000001,32.60852140000001,37.4
20,Avery Bradley,LOS ANGELES LAKERS,2020-02-08,AWAY,GOLDEN STATE WARRIORS,22.235500000000002,2.689595999999999,1.79534,1.550824,4.334849999999999,2.9928800000000004,0.35428000000000004,0.85407,1.22778,17.850000000000005,24.404446000000004,33.8
21,Nikola Vučević,ORLANDO MAGIC,2020-02-08,HOME,MILWAUKEE BUCKS,33.31666666666667,4.742644,1.74826,2.3354,7.545024,3.8630400000000003,1.1212,1.05429,1.8110800000000002,37.291999999999994,36.629446800000004,50.8
22,Brook Lopez,MILWAUKEE BUCKS,2020-02-08,AWAY,ORLANDO MAGIC,29.041166666666665,3.334332,1.6776399999999998,1.223936,4.693104,2.88196,1.66882,1.1303100000000001,1.33757,26.887000000000004,29.9400048,31.7
23,Malik Beasley,MINNESOTA TIMBERWOLVES,2020-02-08,HOME,LOS ANGELES CLIPPERS,23.819833333333335,2.0802300000000002,2.21478,1.955285,4.452684,3.30488,0.24542000000000003,1.22091,1.3815,20.451999999999998,26.078115800000003,43.0
24,Nikola Jokić,DENVER NUGGETS,2020-02-08,AWAY,PHOENIX SUNS,36.247166666666665,7.438456000000001,1.47648,3.3350010000000005,9.123042,6.975080000000001,0.8956200000000001,1.5984600000000002,2.5813699999999997,64.761,48.95249340000001,48.8
25,Willie Cauley-Stein,DALLAS MAVERICKS,2020-02-08,AWAY,CHARLOTTE HORNETS,12.083333333333334,2.389832763157895,0.48714912280701755,0.9013352631578947,3.463298289473685,1.5705026315789474,0.4947425438596492,0.6960763157894738,0.7674125000000004,15.108999999999998,16.45920413157895,34.5
26,T.J. Warren,INDIANA PACERS,2020-02-08,HOME,NEW ORLEANS PELICANS,30.627833333333335,5.618152,1.2154,2.4214390000000003,4.87728,2.7249600000000003,0.5474,1.61574,1.2721599999999995,28.060000000000002,32.461379,35.8
27,Devin Booker,PHOENIX SUNS,2020-02-08,HOME,DENVER NUGGETS,34.36566666666667,4.753484,2.00078,5.260130000000001,5.530626,4.81444,0.34036,1.03896,2.2421699999999998,38.602999999999994,36.5236392,39.1
28,Giannis Antetokounmpo,MILWAUKEE BUCKS,2020-02-08,AWAY,ORLANDO MAGIC,32.68833333333333,7.5053360000000024,1.67122,8.078451,10.602156,5.882600000000001,0.7051599999999999,1.2633,2.6098500000000002,65.41299999999998,52.9448002,54.099999999999994
29,Jordan Poole,GOLDEN STATE WARRIORS,2020-02-08,HOME,LOS ANGELES LAKERS,18.380666666666666,2.692109832280701,1.4511246112280702,1.665402553614035,3.8537292694736838,3.0855528392982454,0.3132065600000001,1.1721738094736842,1.4457458477192984,13.6,23.666195694877192,27.9
30,LeBron James,LOS ANGELES LAKERS,2020-02-08,AWAY,GOLDEN STATE WARRIORS,35.3455,4.786158000000001,2.2896799999999997,3.7294050000000003,6.752685,7.9451600000000004,0.36782000000000004,1.26765,3.09589,51.055,42.00224300000001,44.1
31,Matt Thomas,TORONTO RAPTORS,2020-02-08,HOME,BROOKLYN NETS,8.438333333333334,1.1359933042105266,0.4694555719298246,0.4247790381578948,1.6953308939473688,1.1795191157894738,0.15040662982456143,0.42649113157894736,0.5224483052631581,5.3260000000000005,9.117053087736844,32.7
32,Reggie Jackson,DETROIT PISTONS,2020-02-08,HOME,NEW YORK KNICKS,30.949666666666666,4.399178000000001,2.27042,1.7057490000000004,5.389815,4.692959999999999,0.47636,1.01799,1.79668,30.94,33.508953,36.9
33,Bryn Forbes,SAN ANTONIO SPURS,2020-02-08,AWAY,SACRAMENTO KINGS,22.36116666666667,1.7611499999999998,1.8659599999999998,2.097419,3.6358260000000002,3.1772,0.31038,1.1290500000000003,1.2685399999999998,14.358,23.396140200000005,29.2
34,Malcolm Brogdon,INDIANA PACERS,2020-02-08,HOME,NEW ORLEANS PELICANS,32.568333333333335,3.935430000000001,1.84456,1.9482030000000004,6.103257,5.713280000000001,0.60422,0.9986400000000002,2.214,32.006,33.84115140000001,34.6
35,Wayne Ellington,NEW YORK KNICKS,2020-02-08,AWAY,DETROIT PISTONS,15.193000000000001,1.4171838488421054,1.182351245263158,1.1822145082631579,3.1744190229473688,1.9875642526315793,0.2472940621052632,0.8620428236842108,0.7958893031578947,9.706,16.88640650243158,27.5
36,Terence Davis,TORONTO RAPTORS,2020-02-08,HOME,BROOKLYN NETS,21.954333333333334,2.48719,1.8574,1.311449,5.27325,2.62596,0.5791999999999999,1.22298,1.1770900000000006,24.894999999999996,26.354318999999997,32.1
37,DeAndre Jordan,BROOKLYN NETS,2020-02-08,AWAY,TORONTO RAPTORS,19.619000000000003,3.9128859999999994,0.766,1.713202,6.964188,3.12836,0.69976,1.03683,1.6390899999999995,20.839000000000002,28.4572196,39.3
38,Nemanja Bjelica,SACRAMENTO KINGS,2020-02-08,HOME,SAN ANTONIO SPURS,31.435333333333332,1.97837,1.87666,1.034293,5.946744,4.427720000000001,0.79506,1.0770300000000002,1.70121,25.416999999999998,28.313745800000003,35.2
39,James Johnson,MINNESOTA TIMBERWOLVES,2020-02-08,HOME,LOS ANGELES CLIPPERS,16.256166666666665,2.3062366973684205,1.1149505805263158,0.7698167616140349,3.861107382289474,2.7091671778947366,0.5094511515789474,0.8720577828947367,1.199508314824561,13.838999999999999,20.369240012115785,32.1
40,Terrence Ross,ORLANDO MAGIC,2020-02-08,HOME,MILWAUKEE BUCKS,30.308,2.0913320000000004,2.4673,2.351312,4.805961,2.7805999999999997,0.64572,1.2543,1.2701900000000004,23.433,28.3037992,27.3
41,Malik Monk,CHARLOTTE HORNETS,2020-02-08,HOME,DALLAS MAVERICKS,28.086166666666667,4.866978,1.48932,2.2358000000000002,5.394552000000001,3.2381599999999997,0.6433,0.8964000000000001,1.56198,24.796,30.8255384,22.4
42,Lonzo Ball,NEW ORLEANS PELICANS,2020-02-08,AWAY,INDIANA PACERS,35.19949999999999,0.9791679999999996,2.28754,1.271307,6.432114,6.31688,0.72342,1.53159,2.5588200000000003,36.822,31.492329799999997,31.5
43,Paul George,LOS ANGELES CLIPPERS,2020-02-08,AWAY,MINNESOTA TIMBERWOLVES,25.086666666666666,3.7375940000000014,1.98366,3.599956,5.634042,5.21452,0.25354,1.1754,2.1283499999999997,36.961000000000006,33.76722440000001,41.0
44,Domantas Sabonis,INDIANA PACERS,2020-02-08,HOME,NEW ORLEANS PELICANS,37.903999999999996,6.091754000000002,1.04634,4.310911,8.376012,5.43244,0.33672,0.9822,2.3296300000000003,42.311,39.460443399999996,37.6
45,Josh Okogie,MINNESOTA TIMBERWOLVES,2020-02-08,HOME,LOS ANGELES CLIPPERS,28.8045,4.144532000000001,1.3117,4.339377,5.596437,2.79284,0.69754,1.5164400000000002,1.38681,24.650999999999996,32.723655400000005,21.4
46,Myles Turner,INDIANA PACERS,2020-02-08,HOME,NEW ORLEANS PELICANS,28.7775,2.9552560000000003,1.41656,1.69205,6.086046,2.3844800000000004,0.9269000000000001,1.09341,1.2952800000000004,22.968000000000004,27.497867199999998,37.6
47,Christian Wood,DETROIT PISTONS,2020-02-08,HOME,NEW YORK KNICKS,28.0885,4.580190000000001,1.53854,3.62704,7.730162999999999,3.00412,0.90798,1.2519,1.33155,34.129000000000005,36.333505599999995,39.2
48,Derrick Favors,NEW ORLEANS PELICANS,2020-02-08,AWAY,INDIANA PACERS,22.508666666666667,3.931608000000001,0.81308,1.836301,8.377037999999999,2.6591199999999997,0.91816,1.0807200000000001,1.2589000000000001,23.134,30.917622600000005,28.2
49,Pascal Siakam,TORONTO RAPTORS,2020-02-08,HOME,BROOKLYN NETS,33.96516666666667,5.995534000000001,1.65838,4.431405,6.257763,3.5690800000000005,0.5820799999999999,1.3382399999999999,1.6642700000000006,36.819,38.357238599999995,37.4
50,Juan Hernangómez,MINNESOTA TIMBERWOLVES,2020-02-08,HOME,LOS ANGELES CLIPPERS,17.483999999999998,2.9029402964210522,1.0416231031578946,1.6812973282105266,5.891002827157894,2.1526668884210527,0.6888511957894736,0.9535497536842105,1.1162429747368423,14.947,24.721210829431577,22.7
51,Paul Millsap,DENVER NUGGETS,2020-02-08,AWAY,PHOENIX SUNS,24.3205,3.3603560000000003,1.2496399999999999,3.411442,5.916174,2.592,0.45162,1.2162300000000001,1.3822800000000002,15.421999999999999,28.489752799999998,31.2
52,Tim Hardaway,DALLAS MAVERICKS,2020-02-08,AWAY,CHARLOTTE HORNETS,32.23016666666667,3.2488080000000013,2.18482,3.1405199999999995,5.043282,4.0018,0.34566,1.19961,1.8340500000000004,26.351,31.0489944,23.9
53,Ricky Rubio,PHOENIX SUNS,2020-02-08,HOME,DENVER NUGGETS,27.091333333333335,3.5575340000000004,1.0977000000000001,2.22758,4.504239,6.02872,0.30932000000000004,1.47417,2.27306,22.662000000000003,30.161324800000003,27.5
54,Eric Bledsoe,MILWAUKEE BUCKS,2020-02-08,AWAY,ORLANDO MAGIC,31.932000000000002,5.420614,1.53426,3.1660120000000003,5.991621,5.426880000000001,0.46272,1.38795,2.2498000000000005,35.598,37.2424952,35.8
55,Miles Bridges,CHARLOTTE HORNETS,2020-02-08,HOME,DALLAS MAVERICKS,33.89033333333334,3.6995920000000018,2.19552,2.664156,8.10306,2.6376,1.1556,1.05234,1.1678800000000003,34.85000000000001,35.78591200000001,24.6
56,John Henson,DETROIT PISTONS,2020-02-08,HOME,NEW YORK KNICKS,20.003333333333334,3.5517780000000005,1.05704,1.3103230000000001,6.238158,2.95124,0.9454200000000001,1.14906,1.32097,20.469,28.460118599999998,20.3
57,Serge Ibaka,TORONTO RAPTORS,2020-02-08,HOME,BROOKLYN NETS,32.60133333333333,4.9698020000000005,1.8488399999999998,1.8095690000000002,6.867387,3.1688000000000005,0.72518,1.10094,1.7103200000000005,35.866,34.05779739999999,25.2
58,Kelly Oubre,PHOENIX SUNS,2020-02-08,HOME,DENVER NUGGETS,37.526666666666664,4.260092,2.35602,3.0553360000000005,6.519072,2.54148,0.55782,1.16439,1.2629300000000003,40.35099999999999,34.182386400000006,31.7
59,Elfrid Payton,NEW YORK KNICKS,2020-02-08,AWAY,DETROIT PISTONS,33.079166666666666,6.371662000000001,1.02922,1.749155,6.575057999999999,7.7330000000000005,0.56232,1.9284,2.56013,45.419000000000004,41.9817386,36.8
60,Cameron Johnson,PHOENIX SUNS,2020-02-08,HOME,DENVER NUGGETS,16.563,2.062857141473683,1.2815054621052633,1.0280113623157894,4.344165433421052,2.1759946357894737,0.5654085157894736,0.9311718600000001,1.0094015242105256,11.469999999999999,20.955572108526315,23.9
