,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,10_game_average,3_game_average,10_3_ratio,10_3_difference,hot,cold,fantasy_points,Opponent Defensive Rank vs Position,predicted_points,actual_points
104,Marvin Williams,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8,22.136000000000003,13.8
105,Ish Smith,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25,22.136000000000003,22.3
106,Harrison Barnes,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,22.136000000000003,20.4
107,Gorgui Dieng,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22,22.366999999999994,21.6
108,Darius Garland,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28,22.366999999999994,23.5
109,De'Andre Hunter,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30,22.136000000000003,29.1
110,Elie Okobo,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29,22.366999999999994,16.9
111,Cameron Johnson,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22,22.366999999999994,17.9
112,Reggie Jackson,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,22.136000000000003,28.1
113,Jeremy Pargo,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,17.04,1.7,0.74,0.65,1.03,1.97,0.05,0.3,0.9,13.26,13.2,11.2,1.1639344262295082,2.0,0.0,0.0,0,,10.610999999999999,17.2
114,Nemanja Bjelica,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,22.136000000000003,18.4
115,Khem Birch,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25,22.366999999999994,15.8
116,Andre Iguodala,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,22.136000000000003,17.0
117,Goran Dragić,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8,22.136000000000003,21.1
118,Gary Harris,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10,22.366999999999994,17.7
119,Jordan Poole,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25,22.136000000000003,21.1
120,Garrett Temple,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,22.366999999999994,17.2
121,Jonah Bolden,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,9.91,0.21,0.2,0.11,0.64,0.31,0.08,0.0,0.15,0.43,0.4,0.4,1.0,0.0,0.0,0.0,0,,2.453,23.4
122,James Johnson,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26,22.366999999999994,36.5
123,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,22.366999999999994,16.4
124,Kendrick Nunn,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,22.136000000000003,26.4
125,Draymond Green,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16,22.136000000000003,24.7
126,Justin Holiday,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8,22.366999999999994,15.2
127,Josh Jackson,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18,22.366999999999994,16.0
128,Shabazz Napier,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25,22.136000000000003,16.6
129,Ersan İlyasova,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8,22.136000000000003,16.1
130,Avery Bradley,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,22.136000000000003,13.2
131,Justin James,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,22.136000000000003,8.5
132,Kelly Oubre,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29,22.366999999999994,22.2
133,Langston Galloway,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,22.136000000000003,16.9
134,Torrey Craig,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8,22.366999999999994,19.6
135,Damian Jones,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28,22.136000000000003,11.8
136,RJ Barrett,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16,22.366999999999994,20.0
137,Dante Exum,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29,22.366999999999994,16.3
138,Delon Wright,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27,22.366999999999994,18.8
139,Pat Connaughton,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12,22.136000000000003,12.8
140,Caleb Martin,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17,22.136000000000003,16.1
141,Dorian Finney-Smith,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,22.366999999999994,15.7
142,Rui Hachimura,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25,22.136000000000003,14.5
143,Joe Ingles,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6,22.366999999999994,21.9
144,Jaren Jackson,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22,22.366999999999994,24.5
145,JaVale McGee,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,22.136000000000003,13.6
146,Wilson Chandler,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,19.76,0.43,0.9,0.35,3.04,1.31,0.42,0.74,0.77,12.53,14.08,14.5,0.9729032258064516,-0.41999999999999993,0.0,0.0,0,28,12.233,15.7
147,Justin Jackson,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,22.366999999999994,9.1
148,DaQuan Jeffries,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,22.136000000000003,8.0
149,Royce O'Neale,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,22.366999999999994,17.0
150,Bruno Fernando,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28,22.136000000000003,9.8
151,Tyus Jones,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,22.366999999999994,10.0
152,Sviatoslav Mykhailiuk,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12,22.136000000000003,12.6
153,Maxi Kleber,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,22.366999999999994,12.2
154,Juan Toscano-Anderson,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14,22.136000000000003,8.2
155,James Ennis,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,22.366999999999994,7.199999999999999
156,Georges Niang,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,22.366999999999994,8.4
157,Maurice Harkless,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27,22.366999999999994,16.0
158,Emmanuel Mudiay,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,22.366999999999994,10.4
159,Wayne Ellington,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16,22.366999999999994,6.5
160,Rondae Hollis-Jefferson,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15,22.136000000000003,11.9
161,Jerome Robinson,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,22.136000000000003,12.4
162,Caleb Swanigan,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,17.29,1.35,0.03,0.67,4.44,0.64,0.67,0.5,0.9,11.42,11.36,10.87,1.0412805391743893,0.4900000000000002,0.0,0.0,0,24,12.358,13.6
163,Bobby Portis,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17,22.366999999999994,18.4
164,Noah Vonleh,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10,22.366999999999994,7.800000000000001
165,T.J. McConnell,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,22.366999999999994,10.9
166,Yogi Ferrell,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21,22.136000000000003,7.7
167,Willie Cauley-Stein,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,22.366999999999994,5.2
168,Ty Jerome,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29,22.366999999999994,7.7
169,Moritz Wagner,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,22.136000000000003,15.8
170,Gary Payton,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,7.02,0.17,0.09,0.08,0.57,0.28,0.1,0.1,0.1,7.32,10.58,8.33,1.2411575562700965,2.25,0.0,0.0,0,25,2.294,3.0
171,Danny Green,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,22.136000000000003,5.4
172,Jalen Brunson,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26,22.366999999999994,6.0
173,Boban Marjanović,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,22.366999999999994,4.7
174,Jordan McRae,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,14.89,1.33,0.85,0.71,2.46,1.4,0.51,0.59,0.84,20.41,23.13,19.63,1.1696558410082405,3.5,0.0,0.0,0,10,13.431999999999999,5.5
175,Terrence Ross,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,22.366999999999994,22.9
176,Vince Carter,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,16.37,1.05,0.96,0.8,2.97,0.89,0.47,0.51,0.75,14.93,15.56,14.0,1.104,1.5600000000000005,0.0,0.0,0,30,12.869000000000002,5.4
177,Taj Gibson,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,14.19,2.2,0.12,0.73,3.16,0.55,0.61,0.18,0.53,15.6,16.85,17.03,0.9900166389351082,-0.17999999999999972,0.0,0.0,0,17,11.947000000000001,7.6
178,Kevin Huerter,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30,22.136000000000003,14.2
179,Bruce Brown,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,22.136000000000003,14.0
180,Kyle Kuzma,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,22.136000000000003,7.699999999999999
181,Jarred Vanderbilt,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26,22.366999999999994,3.2
182,Taurean Prince,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,22.366999999999994,17.0
183,Wesley Matthews,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12,22.136000000000003,10.4
184,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24,22.136000000000003,28.0
185,Derrick Jones,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,22.136000000000003,11.4
186,PJ Dozier,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11,22.366999999999994,5.9
187,Alfonzo McKinnie,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25,22.366999999999994,6.2
188,John Henson,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,9.67,1.46,0.21,0.49,2.74,0.69,0.59,0.35,0.55,20.21,17.42,25.7,0.6898876404494383,-8.279999999999998,1.1743977188057508,0.0,0,15,10.633,4.2
189,Bogdan Bogdanović,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,22.136000000000003,13.8
190,Chris Boucher,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,22.136000000000003,4.4
191,Jarrett Culver,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24,22.366999999999994,4.4
192,Kevin Knox,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27,22.366999999999994,2.0
193,Patrick McCaw,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,15.96,0.47,0.23,0.25,1.9,1.03,0.03,0.49,0.34,10.88,10.74,11.93,0.9079659706109823,-1.1899999999999995,0.0,0.0,0,15,6.925,8.9
194,Gary Trent,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22,22.136000000000003,4.0
195,Doug McDermott,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12,22.366999999999994,5.9
196,Rajon Rondo,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16,22.136000000000003,4.7
197,OG Anunoby,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15,22.136000000000003,11.6
198,Anthony Tolliver,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,22.136000000000003,6.4
199,Michael Carter-Williams,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,22.366999999999994,19.299999999999997
200,Wenyen Gabriel,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24,22.136000000000003,1.2
201,Dillon Brooks,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18,22.366999999999994,12.4
202,Timothé Luwawu-Cabarrot,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,22.366999999999994,6.2
203,Moses Brown,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19,22.136000000000003,0.0
204,J.P. Macura,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,4.35,0.21,0.16,0.03,0.24,0.24,0.07,0.05,0.11,4.29,4.2,0.0,5.2,4.2,0.0,0.0,0,,1.8279999999999996,0.0
205,Frank Ntilikina,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30,22.366999999999994,6.699999999999999
206,Johnathan Williams,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,22.136000000000003,0.0
207,Robin Lopez,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26,22.136000000000003,3.5
208,Dwayne Bacon,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28,22.136000000000003,7.699999999999999
209,Dennis Smith,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30,22.366999999999994,7.800000000000001
210,Damyean Dotson,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16,22.366999999999994,1.5
