,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
6,Duncan Robinson,SG,LAL@MIA,MIA,40.95,$8189,$9500,-$1311,20.64, , ,0.7678299176219829,0.0
21,Talen Horton-Tucker,SG,LAL@MIA,LAL,9.87,$1973,$6000,-$4027,12.07, , ,0.0,0.0
24,Derrick Jones,SF,LAL@MIA,MIA,16.61,$3321,$6000,-$2679,19.16, , ,0.0,0.0
26,Dion Waiters,SF,LAL@MIA,LAL,17.1,$3420,$6000,-$2580,18.38, , ,0.0,0.0
22,Gabe Vincent,PG,LAL@MIA,MIA,8.54,$1708,$6000,-$4292,5.67,GTD,Knee,0.0,0.0
27,Quinn Cook,PG,LAL@MIA,LAL,4.2,$840,$6000,-$5160,8.36, , ,0.0,0.0
15,Kyle Kuzma,PF,LAL@MIA,LAL,28.78,$5756,$7500,-$1744,21.32, , ,0.0,0.0
29,Kostas Antetokounmpo,PF,LAL@MIA,LAL,10.39,$2079,$6000,-$3921,2.52, , ,0.0,0.0
19,Meyers Leonard,C,LAL@MIA,MIA,26.15,$5230,$6500,-$1270,14.74, , ,0.0,0.0
