,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
3,DeMar DeRozan,SG,SA@DAL,SA,34.23,$6846,$8600,-$1754,38.38, , ,0.0,0.0
13,Dillon Brooks,SG,WAS@MEM,MEM,25.51,$5102,$5600,-$498,27.25, , ,0.0,0.0
0,Luka Doncic,SF,SA@DAL,DAL,58.85,$11771,$11000,$771,52.12, , ,0.0,0.0
17,Josh Richardson,SF,SA@DAL,DAL,24.87,$4974,$5400,-$426,22.56, , ,0.3508083187945312,0.0
5,Ja Morant,PG,WAS@MEM,MEM,37.31,$7463,$8000,-$537,35.99, , ,0.5774487032771903,0.0
12,Derrick White,PG,SA@DAL,SA,27.02,$5404,$5600,-$196,24.79,GTD,Covid-19,0.0,0.0
24,Trey Lyles,PF,SA@DAL,SA,15.17,$3033,$4700,-$1667,12.31, , ,1.6966982641319257,0.0
36,Moritz Wagner,PF,WAS@MEM,WAS,16.47,$3294,$4000,-$706,14.87, , ,0.0,0.0
6,Jonas Valanciunas,C,WAS@MEM,MEM,28.39,$5679,$7000,-$1321,33.36, , ,0.0,0.0
