slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
drumman01,Andre Drummond,DETROIT PISTONS,AWAY,TORONTO RAPTORS,LOSS,2256,12,15,0,0,1,3,7,10,2,4,0,2,2,29.0
whiteha01,Hassan Whiteside,MIAMI HEAT,AWAY,MILWAUKEE BUCKS,WIN,1900,10,12,0,0,7,9,1,13,0,0,6,2,3,27.4
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,2230,12,22,7,13,7,9,0,4,2,0,1,3,0,26.9
mitchdo01,Donovan Mitchell,UTAH JAZZ,AWAY,SACRAMENTO KINGS,WIN,2043,14,19,1,4,5,7,0,1,3,3,0,3,3,26.7
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,BROOKLYN NETS,WIN,2263,13,24,0,1,8,8,1,7,3,0,2,2,2,25.9
hillge01,George Hill,SACRAMENTO KINGS,HOME,UTAH JAZZ,LOSS,2198,6,10,4,5,4,5,2,2,5,3,0,0,0,23.5
mirotni01,Nikola Mirotić,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,1646,9,13,4,7,2,2,1,5,3,3,1,3,1,23.1
anthoca01,Carmelo Anthony,OKLAHOMA CITY THUNDER,HOME,LOS ANGELES LAKERS,WIN,1648,10,15,4,6,3,3,0,3,2,1,0,0,2,23.0
hoodro01,Rodney Hood,UTAH JAZZ,AWAY,SACRAMENTO KINGS,WIN,1859,9,16,4,9,3,3,1,7,2,2,0,0,2,22.8
millspa02,Patty Mills,SAN ANTONIO SPURS,AWAY,BROOKLYN NETS,WIN,1551,7,10,7,8,4,6,0,2,2,3,0,1,3,22.8
kiddgmi01,Michael Kidd-Gilchrist,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1379,8,11,0,0,5,6,0,4,2,3,0,0,1,21.3
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,2095,10,18,6,11,4,4,0,9,4,1,0,6,2,21.1
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,MIAMI HEAT,LOSS,2302,6,15,2,3,8,15,2,8,6,2,2,1,3,20.3
adamsst01,Steven Adams,OKLAHOMA CITY THUNDER,HOME,LOS ANGELES LAKERS,WIN,1585,10,12,0,0,1,2,7,3,1,0,1,3,1,20.0
porzikr01,Kristaps Porziņģis,NEW YORK KNICKS,AWAY,MEMPHIS GRIZZLIES,LOSS,1997,8,19,2,7,3,3,0,9,0,3,6,0,2,20.0
caulewi01,Willie Cauley-Stein,SACRAMENTO KINGS,HOME,UTAH JAZZ,LOSS,2212,11,18,0,1,4,6,2,8,2,1,1,3,3,19.7
