,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
7,Duncan Robinson,SG,MIA@LAL,MIA,40.95,$8189,$9500,-$1311,20.64, , ,0.7678299176219829,0.0
21,Talen Horton-Tucker,SG,MIA@LAL,LAL,9.87,$1973,$6000,-$4027,12.07, , ,0.0,0.0
24,Derrick Jones,SF,MIA@LAL,MIA,16.61,$3321,$6000,-$2679,19.16, , ,0.0,0.0
26,Dion Waiters,SF,MIA@LAL,LAL,17.1,$3420,$6000,-$2580,18.38, , ,0.0,0.0
22,Gabe Vincent,PG,MIA@LAL,MIA,8.5,$1699,$6000,-$4301,5.67,GTD,Knee,0.0,0.0
27,Quinn Cook,PG,MIA@LAL,LAL,4.2,$840,$6000,-$5160,8.36, , ,0.0,0.0
16,Kyle Kuzma,PF,MIA@LAL,LAL,28.78,$5756,$7500,-$1744,21.32, , ,0.0,0.0
29,Kostas Antetokounmpo,PF,MIA@LAL,LAL,10.85,$2171,$6000,-$3829,2.52, , ,0.0,0.0
19,Meyers Leonard,C,MIA@LAL,MIA,26.15,$5230,$6500,-$1270,14.74, , ,0.0,0.0
