Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Joel Embiid (15020134),Joel Embiid,15020134,C/UTIL,10500,ORL@PHI 08/07/2020 06:30PM ET,PHI,48.41
PG/SG,Jrue Holiday (15020136),Jrue Holiday,15020136,PG/SG/G/UTIL,9300,WAS@NO 08/07/2020 08:00PM ET,NO,40.02
PG/SF,Ben Simmons (15020140),Ben Simmons,15020140,PG/SF/F/G/UTIL,8800,ORL@PHI 08/07/2020 06:30PM ET,PHI,42.88
PG,Kyle Lowry (15020145),Kyle Lowry,15020145,PG/G/UTIL,8700,BOS@TOR 08/07/2020 09:00PM ET,TOR,41.56
PG,Ja Morant (15020148),Ja Morant,15020148,PG/G/UTIL,8500,OKC@MEM 08/07/2020 04:00PM ET,MEM,34.46
SF/PF,Brandon Ingram (15020151),Brandon Ingram,15020151,SF/PF/F/UTIL,8400,WAS@NO 08/07/2020 08:00PM ET,NO,41.12
SF/PF,Tobias Harris (15020155),Tobias Harris,15020155,SF/PF/F/UTIL,8300,ORL@PHI 08/07/2020 06:30PM ET,PHI,35.71
PF,Pascal Siakam (15020159),Pascal Siakam,15020159,PF/F/UTIL,8200,BOS@TOR 08/07/2020 09:00PM ET,TOR,42
PG,Chris Paul (15020162),Chris Paul,15020162,PG/G/UTIL,8100,OKC@MEM 08/07/2020 04:00PM ET,OKC,37.37
PF/C,Zion Williamson (15020165),Zion Williamson,15020165,PF/C/F/UTIL,8000,WAS@NO 08/07/2020 08:00PM ET,NO,34.53
SF/PF,Jayson Tatum (15020169),Jayson Tatum,15020169,SF/PF/F/UTIL,7900,BOS@TOR 08/07/2020 09:00PM ET,BOS,41.64
C,Nikola Vucevic (15020173),Nikola Vucevic,15020173,C/UTIL,7800,ORL@PHI 08/07/2020 06:30PM ET,ORL,43.14
PG/SG,Fred VanVleet (15020175),Fred VanVleet,15020175,PG/SG/G/UTIL,7700,BOS@TOR 08/07/2020 09:00PM ET,TOR,37.48
PG,De'Aaron Fox (15020179),De'Aaron Fox,15020179,PG/G/UTIL,7600,SAC@BKN 08/07/2020 05:00PM ET,SAC,39.24
PG,Lonzo Ball (15020182),Lonzo Ball,15020182,PG/G/UTIL,7400,WAS@NO 08/07/2020 08:00PM ET,NO,34.19
C,Jonas Valanciunas (15020185),Jonas Valanciunas,15020185,C/UTIL,7300,OKC@MEM 08/07/2020 04:00PM ET,MEM,34.73
C,Thomas Bryant (15020187),Thomas Bryant,15020187,C/UTIL,7200,WAS@NO 08/07/2020 08:00PM ET,WAS,27.68
SG,Caris LeVert (15020189),Caris LeVert,15020189,SG/G/UTIL,7100,SAC@BKN 08/07/2020 05:00PM ET,BKN,31.60
SF/PF,Gordon Hayward (15020192),Gordon Hayward,15020192,SF/PF/F/UTIL,7000,BOS@TOR 08/07/2020 09:00PM ET,BOS,34.25
SG,Jaylen Brown (15020196),Jaylen Brown,15020196,SG/G/UTIL,6900,BOS@TOR 08/07/2020 09:00PM ET,BOS,34.82
PG/SG,Shai Gilgeous-Alexander (15020199),Shai Gilgeous-Alexander,15020199,PG/SG/G/UTIL,6800,OKC@MEM 08/07/2020 04:00PM ET,OKC,35.48
SF/PF,Aaron Gordon (15020203),Aaron Gordon,15020203,SF/PF/F/UTIL,6700,ORL@PHI 08/07/2020 06:30PM ET,ORL,32.73
PF/C,Al Horford (15020207),Al Horford,15020207,PF/C/F/UTIL,6600,ORL@PHI 08/07/2020 06:30PM ET,PHI,30.25
PG/SG,Marcus Smart (15020211),Marcus Smart,15020211,PG/SG/G/UTIL,6500,BOS@TOR 08/07/2020 09:00PM ET,BOS,29.81
C,Jaren Jackson Jr. (15020215),Jaren Jackson Jr.,15020215,C/UTIL,6400,OKC@MEM 08/07/2020 04:00PM ET,MEM,30.28
C,Jarrett Allen (15020217),Jarrett Allen,15020217,C/UTIL,6300,SAC@BKN 08/07/2020 05:00PM ET,BKN,28.57
PG/SG,Dennis Schroder (15020219),Dennis Schroder,15020219,PG/SG/G/UTIL,6200,OKC@MEM 08/07/2020 04:00PM ET,OKC,31.06
C,Steven Adams (15020223),Steven Adams,15020223,C/UTIL,6100,OKC@MEM 08/07/2020 04:00PM ET,OKC,30.00
PG,Kemba Walker (15020225),Kemba Walker,15020225,PG/G/UTIL,6000,BOS@TOR 08/07/2020 09:00PM ET,BOS,36.39
PF/C,Rui Hachimura (15020228),Rui Hachimura,15020228,PF/C/F/UTIL,5900,WAS@NO 08/07/2020 08:00PM ET,WAS,25.42
PG,Shake Milton (15020232),Shake Milton,15020232,PG/G/UTIL,5800,ORL@PHI 08/07/2020 06:30PM ET,PHI,17.4
C,Serge Ibaka (15020235),Serge Ibaka,15020235,C/UTIL,5700,BOS@TOR 08/07/2020 09:00PM ET,TOR,30.77
SF/PF,Danilo Gallinari (15020237),Danilo Gallinari,15020237,SF/PF/F/UTIL,5600,OKC@MEM 08/07/2020 04:00PM ET,OKC,31.43
PG/SG,Tyler Johnson (15020241),Tyler Johnson,15020241,PG/SG/G/UTIL,5600,SAC@BKN 08/07/2020 05:00PM ET,BKN,12.37
SG/SF,Troy Brown Jr. (15020245),Troy Brown Jr.,15020245,SG/SF/F/G/UTIL,5500,WAS@NO 08/07/2020 08:00PM ET,WAS,23.19
SG,Dillon Brooks (15020254),Dillon Brooks,15020254,SG/G/UTIL,5400,OKC@MEM 08/07/2020 04:00PM ET,MEM,25.54
SF/PF,Jonathan Isaac (15020250),Jonathan Isaac,15020250,SF/PF/F/UTIL,5400,ORL@PHI 08/07/2020 06:30PM ET,ORL,30.17
C,Daniel Theis (15020257),Daniel Theis,15020257,C/UTIL,5400,BOS@TOR 08/07/2020 09:00PM ET,BOS,23.76
SG/SF,Joe Harris (15020259),Joe Harris,15020259,SG/SF/F/G/UTIL,5300,SAC@BKN 08/07/2020 05:00PM ET,BKN,24.92
SG,Evan Fournier (15020264),Evan Fournier,15020264,SG/G/UTIL,5300,ORL@PHI 08/07/2020 06:30PM ET,ORL,29.45
SG/SF,Garrett Temple (15020267),Garrett Temple,15020267,SG/SF/F/G/UTIL,5200,SAC@BKN 08/07/2020 05:00PM ET,BKN,21.10
C,Derrick Favors (15020272),Derrick Favors,15020272,C/UTIL,5200,WAS@NO 08/07/2020 08:00PM ET,NO,26.48
SF/PF,OG Anunoby (15020274),OG Anunoby,15020274,SF/PF/F/UTIL,5200,BOS@TOR 08/07/2020 09:00PM ET,TOR,24.15
SG/SF,Buddy Hield (15020278),Buddy Hield,15020278,SG/SF/F/G/UTIL,5100,SAC@BKN 08/07/2020 05:00PM ET,SAC,32.75
SG/SF,Bogdan Bogdanovic (15020283),Bogdan Bogdanovic,15020283,SG/SF/F/G/UTIL,5100,SAC@BKN 08/07/2020 05:00PM ET,SAC,26.71
PF,Nemanja Bjelica (15020293),Nemanja Bjelica,15020293,PF/F/UTIL,5000,SAC@BKN 08/07/2020 05:00PM ET,SAC,27.05
SG/SF,Josh Richardson (15020288),Josh Richardson,15020288,SG/SF/F/G/UTIL,5000,ORL@PHI 08/07/2020 06:30PM ET,PHI,25.36
SG/SF,Terrence Ross (15020296),Terrence Ross,15020296,SG/SF/F/G/UTIL,5000,ORL@PHI 08/07/2020 06:30PM ET,ORL,24.28
PG,Ish Smith (15020301),Ish Smith,15020301,PG/G/UTIL,5000,WAS@NO 08/07/2020 08:00PM ET,WAS,24.14
PG/SG,Shabazz Napier (15020304),Shabazz Napier,15020304,PG/SG/G/UTIL,5000,WAS@NO 08/07/2020 08:00PM ET,WAS,23.57
PF/C,Brandon Clarke (15020308),Brandon Clarke,15020308,PF/C/F/UTIL,4900,OKC@MEM 08/07/2020 04:00PM ET,MEM,24.05
C,Richaun Holmes (15020312),Richaun Holmes,15020312,C/UTIL,4900,SAC@BKN 08/07/2020 05:00PM ET,SAC,28.61
SG/SF,Jerome Robinson (15020314),Jerome Robinson,15020314,SG/SF/F/G/UTIL,4900,WAS@NO 08/07/2020 08:00PM ET,WAS,10.31
SG/SF,Norman Powell (15020319),Norman Powell,15020319,SG/SF/F/G/UTIL,4800,BOS@TOR 08/07/2020 09:00PM ET,TOR,26.45
SF/PF,Harrison Barnes (15020324),Harrison Barnes,15020324,SF/PF/F/UTIL,4700,SAC@BKN 08/07/2020 05:00PM ET,SAC,25.75
PG/SG,Jamal Crawford (15020328),Jamal Crawford,15020328,PG/SG/G/UTIL,4600,SAC@BKN 08/07/2020 05:00PM ET,BKN,10
PG/SG,Markelle Fultz (15020332),Markelle Fultz,15020332,PG/SG/G/UTIL,4600,ORL@PHI 08/07/2020 06:30PM ET,ORL,25.82
PG,Chris Chiozza (15020336),Chris Chiozza,15020336,PG/G/UTIL,4500,SAC@BKN 08/07/2020 05:00PM ET,BKN,12.41
PF,Mike Scott (15020339),Mike Scott,15020339,PF/F/UTIL,4500,ORL@PHI 08/07/2020 06:30PM ET,PHI,12.44
SF/PF,Kyle Anderson (15020342),Kyle Anderson,15020342,SF/PF/F/UTIL,4400,OKC@MEM 08/07/2020 04:00PM ET,MEM,16.96
SG,Grayson Allen (15020346),Grayson Allen,15020346,SG/G/UTIL,4400,OKC@MEM 08/07/2020 04:00PM ET,MEM,13.93
PG,D.J. Augustin (15020349),D.J. Augustin,15020349,PG/G/UTIL,4400,ORL@PHI 08/07/2020 06:30PM ET,ORL,20.97
SF/PF,Timothe Luwawu-Cabarrot (15020352),Timothe Luwawu-Cabarrot,15020352,SF/PF/F/UTIL,4300,SAC@BKN 08/07/2020 05:00PM ET,BKN,12.38
PG,Cory Joseph (15020360),Cory Joseph,15020360,PG/G/UTIL,4300,SAC@BKN 08/07/2020 05:00PM ET,SAC,16.76
PG/SG,Michael Carter-Williams (15020356),Michael Carter-Williams,15020356,PG/SG/G/UTIL,4300,ORL@PHI 08/07/2020 06:30PM ET,ORL,17.72
SF/PF,Josh Jackson (15020366),Josh Jackson,15020366,SF/PF/F/UTIL,4200,OKC@MEM 08/07/2020 04:00PM ET,MEM,18.98
SG/SF,Kent Bazemore (15020370),Kent Bazemore,15020370,SG/SF/F/G/UTIL,4200,SAC@BKN 08/07/2020 05:00PM ET,SAC,19.54
SF,Glenn Robinson III (15020363),Glenn Robinson III,15020363,SF/F/UTIL,4200,ORL@PHI 08/07/2020 06:30PM ET,PHI,22.12
SG/SF,JJ Redick (15020375),JJ Redick,15020375,SG/SF/F/G/UTIL,4100,WAS@NO 08/07/2020 08:00PM ET,NO,22.97
SF,Josh Hart (15020380),Josh Hart,15020380,SF/F/UTIL,4100,WAS@NO 08/07/2020 08:00PM ET,NO,23.81
PG/SG,De'Anthony Melton (15020383),De'Anthony Melton,15020383,PG/SG/G/UTIL,4000,OKC@MEM 08/07/2020 04:00PM ET,MEM,19.50
C,Marc Gasol (15020387),Marc Gasol,15020387,C/UTIL,4000,BOS@TOR 08/07/2020 09:00PM ET,TOR,23.98
C,Robert Williams (15020389),Robert Williams,15020389,C/UTIL,4000,BOS@TOR 08/07/2020 09:00PM ET,BOS,15.51
PF/C,Rodions Kurucs (15020391),Rodions Kurucs,15020391,PF/C/F/UTIL,3900,SAC@BKN 08/07/2020 05:00PM ET,BKN,10.09
PG,Brad Wanamaker (15020395),Brad Wanamaker,15020395,PG/G/UTIL,3900,BOS@TOR 08/07/2020 09:00PM ET,BOS,14.81
PG,Tyus Jones (15020398),Tyus Jones,15020398,PG/G/UTIL,3800,OKC@MEM 08/07/2020 04:00PM ET,MEM,17.94
PG,Jeremiah Martin (15020401),Jeremiah Martin,15020401,PG/G/UTIL,3800,SAC@BKN 08/07/2020 05:00PM ET,BKN,12.58
PF/C,Nicolo Melli (15020404),Nicolo Melli,15020404,PF/C/F/UTIL,3800,WAS@NO 08/07/2020 08:00PM ET,NO,14.49
SF/PF,Isaac Bonga (15020408),Isaac Bonga,15020408,SF/PF/F/UTIL,3800,WAS@NO 08/07/2020 08:00PM ET,WAS,12.31
C,Gorgui Dieng (15020412),Gorgui Dieng,15020412,C/UTIL,3700,OKC@MEM 08/07/2020 04:00PM ET,MEM,19.97
C,Donta Hall (15020414),Donta Hall,15020414,C/UTIL,3700,SAC@BKN 08/07/2020 05:00PM ET,BKN,11.46
PG/SG,Alec Burks (15020416),Alec Burks,15020416,PG/SG/G/UTIL,3700,ORL@PHI 08/07/2020 06:30PM ET,PHI,26.94
SF/PF,James Ennis III (15020420),James Ennis III,15020420,SF/PF/F/UTIL,3700,ORL@PHI 08/07/2020 06:30PM ET,ORL,13.39
PF/C,Harry Giles III (15020424),Harry Giles III,15020424,PF/C/F/UTIL,3600,SAC@BKN 08/07/2020 05:00PM ET,SAC,15.23
C,Nerlens Noel (15020432),Nerlens Noel,15020432,C/UTIL,3500,OKC@MEM 08/07/2020 04:00PM ET,OKC,19.74
SG/SF,Luguentz Dort (15020434),Luguentz Dort,15020434,SG/SF/F/G/UTIL,3500,OKC@MEM 08/07/2020 04:00PM ET,OKC,12.09
PF/C,Lance Thomas (15020428),Lance Thomas,15020428,PF/C/F/UTIL,3500,SAC@BKN 08/07/2020 05:00PM ET,BKN,7.31
PF/C,Moritz Wagner (15020439),Moritz Wagner,15020439,PF/C/F/UTIL,3500,WAS@NO 08/07/2020 08:00PM ET,WAS,18.79
C,Enes Kanter (15020443),Enes Kanter,15020443,C/UTIL,3500,BOS@TOR 08/07/2020 09:00PM ET,BOS,20.84
SG,Furkan Korkmaz (15020445),Furkan Korkmaz,15020445,SG/G/UTIL,3400,ORL@PHI 08/07/2020 06:30PM ET,PHI,16.37
SG/SF,Garrison Mathews (15020448),Garrison Mathews,15020448,SG/SF/F/G/UTIL,3300,WAS@NO 08/07/2020 08:00PM ET,WAS,9.25
SG/SF,Hamidou Diallo (15020460),Hamidou Diallo,15020460,SG/SF/F/G/UTIL,3200,OKC@MEM 08/07/2020 04:00PM ET,OKC,13.02
C,Nicolas Claxton (15020453),Nicolas Claxton,15020453,C/UTIL,3200,SAC@BKN 08/07/2020 05:00PM ET,BKN,10.6
SG/SF,Matisse Thybulle (15020455),Matisse Thybulle,15020455,SG/SF/F/G/UTIL,3200,ORL@PHI 08/07/2020 06:30PM ET,PHI,12.48
SF/PF,Admiral Schofield (15020465),Admiral Schofield,15020465,SF/PF/F/UTIL,3200,WAS@NO 08/07/2020 08:00PM ET,WAS,6.22
PF,Dzanan Musa (15020469),Dzanan Musa,15020469,PF/F/UTIL,3100,SAC@BKN 08/07/2020 05:00PM ET,BKN,9.23
SF/PF,Rondae Hollis-Jefferson (15020472),Rondae Hollis-Jefferson,15020472,SF/PF/F/UTIL,3100,BOS@TOR 08/07/2020 09:00PM ET,TOR,17.35
PF,Anthony Tolliver (15020476),Anthony Tolliver,15020476,PF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,MEM,9.26
PG,Justise Winslow (15020479),Justise Winslow,15020479,PG/G/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,MEM,27.07
SF/PF,Yuta Watanabe (15020482),Yuta Watanabe,15020482,SF/PF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,MEM,4.36
SF,John Konchar (15020486),John Konchar,15020486,SF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,MEM,10.03
C,Jontay Porter (15020489),Jontay Porter,15020489,C/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,MEM,0
SG/SF,Marko Guduric (15020491),Marko Guduric,15020491,SG/SF/F/G/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,MEM,8.59
C,Mike Muscala (15020602),Mike Muscala,15020602,C/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,9.64
SF/PF,Andre Roberson (15020604),Andre Roberson,15020604,SF/PF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,6.92
PF,Abdel Nader (15020608),Abdel Nader,15020608,PF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,11.01
SG,Devon Hall (15020611),Devon Hall,15020611,SG/G/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,1.71
SG,Deonte Burton (15020614),Deonte Burton,15020614,SG/G/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,5.67
PF,Kevin Hervey (15020617),Kevin Hervey,15020617,PF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,0.86
PF,Isaiah Roby (15020620),Isaiah Roby,15020620,PF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,0.67
SF,Terrance Ferguson (15020623),Terrance Ferguson,15020623,SF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,9.02
PF,Darius Bazley (15020626),Darius Bazley,15020626,PF/F/UTIL,3000,OKC@MEM 08/07/2020 04:00PM ET,OKC,11.93
SF,Wilson Chandler (15020496),Wilson Chandler,15020496,SF/F/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,14.35
PF,Kevin Durant (15020499),Kevin Durant,15020499,PF/F/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,0
C,DeAndre Jordan (15020502),DeAndre Jordan,15020502,C/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,25.83
SF,Michael Beasley (15020504),Michael Beasley,15020504,SF/F/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,0
PG,Kyrie Irving (15020507),Kyrie Irving,15020507,PG/G/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,47.61
PG/SG,Spencer Dinwiddie (15020510),Spencer Dinwiddie,15020510,PG/SG/G/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,36.75
SF,Taurean Prince (15020514),Taurean Prince,15020514,SF/F/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,25.14
SF/PF,Justin Anderson (15020517),Justin Anderson,15020517,SF/PF/F/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,BKN,8.38
SG/SF,Corey Brewer (15020629),Corey Brewer,15020629,SG/SF/F/G/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,8.25
C,Alex Len (15020634),Alex Len,15020634,C/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,19.5
PG,Yogi Ferrell (15020636),Yogi Ferrell,15020636,PG/G/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,8.23
PF,Jabari Parker (15020639),Jabari Parker,15020639,PF/F/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,27.32
SG/SF,Justin James (15020642),Justin James,15020642,SG/SF/F/G/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,5.38
SF,DaQuan Jeffries (15020647),DaQuan Jeffries,15020647,SF/F/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,5.11
PG,Kyle Guy (15020650),Kyle Guy,15020650,PG/G/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,1
C,Marvin Bagley III (15020653),Marvin Bagley III,15020653,C/UTIL,3000,SAC@BKN 08/07/2020 05:00PM ET,SAC,27.29
C,Kyle O'Quinn (15020521),Kyle O'Quinn,15020521,C/UTIL,3000,ORL@PHI 08/07/2020 06:30PM ET,PHI,12
SF,Ryan Broekhoff (15020523),Ryan Broekhoff,15020523,SF/F/UTIL,3000,ORL@PHI 08/07/2020 06:30PM ET,PHI,9.78
C,Norvel Pelle (15020526),Norvel Pelle,15020526,C/UTIL,3000,ORL@PHI 08/07/2020 06:30PM ET,PHI,8.65
PG,Raul Neto (15020528),Raul Neto,15020528,PG/G/UTIL,3000,ORL@PHI 08/07/2020 06:30PM ET,PHI,9.02
SF,Marial Shayok (15020531),Marial Shayok,15020531,SF/F/UTIL,3000,ORL@PHI 08/07/2020 06:30PM ET,PHI,4.12
