Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF,Giannis Antetokounmpo (15254618),Giannis Antetokounmpo,15254618,PF/F/UTIL,11400,MIA@MIL 09/02/2020 06:30PM ET,MIL,59.39
PG/SG,James Harden (15254621),James Harden,15254621,PG/SG/G/UTIL,11200,OKC@HOU 09/02/2020 09:00PM ET,HOU,59.62
PG,Russell Westbrook (15254625),Russell Westbrook,15254625,PG/G/UTIL,8900,OKC@HOU 09/02/2020 09:00PM ET,HOU,50.06
SG/SF,Jimmy Butler (15254628),Jimmy Butler,15254628,SG/SF/F/G/UTIL,8300,MIA@MIL 09/02/2020 06:30PM ET,MIA,41.53
PG,Chris Paul (15254633),Chris Paul,15254633,PG/G/UTIL,8200,OKC@HOU 09/02/2020 09:00PM ET,OKC,37.53
SF,Khris Middleton (15254636),Khris Middleton,15254636,SF/F/UTIL,8100,MIA@MIL 09/02/2020 06:30PM ET,MIL,37.17
C,Bam Adebayo (15254639),Bam Adebayo,15254639,C/UTIL,7900,MIA@MIL 09/02/2020 06:30PM ET,MIA,40.85
PG/SG,Shai Gilgeous-Alexander (15254641),Shai Gilgeous-Alexander,15254641,PG/SG/G/UTIL,7100,OKC@HOU 09/02/2020 09:00PM ET,OKC,34.62
PG,Goran Dragic (15254645),Goran Dragic,15254645,PG/G/UTIL,6900,MIA@MIL 09/02/2020 06:30PM ET,MIA,30.14
PG/SG,Dennis Schroder (15254648),Dennis Schroder,15254648,PG/SG/G/UTIL,6400,OKC@HOU 09/02/2020 09:00PM ET,OKC,30.79
SF/PF,Danilo Gallinari (15254652),Danilo Gallinari,15254652,SF/PF/F/UTIL,6100,OKC@HOU 09/02/2020 09:00PM ET,OKC,30.14
SF/PF,Robert Covington (15254656),Robert Covington,15254656,SF/PF/F/UTIL,5900,OKC@HOU 09/02/2020 09:00PM ET,HOU,29.06
SG/SF,Eric Gordon (15254660),Eric Gordon,15254660,SG/SF/F/G/UTIL,5800,OKC@HOU 09/02/2020 09:00PM ET,HOU,23.22
C,Steven Adams (15254665),Steven Adams,15254665,C/UTIL,5700,OKC@HOU 09/02/2020 09:00PM ET,OKC,29.28
PG,Eric Bledsoe (15254667),Eric Bledsoe,15254667,PG/G/UTIL,5600,MIA@MIL 09/02/2020 06:30PM ET,MIL,30.83
C,Brook Lopez (15254670),Brook Lopez,15254670,C/UTIL,5500,MIA@MIL 09/02/2020 06:30PM ET,MIL,26.33
SG,Tyler Herro (15254672),Tyler Herro,15254672,SG/G/UTIL,5300,MIA@MIL 09/02/2020 06:30PM ET,MIA,23.92
SF/PF,Danuel House Jr. (15254675),Danuel House Jr.,15254675,SF/PF/F/UTIL,5000,OKC@HOU 09/02/2020 09:00PM ET,HOU,22.16
C,Jeff Green (15254679),Jeff Green,15254679,C/UTIL,4900,OKC@HOU 09/02/2020 09:00PM ET,HOU,17.74
SG/SF,Duncan Robinson (15254681),Duncan Robinson,15254681,SG/SF/F/G/UTIL,4700,MIA@MIL 09/02/2020 06:30PM ET,MIA,22.15
PF,Jae Crowder (15254686),Jae Crowder,15254686,PF/F/UTIL,4600,MIA@MIL 09/02/2020 06:30PM ET,MIA,25.02
C,P.J. Tucker (15254689),P.J. Tucker,15254689,C/UTIL,4500,OKC@HOU 09/02/2020 09:00PM ET,HOU,21.34
PG,George Hill (15254691),George Hill,15254691,PG/G/UTIL,4300,MIA@MIL 09/02/2020 06:30PM ET,MIL,19.52
SF,Luguentz Dort (15254694),Luguentz Dort,15254694,SF/F/UTIL,4000,OKC@HOU 09/02/2020 09:00PM ET,OKC,13.34
PF/C,Darius Bazley (15254697),Darius Bazley,15254697,PF/C/F/UTIL,3900,OKC@HOU 09/02/2020 09:00PM ET,OKC,14.21
SG/SF,Andre Iguodala (15254701),Andre Iguodala,15254701,SG/SF/F/G/UTIL,3700,MIA@MIL 09/02/2020 06:30PM ET,MIA,15.51
SG/SF,Pat Connaughton (15254706),Pat Connaughton,15254706,SG/SF/F/G/UTIL,3700,MIA@MIL 09/02/2020 06:30PM ET,MIL,14.79
PG/SG,Kendrick Nunn (15254711),Kendrick Nunn,15254711,PG/SG/G/UTIL,3600,MIA@MIL 09/02/2020 06:30PM ET,MIA,25.47
PF/C,Kelly Olynyk (15254715),Kelly Olynyk,15254715,PF/C/F/UTIL,3500,MIA@MIL 09/02/2020 06:30PM ET,MIA,18.52
SG,Wesley Matthews (15254719),Wesley Matthews,15254719,SG/G/UTIL,3500,MIA@MIL 09/02/2020 06:30PM ET,MIL,14.49
PG/SG,Austin Rivers (15254722),Austin Rivers,15254722,PG/SG/G/UTIL,3400,OKC@HOU 09/02/2020 09:00PM ET,HOU,16.16
PG/SG,Donte DiVincenzo (15254726),Donte DiVincenzo,15254726,PG/SG/G/UTIL,3400,MIA@MIL 09/02/2020 06:30PM ET,MIL,21.12
PF,Marvin Williams (15254730),Marvin Williams,15254730,PF/F/UTIL,3300,MIA@MIL 09/02/2020 06:30PM ET,MIL,13.80
C,Nerlens Noel (15254733),Nerlens Noel,15254733,C/UTIL,3200,OKC@HOU 09/02/2020 09:00PM ET,OKC,18.69
SG/SF,Ben McLemore (15254743),Ben McLemore,15254743,SG/SF/F/G/UTIL,3100,OKC@HOU 09/02/2020 09:00PM ET,HOU,16.04
SF,Terrance Ferguson (15254748),Terrance Ferguson,15254748,SF/F/UTIL,3100,OKC@HOU 09/02/2020 09:00PM ET,OKC,8.35
PG,Frank Mason III (15254735),Frank Mason III,15254735,PG/G/UTIL,3100,MIA@MIL 09/02/2020 06:30PM ET,MIL,12.75
SG/SF,Kyle Korver (15254738),Kyle Korver,15254738,SG/SF/F/G/UTIL,3100,MIA@MIL 09/02/2020 06:30PM ET,MIL,12.68
C,Tyson Chandler (15254772),Tyson Chandler,15254772,C/UTIL,3000,OKC@HOU 09/02/2020 09:00PM ET,HOU,5.75
PF/C,DeMarre Carroll (15254774),DeMarre Carroll,15254774,PF/C/F/UTIL,3000,OKC@HOU 09/02/2020 09:00PM ET,HOU,8.54
PF,Luc Richard Mbah a Moute (15254778),Luc Richard Mbah a Moute,15254778,PF/F/UTIL,3000,OKC@HOU 09/02/2020 09:00PM ET,HOU,3.67
PF,Thabo Sefolosha (15254781),Thabo Sefolosha,15254781,PF/F/UTIL,3000,OKC@HOU 09/02/2020 09:00PM ET,HOU,7.75
PG/SG,Michael Frazier (15254784),Michael Frazier,15254784,PG/SG/G/UTIL,3000,OKC@HOU 09/02/2020 09:00PM ET,HOU,3.53
SG,David Nwaba (15254788),David Nwaba,15254788,SG/G/UTIL,3000,OKC@HOU 09/02/2020 09:00PM ET,HOU,11.01
