Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56379-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.80888671875,45,11000,MIL@POR,MIL,POR,,,,,,PF
56379-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,46.92857142857143,28,10800,MIN@MEM,MIN,MEM,,,,,,C
56379-84669,PG,Luka,Luka Doncic,Doncic,51.588094075520836,42,10500,DAL@NY,DAL,NY,,,,,,PG
56379-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,9900,LAL@SAC,LAL,SAC,O,Ankle,,,,SF
56379-110310,PF,Zion,Zion Williamson,Williamson,41.708889431423614,45,9700,ATL@NO,NO,ATL,GTD,Thumb,,,,PF
56379-80810,PG,De'Aaron,De'Aaron Fox,Fox,41.819148936170215,47,9500,LAL@SAC,SAC,LAL,,,,,,PG
56379-20848,PG,Damian,Damian Lillard,Lillard,46.53260869565217,46,9200,MIL@POR,POR,MIL,,,,,,PG
56379-80808,PF,Jayson,Jayson Tatum,Tatum,43.17674361827762,43,9200,HOU@BOS,BOS,HOU,,,,,,PF
56379-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.8638318650266,47,9200,CHA@IND,IND,CHA,GTD,Quadriceps,,,,PF
56379-9524,PG,Stephen,Stephen Curry,Curry,46.085713704427086,42,9000,GS@TOR,GS,TOR,,,,,,PG
56379-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9000,LAL@SAC,LAL,SAC,O,Calf,,,,PF
56379-42669,PF,Julius,Julius Randle,Randle,43.895833333333336,48,8900,DAL@NY,NY,DAL,,,,,,PF
56379-66113,SG,Donovan,Donovan Mitchell,Mitchell,40.053333875868056,45,8800,CHI@UTA,UTA,CHI,GTD,Personal,,,,SG
56379-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,38.44666748046875,30,8800,DAL@NY,DAL,NY,,,,,,PF
56379-14514,C,Nikola,Nikola Vucevic,Vucevic,46.320831298828125,48,8800,CHI@UTA,CHI,UTA,,,,,,C
56379-84671,PG,Trae,Trae Young,Young,43.59565270465353,46,8700,ATL@NO,ATL,NO,,,,,,PG
56379-58460,SG,Devin,Devin Booker,Booker,37.28837266079215,43,8500,OKC@PHO,PHO,OKC,,,,,,SG
56379-40203,C,Rudy,Rudy Gobert,Gobert,40.79791768391927,48,8500,CHI@UTA,UTA,CHI,,,,,,C
56379-12332,PG,John,John Wall,Wall,36.47187423706055,32,8400,HOU@BOS,HOU,BOS,GTD,Knee,,,,PG
56379-60021,PF,Pascal,Pascal Siakam,Siakam,38.92051344651442,39,8300,GS@TOR,TOR,GS,,,,,,PF
56379-19067,SG,CJ,CJ McCollum,McCollum,39.21818126331676,22,8200,MIL@POR,POR,MIL,,,,,,SG
56379-23447,C,Richaun,Richaun Holmes,Holmes,33.850000554865055,44,8200,LAL@SAC,SAC,LAL,,,,,,C
56379-66048,SF,Brandon,Brandon Ingram,Ingram,38.43912937330163,46,8000,ATL@NO,NO,ATL,GTD,Toe,,,,SF
56379-42202,PF,Christian,Christian Wood,Wood,40.04583231608073,24,8000,HOU@BOS,HOU,BOS,,,,,,PF
56379-40201,PG,Dennis,Dennis Schroder,Schroder,28.625,44,8000,LAL@SAC,LAL,SAC,,,,,,PG
56379-42677,PG,Terry,Terry Rozier,Rozier,33.25555555555555,45,7800,CHA@IND,CHA,IND,,,,,,PG
56379-55059,C,Clint,Clint Capela,Capela,40.711905343191965,42,7800,ATL@NO,ATL,NO,,,,,,C
56379-145321,SG,Anthony,Anthony Edwards,Edwards,28.75,48,7800,MIN@MEM,MIN,MEM,,,,,,SG
56379-66236,PF,John,John Collins,Collins,33.09574468085106,47,7700,ATL@NO,ATL,NO,O,Ankle,,,,PF
56379-67026,SF,Jaylen,Jaylen Brown,Brown,39.03333333333333,45,7700,HOU@BOS,BOS,HOU,,,,,,SF
56379-14503,C,Jonas,Jonas Valanciunas,Valanciunas,35.86499938964844,40,7600,MIN@MEM,MEM,MIN,,,,,,C
56379-16261,SF,Khris,Khris Middleton,Middleton,36.67608642578125,46,7600,MIL@POR,MIL,POR,,,,,,SF
56379-49116,SG,Andrew,Andrew Wiggins,Wiggins,31.181248982747395,48,7600,GS@TOR,GS,TOR,,,,,,SG
56379-20491,PF,Robert,Robert Covington,Covington,27.515554470486112,45,7500,MIL@POR,POR,MIL,,,,,,PF
56379-9663,PG,Jrue,Jrue Holiday,Holiday,34.76666598849826,36,7500,MIL@POR,MIL,POR,,,,,,PG
56379-14507,PG,Kemba,Kemba Walker,Walker,31.831033640894397,29,7400,HOU@BOS,BOS,HOU,,,,,,PG
56379-24247,SG,Fred,Fred VanVleet,VanVleet,40.19767441860465,43,7400,GS@TOR,TOR,GS,,,,,,SG
56379-23776,C,Montrezl,Montrezl Harrell,Harrell,28.333333333333332,48,7300,LAL@SAC,LAL,SAC,,,,,,C
56379-23798,SG,Caris,Caris LeVert,LeVert,32.68636252663352,22,7300,CHA@IND,IND,CHA,,,,,,SG
56379-110357,SF,RJ,RJ Barrett,Barrett,30.35833231608073,48,7300,DAL@NY,NY,DAL,GTD,Ankle,,,,SF
56379-58377,SF,Kyle,Kyle Kuzma,Kuzma,24.43404307263963,47,7200,LAL@SAC,LAL,SAC,,,,,,SF
56379-117286,C,Moses,Moses Brown,Brown,23.41111077202691,18,7200,OKC@PHO,OKC,PHO,,,,,,C
56379-40783,SG,Zach,Zach LaVine,LaVine,40.57826033882473,46,7200,CHI@UTA,CHI,UTA,GTD,Ankle,,,,SG
56379-9623,PG,Chris,Chris Paul,Paul,37.17872392370346,47,7200,OKC@PHO,PHO,OKC,,,,,,PG
56379-12366,SF,Gordon,Gordon Hayward,Hayward,35.36046511627907,43,7000,CHA@IND,CHA,IND,,,,,,SF
56379-84673,C,Deandre,Deandre Ayton,Ayton,32.70000051944814,47,7000,OKC@PHO,PHO,OKC,,,,,,C
56379-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.53428431919643,35,7000,OKC@PHO,OKC,PHO,O,Foot,,,,SG
56379-110344,PG,Ja,Ja Morant,Morant,35.12973104940878,37,6800,MIN@MEM,MEM,MIN,,,,,,PG
56379-16293,SF,Norman,Norman Powell,Powell,28.040001085069445,45,6800,MIL@POR,POR,MIL,,,,,,SF
