Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Luka Doncic (16461418),Luka Doncic,16461418,PG/G/UTIL,11400,MEM@DAL 02/22/2021 08:30PM ET,DAL,57.95
PG,Damian Lillard (16461421),Damian Lillard,16461421,PG/G/UTIL,10900,POR@PHO 02/22/2021 09:00PM ET,POR,50.94
PG/SF,LeBron James (16461424),LeBron James,16461424,PG/SF/F/G/UTIL,10400,WAS@LAL 02/22/2021 10:00PM ET,LAL,51.08
PG,Russell Westbrook (16461429),Russell Westbrook,16461429,PG/G/UTIL,10100,WAS@LAL 02/22/2021 10:00PM ET,WAS,48.4
SG,Bradley Beal (16461432),Bradley Beal,16461432,SG/G/UTIL,9900,WAS@LAL 02/22/2021 10:00PM ET,WAS,49.81
SG,Zach LaVine (16461435),Zach LaVine,16461435,SG/G/UTIL,9500,CHI@HOU 02/22/2021 08:00PM ET,CHI,46.59
PF/C,Anthony Davis (16461438),Anthony Davis,16461438,PF/C/F/UTIL,9300,WAS@LAL 02/22/2021 10:00PM ET,LAL,43.75
SF,Jimmy Butler (16461442),Jimmy Butler,16461442,SF/F/UTIL,9200,MIA@OKC 02/22/2021 09:00PM ET,MIA,45.10
C,Bam Adebayo (16461445),Bam Adebayo,16461445,C/UTIL,8800,MIA@OKC 02/22/2021 09:00PM ET,MIA,43.07
PG/SG,Donovan Mitchell (16461447),Donovan Mitchell,16461447,PG/SG/G/UTIL,8700,CHA@UTA 02/22/2021 09:00PM ET,UTA,40.65
PG,LaMelo Ball (16461451),LaMelo Ball,16461451,PG/G/UTIL,8600,CHA@UTA 02/22/2021 09:00PM ET,CHA,34.97
PF/C,Kristaps Porzingis (16461454),Kristaps Porzingis,16461454,PF/C/F/UTIL,8500,MEM@DAL 02/22/2021 08:30PM ET,DAL,37.68
PG/SG,Shai Gilgeous-Alexander (16461458),Shai Gilgeous-Alexander,16461458,PG/SG/G/UTIL,8400,MIA@OKC 02/22/2021 09:00PM ET,OKC,41.57
SG,Devin Booker (16461462),Devin Booker,16461462,SG/G/UTIL,8200,POR@PHO 02/22/2021 09:00PM ET,PHO,37.08
C,Christian Wood (16461469),Christian Wood,16461469,C/UTIL,8100,CHI@HOU 02/22/2021 08:00PM ET,HOU,42.5
PG/SG,Terry Rozier (16461465),Terry Rozier,16461465,PG/SG/G/UTIL,8100,CHA@UTA 02/22/2021 09:00PM ET,CHA,35.14
PG,John Wall (16461471),John Wall,16461471,PG/G/UTIL,8000,CHI@HOU 02/22/2021 08:00PM ET,HOU,37.24
PG,CJ McCollum (16461474),CJ McCollum,16461474,PG/G/UTIL,7900,POR@PHO 02/22/2021 09:00PM ET,POR,44.48
PG,Chris Paul (16461477),Chris Paul,16461477,PG/G/UTIL,7800,POR@PHO 02/22/2021 09:00PM ET,PHO,38.62
PG/SG,Victor Oladipo (16461480),Victor Oladipo,16461480,PG/SG/G/UTIL,7600,CHI@HOU 02/22/2021 08:00PM ET,HOU,36.1
PG,Ja Morant (16461484),Ja Morant,16461484,PG/G/UTIL,7500,MEM@DAL 02/22/2021 08:30PM ET,MEM,36.35
C,Rudy Gobert (16461487),Rudy Gobert,16461487,C/UTIL,7400,CHA@UTA 02/22/2021 09:00PM ET,UTA,39.22
C,Jonas Valanciunas (16461489),Jonas Valanciunas,16461489,C/UTIL,7200,MEM@DAL 02/22/2021 08:30PM ET,MEM,35.83
SF/PF,Gordon Hayward (16461491),Gordon Hayward,16461491,SF/PF/F/UTIL,7100,CHA@UTA 02/22/2021 09:00PM ET,CHA,37.66
C,Enes Kanter (16461495),Enes Kanter,16461495,C/UTIL,7000,POR@PHO 02/22/2021 09:00PM ET,POR,30.04
C,Deandre Ayton (16461497),Deandre Ayton,16461497,C/UTIL,6900,POR@PHO 02/22/2021 09:00PM ET,PHO,34.12
PF/C,Jaren Jackson Jr. (16461499),Jaren Jackson Jr.,16461499,PF/C/F/UTIL,6800,MEM@DAL 02/22/2021 08:30PM ET,MEM,0
SF/PF,Kyle Kuzma (16461503),Kyle Kuzma,16461503,SF/PF/F/UTIL,6700,WAS@LAL 02/22/2021 10:00PM ET,LAL,22.98
SF/PF,Kyle Anderson (16461507),Kyle Anderson,16461507,SF/PF/F/UTIL,6600,MEM@DAL 02/22/2021 08:30PM ET,MEM,31.06
PF/C,Robert Covington (16461511),Robert Covington,16461511,PF/C/F/UTIL,6500,POR@PHO 02/22/2021 09:00PM ET,POR,24.10
C,DeMarcus Cousins (16461517),DeMarcus Cousins,16461517,C/UTIL,6400,CHI@HOU 02/22/2021 08:00PM ET,HOU,26.27
C,Al Horford (16461515),Al Horford,16461515,C/UTIL,6400,MIA@OKC 02/22/2021 09:00PM ET,OKC,32.45
PF/C,Lauri Markkanen (16461519),Lauri Markkanen,16461519,PF/C/F/UTIL,6300,CHI@HOU 02/22/2021 08:00PM ET,CHI,30.70
