,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
6,Marcus Smart,SG,BOS@MIA,BOS,35.08,$7017,$11000,-$3983,29.49, , ,0.0,0.0
14,Andre Iguodala,SG,BOS@MIA,MIA,19.55,$3911,$6500,-$2589,16.43, , ,0.5494975467696227,0.0
23,Derrick Jones,SF,BOS@MIA,MIA,19.57,$3915,$6000,-$2085,19.16, , ,0.0,0.0
26,KZ Okpala,SF,BOS@MIA,MIA,14.17,$2833,$6000,-$3167,4.5, , ,0.0,0.0
16,Kendrick Nunn,PG,BOS@MIA,MIA,17.98,$3595,$6500,-$2905,24.86, , ,0.0,0.2263291963921517
21,Gabe Vincent,PG,BOS@MIA,MIA,15.4,$3080,$6000,-$2920,5.67,GTD,Knee,0.0,0.0
24,Chris Silva,PF,BOS@MIA,MIA,11.08,$2216,$6000,-$3784,8.56,GTD,Pelvis,0.0,0.0
28,Grant Williams,PF,BOS@MIA,BOS,13.0,$2600,$6000,-$3400,10.15, , ,0.0,0.0
29,Meyers Leonard,C,BOS@MIA,MIA,31.81,$6362,$6000,$362,14.74, , ,0.0,0.0
