Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF,Kawhi Leonard (15288081),Kawhi Leonard,15288081,SF/F/UTIL,10400,DEN@LAC 09/05/2020 09:00PM ET,LAC,49.13
C,Nikola Jokic (15288084),Nikola Jokic,15288084,C/UTIL,9500,DEN@LAC 09/05/2020 09:00PM ET,DEN,46.42
SF/PF,Jayson Tatum (15288086),Jayson Tatum,15288086,SF/PF/F/UTIL,9300,TOR@BOS 09/05/2020 06:30PM ET,BOS,42.26
PG/SG,Jamal Murray (15288090),Jamal Murray,15288090,PG/SG/G/UTIL,9100,DEN@LAC 09/05/2020 09:00PM ET,DEN,35.25
SG/SF,Paul George (15288094),Paul George,15288094,SG/SF/F/G/UTIL,8200,DEN@LAC 09/05/2020 09:00PM ET,LAC,38.13
PG,Kemba Walker (15288099),Kemba Walker,15288099,PG/G/UTIL,8000,TOR@BOS 09/05/2020 06:30PM ET,BOS,36.18
PF,Pascal Siakam (15288102),Pascal Siakam,15288102,PF/F/UTIL,7900,TOR@BOS 09/05/2020 06:30PM ET,TOR,40.72
PG,Kyle Lowry (15288105),Kyle Lowry,15288105,PG/G/UTIL,7800,TOR@BOS 09/05/2020 06:30PM ET,TOR,40.71
PG/SG,Fred VanVleet (15288108),Fred VanVleet,15288108,PG/SG/G/UTIL,7700,TOR@BOS 09/05/2020 06:30PM ET,TOR,37.59
SG/SF,Jaylen Brown (15288112),Jaylen Brown,15288112,SG/SF/F/G/UTIL,7600,TOR@BOS 09/05/2020 06:30PM ET,BOS,34.80
SF/PF,Gordon Hayward (15288117),Gordon Hayward,15288117,SF/PF/F/UTIL,6800,TOR@BOS 09/05/2020 06:30PM ET,BOS,34.31
PG,Will Barton (15288121),Will Barton,15288121,PG/G/UTIL,6600,DEN@LAC 09/05/2020 09:00PM ET,DEN,31.88
PG/SG,Marcus Smart (15288124),Marcus Smart,15288124,PG/SG/G/UTIL,6500,TOR@BOS 09/05/2020 06:30PM ET,BOS,29.12
PG/SG,Lou Williams (15288128),Lou Williams,15288128,PG/SG/G/UTIL,6000,DEN@LAC 09/05/2020 09:00PM ET,LAC,31.18
C,Serge Ibaka (15288132),Serge Ibaka,15288132,C/UTIL,5900,TOR@BOS 09/05/2020 06:30PM ET,TOR,30.96
SF/PF,OG Anunoby (15288134),OG Anunoby,15288134,SF/PF/F/UTIL,5600,TOR@BOS 09/05/2020 06:30PM ET,TOR,24.13
PF/C,Daniel Theis (15288138),Daniel Theis,15288138,PF/C/F/UTIL,5500,TOR@BOS 09/05/2020 06:30PM ET,BOS,23.67
SF/PF,Marcus Morris Sr. (15288142),Marcus Morris Sr.,15288142,SF/PF/F/UTIL,5400,DEN@LAC 09/05/2020 09:00PM ET,LAC,27.91
SF/PF,Michael Porter Jr. (15288146),Michael Porter Jr.,15288146,SF/PF/F/UTIL,5100,DEN@LAC 09/05/2020 09:00PM ET,DEN,19.23
SF/PF,Jerami Grant (15288150),Jerami Grant,15288150,SF/PF/F/UTIL,4900,DEN@LAC 09/05/2020 09:00PM ET,DEN,21.34
C,Ivica Zubac (15288154),Ivica Zubac,15288154,C/UTIL,4800,DEN@LAC 09/05/2020 09:00PM ET,LAC,21.55
PF/C,Paul Millsap (15288156),Paul Millsap,15288156,PF/C/F/UTIL,4600,DEN@LAC 09/05/2020 09:00PM ET,DEN,23.19
C,Marc Gasol (15288160),Marc Gasol,15288160,C/UTIL,4500,TOR@BOS 09/05/2020 06:30PM ET,TOR,22.95
C,Montrezl Harrell (15288162),Montrezl Harrell,15288162,C/UTIL,4300,DEN@LAC 09/05/2020 09:00PM ET,LAC,31.32
