team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,38,84,12,31,18,26,11,41,21,9,9,14,22
ATLANTA HAWKS,240,33,91,10,38,15,19,10,31,19,8,4,12,24
OKLAHOMA CITY THUNDER,240,50,106,10,44,12,13,17,31,27,8,6,13,21
NEW ORLEANS PELICANS,240,50,92,12,26,19,24,13,38,35,7,7,14,15
CHARLOTTE HORNETS,240,33,94,4,31,19,26,13,32,18,6,4,8,19
ORLANDO MAGIC,240,48,92,17,39,14,18,8,42,32,6,6,7,15
