Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (16189639),Nikola Jokic,16189639,C/UTIL,11000,OKC@DEN 01/19/2021 09:00PM ET,DEN,60.81
SF/PF,Brandon Ingram (16189641),Brandon Ingram,16189641,SF/PF/F/UTIL,9100,NO@UTA 01/19/2021 09:00PM ET,NO,42.08
PG,Shai Gilgeous-Alexander (16189645),Shai Gilgeous-Alexander,16189645,PG/G/UTIL,8700,OKC@DEN 01/19/2021 09:00PM ET,OKC,40.04
PG/SG,Donovan Mitchell (16189648),Donovan Mitchell,16189648,PG/SG/G/UTIL,8200,NO@UTA 01/19/2021 09:00PM ET,UTA,37.71
PF/C,Zion Williamson (16189652),Zion Williamson,16189652,PF/C/F/UTIL,7900,NO@UTA 01/19/2021 09:00PM ET,NO,37.80
C,Rudy Gobert (16189656),Rudy Gobert,16189656,C/UTIL,7600,NO@UTA 01/19/2021 09:00PM ET,UTA,37.25
PG,Jamal Murray (16189658),Jamal Murray,16189658,PG/G/UTIL,7300,OKC@DEN 01/19/2021 09:00PM ET,DEN,33.23
SF/PF,Michael Porter Jr. (16189661),Michael Porter Jr.,16189661,SF/PF/F/UTIL,7000,OKC@DEN 01/19/2021 09:00PM ET,DEN,37.06
PG,Mike Conley (16189665),Mike Conley,16189665,PG/G/UTIL,6800,NO@UTA 01/19/2021 09:00PM ET,UTA,34.42
PG/SG,Jordan Clarkson (16189668),Jordan Clarkson,16189668,PG/SG/G/UTIL,6500,NO@UTA 01/19/2021 09:00PM ET,UTA,29.08
PG,Lonzo Ball (16189672),Lonzo Ball,16189672,PG/G/UTIL,6300,NO@UTA 01/19/2021 09:00PM ET,NO,27.75
C,Steven Adams (16189675),Steven Adams,16189675,C/UTIL,6100,NO@UTA 01/19/2021 09:00PM ET,NO,29.12
PG/SG,Eric Bledsoe (16189677),Eric Bledsoe,16189677,PG/SG/G/UTIL,6000,NO@UTA 01/19/2021 09:00PM ET,NO,24.91
SG/SF,Will Barton (16189681),Will Barton,16189681,SG/SF/F/G/UTIL,5700,OKC@DEN 01/19/2021 09:00PM ET,DEN,24.88
SF/PF,Darius Bazley (16189686),Darius Bazley,16189686,SF/PF/F/UTIL,5600,OKC@DEN 01/19/2021 09:00PM ET,OKC,25.35
C,Al Horford (16189690),Al Horford,16189690,C/UTIL,5500,OKC@DEN 01/19/2021 09:00PM ET,OKC,26.33
PG/SG,Nickeil Alexander-Walker (16189692),Nickeil Alexander-Walker,16189692,PG/SG/G/UTIL,5400,NO@UTA 01/19/2021 09:00PM ET,NO,19.5
SF/PF,Bojan Bogdanovic (16189696),Bojan Bogdanovic,16189696,SF/PF/F/UTIL,5300,NO@UTA 01/19/2021 09:00PM ET,UTA,21.5
