Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,LeBron James (15440531),LeBron James,15440531,PG/SF/F/G/UTIL,11200,DEN@LAL 09/20/2020 07:30PM ET,LAL,54.95
C,Nikola Jokic (15440536),Nikola Jokic,15440536,C/UTIL,10700,DEN@LAL 09/20/2020 07:30PM ET,DEN,47.26
PF/C,Anthony Davis (15440538),Anthony Davis,15440538,PF/C/F/UTIL,10500,DEN@LAL 09/20/2020 07:30PM ET,LAL,50.62
SF/PF,Jayson Tatum (15440542),Jayson Tatum,15440542,SF/PF/F/UTIL,9800,BOS@MIA 09/19/2020 08:30PM ET,BOS,43.01
PG/SG,Jamal Murray (15440546),Jamal Murray,15440546,PG/SG/G/UTIL,9000,DEN@LAL 09/20/2020 07:30PM ET,DEN,35.82
C,Bam Adebayo (15440550),Bam Adebayo,15440550,C/UTIL,8500,BOS@MIA 09/19/2020 08:30PM ET,MIA,40.88
SG/SF,Jimmy Butler (15440552),Jimmy Butler,15440552,SG/SF/F/G/UTIL,8300,BOS@MIA 09/19/2020 08:30PM ET,MIA,41.08
SG/SF,Jaylen Brown (15440557),Jaylen Brown,15440557,SG/SF/F/G/UTIL,7800,BOS@MIA 09/19/2020 08:30PM ET,BOS,35.08
PG,Kemba Walker (15440562),Kemba Walker,15440562,PG/G/UTIL,7600,BOS@MIA 09/19/2020 08:30PM ET,BOS,35.88
PG,Goran Dragic (15440565),Goran Dragic,15440565,PG/G/UTIL,7500,BOS@MIA 09/19/2020 08:30PM ET,MIA,30.65
PG/SG,Marcus Smart (15440568),Marcus Smart,15440568,PG/SG/G/UTIL,6900,BOS@MIA 09/19/2020 08:30PM ET,BOS,29.68
SF/PF,Gordon Hayward (15440572),Gordon Hayward,15440572,SF/PF/F/UTIL,6600,BOS@MIA 09/19/2020 08:30PM ET,BOS,34.31
PG,Will Barton (15440576),Will Barton,15440576,PG/G/UTIL,6500,DEN@LAL 09/20/2020 07:30PM ET,DEN,31.88
SG,Tyler Herro (15440579),Tyler Herro,15440579,SG/G/UTIL,6000,BOS@MIA 09/19/2020 08:30PM ET,MIA,24.61
PF,Jae Crowder (15440582),Jae Crowder,15440582,PF/F/UTIL,5900,BOS@MIA 09/19/2020 08:30PM ET,MIA,25.58
PF/C,Daniel Theis (15440585),Daniel Theis,15440585,PF/C/F/UTIL,5400,BOS@MIA 09/19/2020 08:30PM ET,BOS,23.59
SF/PF,Michael Porter Jr. (15440589),Michael Porter Jr.,15440589,SF/PF/F/UTIL,5000,DEN@LAL 09/20/2020 07:30PM ET,DEN,19.86
SG,Gary Harris (15440593),Gary Harris,15440593,SG/G/UTIL,4900,DEN@LAL 09/20/2020 07:30PM ET,DEN,20.13
PG,Rajon Rondo (15440596),Rajon Rondo,15440596,PG/G/UTIL,4700,DEN@LAL 09/20/2020 07:30PM ET,LAL,20.83
SF/PF,Jerami Grant (15440599),Jerami Grant,15440599,SF/PF/F/UTIL,4600,DEN@LAL 09/20/2020 07:30PM ET,DEN,21.03
SF/PF,Kyle Kuzma (15440603),Kyle Kuzma,15440603,SF/PF/F/UTIL,4500,DEN@LAL 09/20/2020 07:30PM ET,LAL,21.66
SG/SF,Duncan Robinson (15440607),Duncan Robinson,15440607,SG/SF/F/G/UTIL,4400,BOS@MIA 09/19/2020 08:30PM ET,MIA,21.99
PF/C,Paul Millsap (15440612),Paul Millsap,15440612,PF/C/F/UTIL,4300,DEN@LAL 09/20/2020 07:30PM ET,DEN,22.63
SG/SF,Danny Green (15440616),Danny Green,15440616,SG/SF/F/G/UTIL,3900,DEN@LAL 09/20/2020 07:30PM ET,LAL,18.16
SG/SF,Kentavious Caldwell-Pope (15440621),Kentavious Caldwell-Pope,15440621,SG/SF/F/G/UTIL,3800,DEN@LAL 09/20/2020 07:30PM ET,LAL,16.62
PF/C,Markieff Morris (15440626),Markieff Morris,15440626,PF/C/F/UTIL,3600,DEN@LAL 09/20/2020 07:30PM ET,LAL,17.40
PG,Brad Wanamaker (15440634),Brad Wanamaker,15440634,PG/G/UTIL,3500,BOS@MIA 09/19/2020 08:30PM ET,BOS,14.84
PG/SG,Alex Caruso (15440630),Alex Caruso,15440630,PG/SG/G/UTIL,3500,DEN@LAL 09/20/2020 07:30PM ET,LAL,14.04
PF/C,Kelly Olynyk (15440637),Kelly Olynyk,15440637,PF/C/F/UTIL,3400,BOS@MIA 09/19/2020 08:30PM ET,MIA,18.29
PG,Monte Morris (15440641),Monte Morris,15440641,PG/G/UTIL,3400,DEN@LAL 09/20/2020 07:30PM ET,DEN,18.24
SF,Andre Iguodala (15440646),Andre Iguodala,15440646,SF/F/UTIL,3300,BOS@MIA 09/19/2020 08:30PM ET,MIA,14.59
C,Dwight Howard (15440644),Dwight Howard,15440644,C/UTIL,3300,DEN@LAL 09/20/2020 07:30PM ET,LAL,20
PG/SG,Kendrick Nunn (15440654),Kendrick Nunn,15440654,PG/SG/G/UTIL,3200,BOS@MIA 09/19/2020 08:30PM ET,MIA,23.98
SG/SF,Torrey Craig (15440649),Torrey Craig,15440649,SG/SF/F/G/UTIL,3200,DEN@LAL 09/20/2020 07:30PM ET,DEN,12.68
SF/PF,Derrick Jones Jr. (15440660),Derrick Jones Jr.,15440660,SF/PF/F/UTIL,3100,BOS@MIA 09/19/2020 08:30PM ET,MIA,16.76
C,Robert Williams (15440664),Robert Williams,15440664,C/UTIL,3100,BOS@MIA 09/19/2020 08:30PM ET,BOS,14.47
C,JaVale McGee (15440658),JaVale McGee,15440658,C/UTIL,3100,DEN@LAL 09/20/2020 07:30PM ET,LAL,17.07
C,Udonis Haslem (15440666),Udonis Haslem,15440666,C/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,MIA,8.38
SF/PF,Solomon Hill (15440668),Solomon Hill,15440668,SF/PF/F/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,MIA,13.58
PF/C,Meyers Leonard (15440672),Meyers Leonard,15440672,PF/C/F/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,MIA,15.14
PG,Gabe Vincent (15440676),Gabe Vincent,15440676,PG/G/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,MIA,4.98
C,Chris Silva (15440679),Chris Silva,15440679,C/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,MIA,8.39
C,Kyle Alexander (15440681),Kyle Alexander,15440681,C/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,MIA,2.62
SF,KZ Okpala (15440683),KZ Okpala,15440683,SF/F/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,MIA,4.05
C,Enes Kanter (15440714),Enes Kanter,15440714,C/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,19.75
PG/SG,Javonte Green (15440716),Javonte Green,15440716,PG/SG/G/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,7.76
PF,Semi Ojeleye (15440720),Semi Ojeleye,15440720,PF/F/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,7.20
C,Tacko Fall (15440723),Tacko Fall,15440723,C/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,7
SG,Carsen Edwards (15440725),Carsen Edwards,15440725,SG/G/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,6.67
SF/PF,Grant Williams (15440728),Grant Williams,15440728,SF/PF/F/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,9.39
PG,Tremont Waters (15440732),Tremont Waters,15440732,PG/G/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,8.35
SG/SF,Romeo Langford (15440735),Romeo Langford,15440735,SG/SF/F/G/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,5.05
C,Vincent Poirier (15440740),Vincent Poirier,15440740,C/UTIL,3000,BOS@MIA 09/19/2020 08:30PM ET,BOS,5.85
PF,Jared Dudley (15440686),Jared Dudley,15440686,PF/F/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,4.42
SG/SF,J.R. Smith (15440689),J.R. Smith,15440689,SG/SF/F/G/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,4.10
PG,Avery Bradley (15440694),Avery Bradley,15440694,PG/G/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,15.62
SG/SF,Dion Waiters (15440697),Dion Waiters,15440697,SG/SF/F/G/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,13.97
PG,Quinn Cook (15440702),Quinn Cook,15440702,PG/G/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,8.50
PF,Devontae Cacok (15440705),Devontae Cacok,15440705,PF/F/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,13.75
PF,Kostas Antetokounmpo (15440708),Kostas Antetokounmpo,15440708,PF/F/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,2.65
SG,Talen Horton-Tucker (15440711),Talen Horton-Tucker,15440711,SG/G/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,LAL,11.75
C,Mason Plumlee (15440742),Mason Plumlee,15440742,C/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,17.33
SG,Troy Daniels (15440744),Troy Daniels,15440744,SG/G/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,6.79
C,Noah Vonleh (15440747),Noah Vonleh,15440747,C/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,9.57
SF/PF,Keita Bates-Diop (15440749),Keita Bates-Diop,15440749,SF/PF/F/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,12.21
PG/SG,PJ Dozier (15440753),PJ Dozier,15440753,PG/SG/G/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,11.40
C,Tyler Cook (15440757),Tyler Cook,15440757,C/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,3.5
SF,Vlatko Cancar (15440759),Vlatko Cancar,15440759,SF/F/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,2.64
PF/C,Bol Bol (15440762),Bol Bol,15440762,PF/C/F/UTIL,3000,DEN@LAL 09/20/2020 07:30PM ET,DEN,11.9
