slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
capelca01,Clint Capela,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,2666,9,15,0,0,10,10,6,11,0,0,5,0,3,30.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,MIAMI HEAT,LOSS,2182,9,19,5,11,13,13,2,9,3,0,0,3,2,28.7
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,2813,14,27,0,1,8,10,1,4,9,0,0,1,4,27.5
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,2716,12,17,4,5,0,0,0,5,5,1,2,0,5,26.3
miltosh01,Shake Milton,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,WIN,1646,10,14,5,7,2,2,1,4,4,1,0,1,0,25.9
butleji01,Jimmy Butler,MIAMI HEAT,HOME,GOLDEN STATE WARRIORS,WIN,2098,7,13,1,3,7,9,1,5,8,4,0,1,2,24.9
jacksjo02,Josh Jackson,DETROIT PISTONS,HOME,WASHINGTON WIZARDS,WIN,1711,13,21,4,7,1,2,1,1,4,1,0,1,3,23.7
leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,2312,10,22,2,4,2,2,6,6,4,2,1,2,2,21.3
whitede01,Derrick White,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,2673,10,20,7,13,2,3,0,1,3,1,2,2,1,21.0
howardw01,Dwight Howard,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,WIN,1570,6,7,0,0,6,9,2,13,1,1,2,2,3,19.5
herroty01,Tyler Herro,MIAMI HEAT,HOME,GOLDEN STATE WARRIORS,WIN,2126,8,13,2,5,2,2,1,3,3,2,1,0,3,19.3
cartewe01,Wendell Carter,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1859,8,13,0,1,5,5,4,8,2,0,1,2,3,19.2
alexani01,Nickeil Alexander-Walker,NEW ORLEANS PELICANS,HOME,ORLANDO MAGIC,LOSS,2310,13,24,4,7,1,2,0,8,3,1,1,5,3,19.0
greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,MIAMI HEAT,LOSS,2148,7,13,1,3,1,1,3,7,8,4,0,4,4,17.9
wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,AWAY,MIAMI HEAT,LOSS,2129,7,16,5,11,4,6,1,7,4,1,3,3,4,17.9
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,2619,6,8,0,0,2,3,4,6,3,2,1,1,3,17.6
sextoco01,Collin Sexton,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,LOSS,2009,7,15,1,4,9,9,1,2,3,2,0,3,3,17.5
murraja01,Jamal Murray,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,2318,9,18,3,6,2,2,1,7,2,0,0,1,0,17.2
curryse01,Seth Curry,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,WIN,1452,7,15,5,10,0,0,1,3,4,2,0,0,2,16.9
robindu01,Duncan Robinson,MIAMI HEAT,HOME,GOLDEN STATE WARRIORS,WIN,2215,8,15,4,11,1,1,0,4,3,0,1,0,2,16.9
greenje02,Jeff Green,BROOKLYN NETS,HOME,CHARLOTTE HORNETS,WIN,1840,8,17,5,12,0,0,0,8,2,2,0,1,1,16.7
plumlma01,Mason Plumlee,DETROIT PISTONS,HOME,WASHINGTON WIZARDS,WIN,1685,6,11,0,0,1,2,3,8,7,1,1,1,2,16.6
youngtr01,Trae Young,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,2100,11,23,2,2,4,6,0,2,12,1,0,7,5,16.5
josepco01,Cory Joseph,DETROIT PISTONS,HOME,WASHINGTON WIZARDS,WIN,1470,3,6,0,0,4,4,0,2,7,4,1,1,0,16.2
gayru01,Rudy Gay,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,1881,6,16,3,8,3,4,0,6,4,2,2,0,2,16.0
portemi01,Michael Porter,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,1928,7,11,1,2,5,5,2,2,1,0,2,2,3,16.0
gordoaa01,Aaron Gordon,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,2323,6,13,1,4,1,4,1,5,6,3,2,1,1,15.5
adebaba01,Bam Adebayo,MIAMI HEAT,HOME,GOLDEN STATE WARRIORS,WIN,1829,5,13,0,0,9,9,1,7,6,0,1,3,3,15.4
ennisja01,James Ennis,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,2270,6,9,1,1,0,0,1,3,3,4,0,0,4,15.2
bartowi01,Will Barton,DENVER NUGGETS,AWAY,LOS ANGELES CLIPPERS,WIN,2074,7,14,3,6,2,3,0,3,4,1,0,1,1,14.9
lopezro01,Robin Lopez,WASHINGTON WIZARDS,AWAY,DETROIT PISTONS,LOSS,1615,7,10,0,1,2,3,0,2,3,0,3,1,1,14.8
aldrila01,LaMarcus Aldridge,BROOKLYN NETS,HOME,CHARLOTTE HORNETS,WIN,1770,4,10,1,1,2,2,0,9,6,2,1,0,2,14.4
mannte01,Terance Mann,LOS ANGELES CLIPPERS,HOME,DENVER NUGGETS,LOSS,1600,8,10,1,1,1,2,2,4,2,0,0,2,4,14.2
brownbr01,Bruce Brown,BROOKLYN NETS,HOME,CHARLOTTE HORNETS,WIN,1751,7,10,0,0,0,0,3,3,0,2,1,1,2,13.7
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,CHARLOTTE HORNETS,WIN,2011,7,17,1,4,0,0,3,8,8,1,2,4,2,13.6
gallida01,Danilo Gallinari,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,2173,5,12,2,4,4,4,1,11,1,1,0,1,2,13.5
murrade01,Dejounte Murray,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,2475,7,13,0,2,2,3,2,7,2,2,0,1,5,13.2
