slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
leonaka01,Kawhi Leonard,SAN ANTONIO SPURS,HOME,HOUSTON ROCKETS,WIN,2340,12,18,4,5,11,11,0,6,5,1,2,1,1,37.5
hardeja01,James Harden,HOUSTON ROCKETS,AWAY,SAN ANTONIO SPURS,LOSS,2160,13,20,6,9,7,8,1,2,12,0,0,7,2,31.7
iguodan01,Andre Iguodala,GOLDEN STATE WARRIORS,AWAY,ATLANTA HAWKS,WIN,2076,6,8,4,6,8,11,3,2,4,3,1,0,2,28.0
chandwi01,Wilson Chandler,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,2550,13,23,5,10,5,7,2,9,4,2,1,5,3,27.7
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,AWAY,PHILADELPHIA 76ERS,WIN,2093,7,13,1,2,9,12,1,7,5,2,3,0,1,26.5
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,HOME,BROOKLYN NETS,LOSS,2348,9,15,3,5,11,14,0,3,6,1,0,2,5,26.0
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,2321,11,22,2,5,6,10,3,14,6,1,1,3,2,25.8
thomais02,Isaiah Thomas,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,LOSS,2087,10,19,4,8,8,9,0,2,5,3,0,3,4,24.8
kilpase01,Sean Kilpatrick,BROOKLYN NETS,AWAY,MEMPHIS GRIZZLIES,WIN,1672,3,6,1,1,16,17,0,5,3,1,1,0,2,24.1
walkeke02,Kemba Walker,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2093,10,22,4,9,4,4,2,4,7,1,0,1,1,23.7
georgpa01,Paul George,INDIANA PACERS,AWAY,CHARLOTTE HORNETS,LOSS,2187,15,25,6,14,0,0,0,10,5,0,0,6,4,23.4
jacksre01,Reggie Jackson,DETROIT PISTONS,HOME,CHICAGO BULLS,WIN,1869,11,16,2,3,2,2,0,2,6,0,0,1,1,22.6
butleji01,Jimmy Butler,CHICAGO BULLS,AWAY,DETROIT PISTONS,LOSS,2341,7,16,1,6,12,13,3,6,4,1,1,5,0,21.6
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,WIN,2146,8,15,1,3,9,10,2,6,3,0,0,1,4,21.0
waitedi01,Dion Waiters,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,2119,12,24,5,9,0,0,0,2,5,0,1,0,2,21.0
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,2378,11,25,4,9,6,7,2,5,3,0,1,3,1,20.8
goberru01,Rudy Gobert,UTAH JAZZ,HOME,NEW ORLEANS PELICANS,WIN,2159,6,10,0,0,3,3,8,8,3,2,2,2,4,20.3
snellto01,Tony Snell,MILWAUKEE BUCKS,AWAY,PHILADELPHIA 76ERS,WIN,1867,8,11,5,7,0,0,1,6,2,2,0,2,2,19.6
paytoel01,Elfrid Payton,ORLANDO MAGIC,HOME,NEW YORK KNICKS,LOSS,2080,7,13,0,1,2,2,3,8,10,1,0,2,4,18.6
gallida01,Danilo Gallinari,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,1861,5,7,3,4,5,5,0,7,2,0,0,0,1,18.2
schrode01,Dennis Schröder,ATLANTA HAWKS,HOME,GOLDEN STATE WARRIORS,LOSS,1430,9,17,4,7,1,1,1,3,3,1,0,1,1,18.0
paulch01,Chris Paul,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,WIN,1809,8,14,1,3,6,8,1,4,4,3,0,5,1,17.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,ATLANTA HAWKS,WIN,2071,8,20,6,15,2,3,1,3,9,0,0,2,4,17.1
fournev01,Evan Fournier,ORLANDO MAGIC,HOME,NEW YORK KNICKS,LOSS,2014,9,17,4,9,3,4,0,2,3,0,0,2,2,16.2
lawsoty01,Ty Lawson,SACRAMENTO KINGS,AWAY,DENVER NUGGETS,LOSS,2042,2,8,1,3,8,10,1,1,6,4,0,0,1,16.2
millspa01,Paul Millsap,ATLANTA HAWKS,HOME,GOLDEN STATE WARRIORS,LOSS,2369,6,16,2,4,6,6,4,6,4,0,1,2,3,16.1
ellinwa01,Wayne Ellington,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,1917,6,12,5,10,1,1,1,3,4,0,0,0,1,16.0
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,LOSS,1929,6,12,1,5,8,9,0,3,3,1,0,1,4,16.0
zelleco01,Cody Zeller,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2064,5,10,0,1,3,4,5,6,2,2,0,0,1,15.9
crawfjo02,Jordan Crawford,NEW ORLEANS PELICANS,AWAY,UTAH JAZZ,LOSS,1221,8,15,3,7,0,0,0,1,3,2,0,0,1,15.7
harriga01,Gary Harris,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,2125,5,7,2,3,3,4,0,3,3,3,0,2,1,15.3
batumni01,Nicolas Batum,CHARLOTTE HORNETS,HOME,INDIANA PACERS,WIN,2057,7,19,3,9,4,4,0,4,4,3,1,3,1,14.8
greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,ATLANTA HAWKS,WIN,1809,4,10,2,5,2,2,3,5,6,4,0,2,4,14.8
