Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (16730786),Giannis Antetokounmpo,16730786,PF/C/F/UTIL,11100,SA@MIL 03/20/2021 09:00PM ET,MIL,58.64
C,Joel Embiid (16730790),Joel Embiid,16730790,C/UTIL,10600,SAC@PHI 03/20/2021 08:00PM ET,PHI,54.33
PG,Stephen Curry (16730792),Stephen Curry,16730792,PG/G/UTIL,9900,GS@MEM 03/20/2021 08:00PM ET,GS,48.92
PG,De'Aaron Fox (16730795),De'Aaron Fox,16730795,PG/G/UTIL,9500,SAC@PHI 03/20/2021 08:00PM ET,SAC,42.49
SF,Kawhi Leonard (16730798),Kawhi Leonard,16730798,SF/F/UTIL,9200,CHA@LAC 03/20/2021 10:00PM ET,LAC,46.04
PG/SF,Ben Simmons (16730801),Ben Simmons,16730801,PG/SF/F/G/UTIL,9100,SAC@PHI 03/20/2021 08:00PM ET,PHI,41.28
PF,Tobias Harris (16730806),Tobias Harris,16730806,PF/F/UTIL,8800,SAC@PHI 03/20/2021 08:00PM ET,PHI,38.76
SF,DeMar DeRozan (16730809),DeMar DeRozan,16730809,SF/F/UTIL,8400,SA@MIL 03/20/2021 09:00PM ET,SA,39.18
SG,Paul George (16730812),Paul George,16730812,SG/G/UTIL,8300,CHA@LAC 03/20/2021 10:00PM ET,LAC,41.98
PG,LaMelo Ball (16730815),LaMelo Ball,16730815,PG/G/UTIL,8100,CHA@LAC 03/20/2021 10:00PM ET,CHA,36.37
C,Jonas Valanciunas (16730818),Jonas Valanciunas,16730818,C/UTIL,7700,GS@MEM 03/20/2021 08:00PM ET,MEM,36.41
PG,Dejounte Murray (16730820),Dejounte Murray,16730820,PG/G/UTIL,7600,SA@MIL 03/20/2021 09:00PM ET,SA,35.51
SG/SF,Khris Middleton (16730823),Khris Middleton,16730823,SG/SF/F/G/UTIL,7500,SA@MIL 03/20/2021 09:00PM ET,MIL,38.59
PF/C,Draymond Green (16730828),Draymond Green,16730828,PF/C/F/UTIL,7400,GS@MEM 03/20/2021 08:00PM ET,GS,30.92
PF/C,Richaun Holmes (16730832),Richaun Holmes,16730832,PF/C/F/UTIL,7300,SAC@PHI 03/20/2021 08:00PM ET,SAC,32.18
PG,Ja Morant (16730836),Ja Morant,16730836,PG/G/UTIL,7200,GS@MEM 03/20/2021 08:00PM ET,MEM,36.04
SF/PF,Gordon Hayward (16730839),Gordon Hayward,16730839,SF/PF/F/UTIL,7100,CHA@LAC 03/20/2021 10:00PM ET,CHA,36.88
C,Jaren Jackson Jr. (16730843),Jaren Jackson Jr.,16730843,C/UTIL,6900,GS@MEM 03/20/2021 08:00PM ET,MEM,0
PF/C,PJ Washington (16730845),PJ Washington,16730845,PF/C/F/UTIL,6800,CHA@LAC 03/20/2021 10:00PM ET,CHA,29.12
PG/SG,Terry Rozier (16730849),Terry Rozier,16730849,PG/SG/G/UTIL,6700,CHA@LAC 03/20/2021 10:00PM ET,CHA,34.09
