team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,35,90,14,37,14,20,6,34,26,10,7,10,16
MILWAUKEE BUCKS,240,43,86,14,35,17,21,8,44,21,7,10,13,19
OKLAHOMA CITY THUNDER,265,48,105,8,27,25,32,16,42,14,7,5,15,31
PORTLAND TRAIL BLAZERS,265,37,94,9,41,38,47,14,37,14,7,8,14,27
