Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,Luka Doncic (15156283),Luka Doncic,15156283,PG/SF/F/G/UTIL,10800,LAC@DAL 08/21/2020 09:00PM ET,DAL,57.38
C,Joel Embiid (15156288),Joel Embiid,15156288,C/UTIL,9800,BOS@PHI 08/21/2020 06:30PM ET,PHI,46.66
SF,Kawhi Leonard (15156290),Kawhi Leonard,15156290,SF/F/UTIL,9600,LAC@DAL 08/21/2020 09:00PM ET,LAC,48.48
PG/SG,Donovan Mitchell (15156295),Donovan Mitchell,15156295,PG/SG/G/UTIL,9400,DEN@UTA 08/21/2020 04:00PM ET,UTA,38.99
C,Nikola Jokic (15156293),Nikola Jokic,15156293,C/UTIL,9300,DEN@UTA 08/21/2020 04:00PM ET,DEN,46.75
SF/PF,Jayson Tatum (15156299),Jayson Tatum,15156299,SF/PF/F/UTIL,9200,BOS@PHI 08/21/2020 06:30PM ET,BOS,42.10
C,Kristaps Porzingis (15156303),Kristaps Porzingis,15156303,C/UTIL,8500,LAC@DAL 08/21/2020 09:00PM ET,DAL,41.12
PG/SF,Ben Simmons (15156305),Ben Simmons,15156305,PG/SF/F/G/UTIL,8400,BOS@PHI 08/21/2020 06:30PM ET,PHI,42.88
SF,Paul George (15156310),Paul George,15156310,SF/F/UTIL,8300,LAC@DAL 08/21/2020 09:00PM ET,LAC,38.43
SG,Caris LeVert (15156313),Caris LeVert,15156313,SG/G/UTIL,8100,TOR@BKN 08/21/2020 01:30PM ET,BKN,33.63
PG,Kyle Lowry (15156316),Kyle Lowry,15156316,PG/G/UTIL,7800,TOR@BKN 08/21/2020 01:30PM ET,TOR,40.98
PG/SG,Fred VanVleet (15156319),Fred VanVleet,15156319,PG/SG/G/UTIL,7600,TOR@BKN 08/21/2020 01:30PM ET,TOR,37.66
SF/PF,Tobias Harris (15156323),Tobias Harris,15156323,SF/PF/F/UTIL,7500,BOS@PHI 08/21/2020 06:30PM ET,PHI,35.86
C,Rudy Gobert (15156327),Rudy Gobert,15156327,C/UTIL,7400,DEN@UTA 08/21/2020 04:00PM ET,UTA,39.68
PF,Pascal Siakam (15156329),Pascal Siakam,15156329,PF/F/UTIL,7300,TOR@BKN 08/21/2020 01:30PM ET,TOR,40.93
SG,Jaylen Brown (15156332),Jaylen Brown,15156332,SG/G/UTIL,7200,BOS@PHI 08/21/2020 06:30PM ET,BOS,34.84
C,Jarrett Allen (15156335),Jarrett Allen,15156335,C/UTIL,7100,TOR@BKN 08/21/2020 01:30PM ET,BKN,29.58
PG,Jamal Murray (15156337),Jamal Murray,15156337,PG/G/UTIL,7000,DEN@UTA 08/21/2020 04:00PM ET,DEN,33.75
SF/PF,Gordon Hayward (15156340),Gordon Hayward,15156340,SF/PF/F/UTIL,6900,BOS@PHI 08/21/2020 06:30PM ET,BOS,34.31
SF/PF,Michael Porter Jr. (15156344),Michael Porter Jr.,15156344,SF/PF/F/UTIL,6700,DEN@UTA 08/21/2020 04:00PM ET,DEN,19.24
PG,Kemba Walker (15156348),Kemba Walker,15156348,PG/G/UTIL,6600,BOS@PHI 08/21/2020 06:30PM ET,BOS,35.63
SG/SF,Will Barton (15156351),Will Barton,15156351,SG/SF/F/G/UTIL,6300,DEN@UTA 08/21/2020 04:00PM ET,DEN,31.88
PF/C,Al Horford (15156356),Al Horford,15156356,PF/C/F/UTIL,6200,BOS@PHI 08/21/2020 06:30PM ET,PHI,29.71
PG,Mike Conley (15156360),Mike Conley,15156360,PG/G/UTIL,5900,DEN@UTA 08/21/2020 04:00PM ET,UTA,26.80
SG/SF,Joe Ingles (15156363),Joe Ingles,15156363,SG/SF/F/G/UTIL,5700,DEN@UTA 08/21/2020 04:00PM ET,UTA,24.84
PG/SG,Lou Williams (15156368),Lou Williams,15156368,PG/SG/G/UTIL,5600,LAC@DAL 08/21/2020 09:00PM ET,LAC,31.75
PG/SG,Jordan Clarkson (15156372),Jordan Clarkson,15156372,PG/SG/G/UTIL,5500,DEN@UTA 08/21/2020 04:00PM ET,UTA,23.76
PG/SG,Marcus Smart (15156376),Marcus Smart,15156376,PG/SG/G/UTIL,5400,BOS@PHI 08/21/2020 06:30PM ET,BOS,29.10
C,Serge Ibaka (15156380),Serge Ibaka,15156380,C/UTIL,5300,TOR@BKN 08/21/2020 01:30PM ET,TOR,30.54
SG/SF,Tim Hardaway Jr. (15156382),Tim Hardaway Jr.,15156382,SG/SF/F/G/UTIL,5200,LAC@DAL 08/21/2020 09:00PM ET,DAL,25.12
SG/SF,Garrett Temple (15156387),Garrett Temple,15156387,SG/SF/F/G/UTIL,5100,TOR@BKN 08/21/2020 01:30PM ET,BKN,21.77
SF/PF,Marcus Morris Sr. (15156397),Marcus Morris Sr.,15156397,SF/PF/F/UTIL,5000,LAC@DAL 08/21/2020 09:00PM ET,LAC,28.12
SG/SF,Joe Harris (15156392),Joe Harris,15156392,SG/SF/F/G/UTIL,4900,TOR@BKN 08/21/2020 01:30PM ET,BKN,25.39
SG/SF,Josh Richardson (15156401),Josh Richardson,15156401,SG/SF/F/G/UTIL,4800,BOS@PHI 08/21/2020 06:30PM ET,PHI,25.22
SF,Bojan Bogdanovic (15156410),Bojan Bogdanovic,15156410,SF/F/UTIL,4700,DEN@UTA 08/21/2020 04:00PM ET,UTA,30.04
SF/PF,Timothe Luwawu-Cabarrot (15156406),Timothe Luwawu-Cabarrot,15156406,SF/PF/F/UTIL,4600,TOR@BKN 08/21/2020 01:30PM ET,BKN,14.11
SF/PF,OG Anunoby (15156413),OG Anunoby,15156413,SF/PF/F/UTIL,4600,TOR@BKN 08/21/2020 01:30PM ET,TOR,23.84
PG,Shake Milton (15156428),Shake Milton,15156428,PG/G/UTIL,4500,BOS@PHI 08/21/2020 06:30PM ET,PHI,17.72
PF,Jerami Grant (15156417),Jerami Grant,15156417,PF/F/UTIL,4500,DEN@UTA 08/21/2020 04:00PM ET,DEN,21.54
C,Ivica Zubac (15156431),Ivica Zubac,15156431,C/UTIL,4400,LAC@DAL 08/21/2020 09:00PM ET,LAC,21.40
PF,Paul Millsap (15156425),Paul Millsap,15156425,PF/F/UTIL,4400,DEN@UTA 08/21/2020 04:00PM ET,DEN,23.74
SG/SF,Norman Powell (15156420),Norman Powell,15156420,SG/SF/F/G/UTIL,4300,TOR@BKN 08/21/2020 01:30PM ET,TOR,26.46
C,Daniel Theis (15156433),Daniel Theis,15156433,C/UTIL,4300,BOS@PHI 08/21/2020 06:30PM ET,BOS,23.47
PG/SG,Tyler Johnson (15156435),Tyler Johnson,15156435,PG/SG/G/UTIL,4200,TOR@BKN 08/21/2020 01:30PM ET,BKN,13.85
SF/PF,Dorian Finney-Smith (15156439),Dorian Finney-Smith,15156439,SF/PF/F/UTIL,4200,LAC@DAL 08/21/2020 09:00PM ET,DAL,21.83
PG/SG,Alec Burks (15156447),Alec Burks,15156447,PG/SG/G/UTIL,4100,BOS@PHI 08/21/2020 06:30PM ET,PHI,27.02
C,Montrezl Harrell (15156451),Montrezl Harrell,15156451,C/UTIL,4100,LAC@DAL 08/21/2020 09:00PM ET,LAC,32.24
