,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
4,Donovan Mitchell,SG,NO@UTA,UTA,37.03,$7407,$8200,-$793,35.65, , ,0.0,0.0
22,Gary Harris,SG,OKC@DEN,DEN,24.92,$4985,$4600,$385,18.42, , ,0.0,0.0
9,Will Barton,SF,OKC@DEN,DEN,23.66,$4732,$6100,-$1368,25.25, , ,0.0,1.3309934353196018
21,Josh Hart,SF,NO@UTA,NO,29.42,$5884,$4700,$1184,21.77, , ,1.4451032600332223,0.0
12,Lonzo Ball,PG,NO@UTA,NO,30.05,$6009,$5500,$509,26.76,GTD,Knee,0.0,0.0
13,Eric Bledsoe,PG,NO@UTA,NO,29.74,$5949,$5500,$449,23.84, , ,0.0,0.0
6,Zion Williamson,PF,NO@UTA,NO,29.13,$5825,$7800,-$1975,36.84, , ,0.0,1.0688926499636628
20,Paul Millsap,PF,OKC@DEN,DEN,43.87,$8774,$4700,$4074,19.95, , ,0.08179446227196044,0.0
0,Nikola Jokic,C,OKC@DEN,DEN,41.17,$8233,$11500,-$3267,57.28, , ,0.0,0.0
