"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"53558-84669","PG","Luka","Luka Doncic","Doncic","53.633334689670136","9","11600","DAL@MIL","DAL","MIL","","","","",""
"53558-40199","PF","Giannis","Giannis Antetokounmpo","Antetokounmpo","50.42727383700284","11","11300","DAL@MIL","MIL","DAL","","","","",""
"53558-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","50.625","4","10800","MEM@MIN","MIN","MEM","GTD","Wrist","","",""
"53558-9488","SF","LeBron","LeBron James","James","45.11538461538461","13","9900","NO@LAL","LAL","NO","GTD","Ankle","","",""
"53558-15557","C","Andre","Andre Drummond","Drummond","46.10909201882102","11","9800","NY@CLE","CLE","NY","GTD","Achilles","","",""
"53558-15755","PF","Anthony","Anthony Davis","Davis","43.25454434481534","11","9800","NO@LAL","LAL","NO","GTD","Back","","",""
"53558-14513","SF","Kawhi","Kawhi Leonard","Leonard","46.2","10","9600","LAC@SAC","LAC","SAC","","","","",""
"53558-80808","PF","Jayson","Jayson Tatum","Tatum","44.120001220703124","10","9600","ORL@BOS","BOS","ORL","O","Covid-19","","",""
"53558-14514","C","Nikola","Nikola Vucevic","Vucevic","44.43636252663352","11","9400","ORL@BOS","ORL","BOS","","","","",""
"53558-42669","PF","Julius","Julius Randle","Randle","44.458333333333336","12","9100","NY@CLE","NY","CLE","","","","",""
"53558-40783","SG","Zach","Zach LaVine","LaVine","42.42727383700284","11","9000","CHI@OKC","CHI","OKC","","","","",""
"53558-67026","SF","Jaylen","Jaylen Brown","Brown","43.289999389648436","10","9000","ORL@BOS","BOS","ORL","GTD","Covid-19","","",""
"53558-66048","SF","Brandon","Brandon Ingram","Ingram","42.15","10","8800","NO@LAL","NO","LAL","","","","",""
"53558-12341","SG","Paul","Paul George","George","42.7090897993608","11","8800","LAC@SAC","LAC","SAC","","","","",""
"53558-84671","PG","Trae","Trae Young","Young","39.72999877929688","10","8800","ATL@UTA","ATL","UTA","","","","",""
"53558-110344","PG","Ja","Ja Morant","Morant","40.300000508626304","3","8500","MEM@MIN","MEM","MIN","GTD","Ankle","","",""
"53558-84680","SG","Shai","Shai Gilgeous-Alexander","Gilgeous-Alexander","37.07272616299716","11","8200","CHI@OKC","OKC","CHI","","","","",""
"53558-40203","C","Rudy","Rudy Gobert","Gobert","37.581817626953125","11","8000","ATL@UTA","UTA","ATL","","","","",""
"53558-66113","SG","Donovan","Donovan Mitchell","Mitchell","34.98181707208807","11","7800","ATL@UTA","UTA","ATL","","","","",""
"53558-110310","PF","Zion","Zion Williamson","Williamson","36.17777845594618","9","7700","NO@LAL","NO","LAL","","","","",""
"53558-9663","PG","Jrue","Jrue Holiday","Holiday","34.949999491373696","12","7600","DAL@MIL","MIL","DAL","GTD","Ankle","","",""
"53558-58312","SG","D'Angelo","D'Angelo Russell","Russell","34.18181818181818","11","7500","MEM@MIN","MIN","MEM","","","","",""
"53558-63122","PF","Kristaps","Kristaps Porzingis","Porzingis","26.799999237060547","1","7400","DAL@MIL","DAL","MIL","GTD","Ankle","","",""
"53558-16261","SF","Khris","Khris Middleton","Middleton","38.6000010172526","12","7400","DAL@MIL","MIL","DAL","","","","",""
"53558-80810","PG","De'Aaron","De'Aaron Fox","Fox","34.39166768391927","12","7300","LAC@SAC","SAC","LAC","","","","",""
"53558-23447","C","Richaun","Richaun Holmes","Holmes","32.15454656427557","11","7200","LAC@SAC","SAC","LAC","","","","",""
"53558-80821","PF","Jarrett","Jarrett Allen","Allen","30.833333333333332","12","7200","NY@CLE","CLE","NY","GTD","Not injury related","","",""
"53558-84667","SG","Collin","Collin Sexton","Sexton","35.67499923706055","8","7100","NY@CLE","CLE","NY","O","Ankle","","",""
"53558-20992","SF","Larry","Larry Nance","Nance","29.583333333333332","12","7000","NY@CLE","CLE","NY","","","","",""
"53558-14503","C","Jonas","Jonas Valanciunas","Valanciunas","33.600000554865055","11","7000","MEM@MIN","MEM","MIN","","","","",""
"53558-9575","PG","Mike","Mike Conley","Conley","32.12727217240767","11","6900","ATL@UTA","UTA","ATL","","","","",""
"53558-23169","C","Steven","Steven Adams","Adams","29.920001220703124","10","6800","NO@LAL","NO","LAL","","","","",""
"53558-66236","PF","John","John Collins","Collins","30.98999938964844","10","6800","ATL@UTA","ATL","UTA","","","","",""
"53558-15946","SF","Harrison","Harrison Barnes","Barnes","31.5749994913737","12","6600","LAC@SAC","SAC","LAC","","","","",""
"53558-110342","PG","Darius","Darius Garland","Garland","32.666666666666664","6","6600","NY@CLE","CLE","NY","O","Shoulder","","",""
"53558-41594","PF","Aaron","Aaron Gordon","Gordon","29.720001220703125","10","6500","ORL@BOS","ORL","BOS","","","","",""
"53558-15846","SG","Tim","Tim Hardaway","Hardaway","28.210000610351564","10","6500","DAL@MIL","DAL","MIL","","","","",""
"53558-66064","SF","Malik","Malik Beasley","Beasley","30.12727217240767","11","6400","MEM@MIN","MIN","MEM","","","","",""
"53558-110637","PF","Darius","Darius Bazley","Bazley","25.018182927911933","11","6400","CHI@OKC","OKC","CHI","GTD","Ankle","","",""
"53558-110326","PG","Coby","Coby White","White","30.8545448996804","11","6400","CHI@OKC","CHI","OKC","","","","",""
"53558-55059","C","Clint","Clint Capela","Capela","30.950000762939453","8","6400","ATL@UTA","ATL","UTA","","","","",""
"53558-80812","PF","Lauri","Lauri Markkanen","Markkanen","28.475000381469727","4","6400","CHI@OKC","CHI","OKC","","","","",""
"53558-14507","PG","Kemba","Kemba Walker","Walker","34.20175438596491","57","6300","ORL@BOS","BOS","ORL","O","Knee","","",""
"53558-110357","SF","RJ","RJ Barrett","Barrett","31.85833231608073","12","6300","NY@CLE","NY","CLE","","","","",""
"53558-60233","SG","Dillon","Dillon Brooks","Brooks","29.563637473366477","11","6300","MEM@MIN","MEM","MIN","","","","",""
"53558-23670","SG","Marcus","Marcus Smart","Smart","30.11111111111111","9","6200","ORL@BOS","BOS","ORL","","","","",""
"53558-58081","PG","Tyus","Tyus Jones","Jones","24.700001109730113","11","6200","MEM@MIN","MEM","MIN","","","","",""
"53558-84709","C","Mitchell","Mitchell Robinson","Robinson","29.14166768391927","12","6000","NY@CLE","NY","CLE","","","","",""
"53558-110338","SF","De'Andre","De'Andre Hunter","Hunter","30.210000610351564","10","6000","ATL@UTA","ATL","UTA","","","","",""
"53558-42156","PF","Bobby","Bobby Portis","Portis","26.1750005086263","12","5900","DAL@MIL","MIL","DAL","","","","",""
"53558-40201","PG","Dennis","Dennis Schroder","Schroder","27.161538931039665","13","5900","NO@LAL","LAL","NO","","","","",""
"53558-23716","SF","Kyle","Kyle Anderson","Anderson","29","11","5800","MEM@MIN","MEM","MIN","","","","",""
"53558-14510","SG","Alec","Alec Burks","Burks","33.23333231608073","3","5800","NY@CLE","NY","CLE","GTD","Ankle","","",""
"53558-23776","C","Montrezl","Montrezl Harrell","Harrell","26.04615431565505","13","5800","NO@LAL","LAL","NO","","","","",""
"53558-23665","SG","Buddy","Buddy Hield","Hield","26.5749994913737","12","5700","LAC@SAC","SAC","LAC","GTD","Ankle","","",""
"53558-9874","PF","Kevin","Kevin Love","Love","20.450000762939453","2","5700","NY@CLE","CLE","NY","O","Calf","","",""
"53558-19138","PG","Elfrid","Elfrid Payton","Payton","25.883333841959637","12","5700","NY@CLE","NY","CLE","","","","",""
"53558-84679","PF","Marvin","Marvin Bagley","Bagley","23.85833231608073","12","5700","LAC@SAC","SAC","LAC","","","","",""
"53558-84676","C","Wendell","Wendell Carter","Carter","26.654546564275567","11","5600","CHI@OKC","CHI","OKC","","","","",""
"53558-9957","PF","Serge","Serge Ibaka","Ibaka","25.34166717529297","12","5600","LAC@SAC","LAC","SAC","","","","",""
"53558-110353","PF","Brandon","Brandon Clarke","Clarke","26.918182373046875","11","5600","MEM@MIN","MEM","MIN","","","","",""
"53558-9453","C","Al","Al Horford","Horford","25.755555894639755","9","5500","CHI@OKC","OKC","CHI","","","","",""
"53558-15628","SF","Otto","Otto Porter","Porter","24.76000061035156","10","5500","CHI@OKC","CHI","OKC","GTD","Back","","",""
"53558-110356","SG","Nickeil","Nickeil Alexander-Walker","Alexander-Walker","18.3125","8","5500","NO@LAL","NO","LAL","","","","",""
"53558-80806","PG","Lonzo","Lonzo Ball","Ball","26.755555894639755","9","5500","NO@LAL","NO","LAL","O","Knee","","",""
"53558-145337","SG","Tyrese","Tyrese Haliburton","Haliburton","28.429998779296874","10","5400","LAC@SAC","SAC","LAC","","","","",""
"53558-23096","SF","Evan","Evan Fournier","Fournier","22.11999969482422","5","5300","ORL@BOS","ORL","BOS","O","Back","","",""
"53558-12355","SG","Eric","Eric Bledsoe","Bledsoe","24.47777811686198","9","5300","NO@LAL","NO","LAL","GTD","Eye","","",""
"53558-9809","PF","Nicolas","Nicolas Batum","Batum","24.649998982747395","12","5300","LAC@SAC","LAC","SAC","","","","",""
"53558-81529","PF","Daniel","Daniel Theis","Theis","18","10","5300","ORL@BOS","BOS","ORL","GTD","Covid-19","","",""
"53558-14496","PG","Ricky","Ricky Rubio","Rubio","20.154545177112926","11","5300","MEM@MIN","MIN","MEM","O","Covid-19","","",""
"53558-18338","PF","Royce","Royce O'Neale","O'Neale","21.918182373046875","11","5300","ATL@UTA","UTA","ATL","","","","",""
"53558-20640","SG","Jordan","Jordan Clarkson","Clarkson","26.818181818181817","11","5200","ATL@UTA","UTA","ATL","","","","",""
"53558-145335","PG","Payton","Payton Pritchard","Pritchard","19.030000305175783","10","5200","ORL@BOS","BOS","ORL","","","","",""
"53558-16405","SG","Terrence","Terrence Ross","Ross","24.63000030517578","10","5100","ORL@BOS","ORL","BOS","","","","",""
"53558-63126","SF","Cedi","Cedi Osman","Osman","24.058334350585938","12","5100","NY@CLE","CLE","NY","","","","",""
"53558-23676","PG","Damyean","Damyean Dotson","Dotson","16.563636086203836","11","5000","NY@CLE","CLE","NY","","","","",""
"53558-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","16.339999389648437","10","5000","DAL@MIL","DAL","MIL","","","","",""
"53558-84704","SG","Kevin","Kevin Huerter","Huerter","23.56999969482422","10","4900","ATL@UTA","ATL","UTA","","","","",""
"53558-9621","C","Brook","Brook Lopez","Lopez","22.59166717529297","12","4900","DAL@MIL","MIL","DAL","","","","",""
"53558-16376","SF","Dorian","Dorian Finney-Smith","Finney-Smith","22.25","8","4900","DAL@MIL","DAL","MIL","O","Covid-19","","",""
"53558-23572","SF","Taurean","Taurean Prince","Prince","15.441666920979818","12","4800","NY@CLE","CLE","NY","GTD","Not injury related","","",""
"53558-110337","SG","Talen","Talen Horton-Tucker","Horton-Tucker","16.833333333333332","12","4800","NO@LAL","LAL","NO","","","","",""
"53558-48598","SF","Semi","Semi Ojeleye","Ojeleye","10.144444783528646","9","4800","ORL@BOS","BOS","ORL","GTD","Covid-19","","",""
"53558-16081","PF","Khem","Khem Birch","Birch","18.87272782759233","11","4700","ORL@BOS","ORL","BOS","","","","",""
"53558-84699","SG","Hamidou","Hamidou Diallo","Diallo","23.790910200639203","11","4700","CHI@OKC","OKC","CHI","","","","",""
"53558-58084","SF","Justise","Justise Winslow","Winslow","26.327273282137785","11","4700","MEM@MIN","MEM","MIN","O","Hip","","",""
"53558-9446","PG","Jeff","Jeff Teague","Teague","18.337499618530273","8","4700","ORL@BOS","BOS","ORL","","","","",""
"53558-84711","SG","Grayson","Grayson Allen","Allen","15.289999389648438","10","4700","MEM@MIN","MEM","MIN","","","","",""
"53558-110995","PF","Naz","Naz Reid","Reid","20.44545399058949","11","4700","MEM@MIN","MIN","MEM","","","","",""
"53558-84681","SG","Donte","Donte DiVincenzo","DiVincenzo","23.541666666666668","12","4600","DAL@MIL","MIL","DAL","","","","",""
"53558-84703","PG","De'Anthony","De'Anthony Melton","Melton","21.333333333333332","6","4600","MEM@MIN","MEM","MIN","","","","",""
"53558-84708","C","Robert","Robert Williams","Williams","21.987499237060547","8","4600","ORL@BOS","BOS","ORL","O","Covid-19","","",""
"53558-9739","PF","JaVale","JaVale McGee","McGee","22.333333333333332","12","4500","NY@CLE","CLE","NY","","","","",""
"53558-112710","C","Tacko","Tacko Fall","Fall","15.300000190734863","2","4500","ORL@BOS","BOS","ORL","","","","",""
"53558-15592","PG","Austin","Austin Rivers","Rivers","19.450000762939453","8","4500","NY@CLE","NY","CLE","","","","",""
"53558-110339","SG","Cam","Cam Reddish","Reddish","22.019999694824218","10","4500","ATL@UTA","ATL","UTA","","","","",""
"53558-145321","SG","Anthony","Anthony Edwards","Edwards","19.26363580877131","11","4500","MEM@MIN","MIN","MEM","","","","",""
"53558-145327","PG","Cole","Cole Anthony","Anthony","19.745454268022016","11","4500","ORL@BOS","ORL","BOS","","","","",""
"53558-15843","PG","Trey","Trey Burke","Burke","15.711110432942709","9","4500","DAL@MIL","DAL","MIL","","","","",""
"53558-9703","PG","George","George Hill","Hill","22.289999389648436","10","4500","CHI@OKC","OKC","CHI","","","","",""
"53558-40562","SF","Josh","Josh Hart","Hart","22.360000610351562","10","4400","NO@LAL","NO","LAL","","","","",""
"53558-14501","PF","Tristan","Tristan Thompson","Thompson","21.450000762939453","8","4400","ORL@BOS","BOS","ORL","","","","",""
"53558-70822","PF","Juancho","Juancho Hernangomez","Hernangomez","15.327273282137783","11","4400","MEM@MIN","MIN","MEM","O","Covid-19","","",""
"53558-111376","SG","John","John Konchar","Konchar","20.719999694824217","5","4400","MEM@MIN","MEM","MIN","","","","",""
"53558-9538","SF","Trevor","Trevor Ariza","Ariza","19.824527380601417","53","4400","CHI@OKC","OKC","CHI","O","Personal","","",""
"53558-16196","C","Dwight","Dwight Powell","Powell","15.544443766276041","9","4400","DAL@MIL","DAL","MIL","O","Covid-19","","",""
"53558-145308","PF","Patrick","Patrick Williams","Williams","19.46363691850142","11","4400","CHI@OKC","CHI","OKC","","","","",""
"53558-59318","SF","Joe","Joe Ingles","Ingles","19.322221544053818","9","4400","ATL@UTA","UTA","ATL","O","Achilles","","",""
"53558-9662","PG","Lou","Lou Williams","Williams","16.9250005086263","12","4400","LAC@SAC","LAC","SAC","GTD","Hip","","",""
"53558-14530","PF","Bojan","Bojan Bogdanovic","Bogdanovic","19.363636363636363","11","4300","ATL@UTA","UTA","ATL","","","","",""
"53558-15771","C","Gorgui","Gorgui Dieng","Dieng","19.466666327582466","9","4300","MEM@MIN","MEM","MIN","","","","",""
"53558-12363","C","Hassan","Hassan Whiteside","Whiteside","15.56666734483507","9","4200","LAC@SAC","SAC","LAC","","","","",""
"53558-9966","PF","James","James Johnson","Johnson","17.560000610351562","10","4200","DAL@MIL","DAL","MIL","","","","",""
"53558-84721","SF","Jarred","Jarred Vanderbilt","Vanderbilt","17.355555216471355","9","4200","MEM@MIN","MIN","MEM","","","","",""
"53558-110346","PF","Isaiah","Isaiah Roby","Roby","15.862500190734863","8","4200","CHI@OKC","OKC","CHI","","","","",""
"53558-9637","SF","Danilo","Danilo Gallinari","Gallinari","12.75","2","4200","ATL@UTA","ATL","UTA","O","Ankle","","",""
"53558-9666","PF","Thaddeus","Thaddeus Young","Young","20.714285714285715","7","4200","CHI@OKC","CHI","OKC","","","","",""
"53558-12351","C","Derrick","Derrick Favors","Favors","19.26363580877131","11","4100","ATL@UTA","UTA","ATL","GTD","Knee","","",""
"53558-111273","SG","Luguentz","Luguentz Dort","Dort","19.28181873668324","11","4100","CHI@OKC","OKC","CHI","","","","",""
"53558-81621","PF","Maxi","Maxi Kleber","Kleber","18.844445122612846","9","4100","DAL@MIL","DAL","MIL","O","Covid-19","","",""
"53558-110333","SF","Jarrett","Jarrett Culver","Culver","16.76363580877131","11","4100","MEM@MIN","MIN","MEM","","","","",""
"53558-11074","SF","Garrett","Garrett Temple","Temple","16.7","10","4100","CHI@OKC","CHI","OKC","GTD","Ankle","","",""
"53558-16233","SG","Josh","Josh Richardson","Richardson","21.762500762939453","8","4100","DAL@MIL","DAL","MIL","O","Covid-19","","",""
"53558-112709","SG","Javonte","Javonte Green","Green","11.866666158040365","3","4000","ORL@BOS","BOS","ORL","GTD","Covid-19","","",""
"53558-145538","PF","Aleksej","Aleksej Pokusevski","Pokusevski","13.600000169542101","9","4000","CHI@OKC","OKC","CHI","","","","",""
"53558-70827","C","Ivica","Ivica Zubac","Zubac","16.8249994913737","12","4000","LAC@SAC","LAC","SAC","","","","",""
"53558-14511","PF","Markieff","Markieff Morris","Morris","11.884615384615385","13","4000","NO@LAL","LAL","NO","","","","",""
"53558-12474","PG","Patrick","Patrick Beverley","Beverley","20.724999745686848","12","4000","LAC@SAC","LAC","SAC","GTD","Personal","","",""
"53558-110319","PG","Tremont","Tremont Waters","Waters","7.466666539510091","3","4000","ORL@BOS","BOS","ORL","","","","",""
"53558-110318","PF","Grant","Grant Williams","Williams","13.975000381469727","8","4000","ORL@BOS","BOS","ORL","","","","",""
"53558-110332","PG","Carsen","Carsen Edwards","Edwards","5.400000095367432","4","4000","ORL@BOS","BOS","ORL","O","Covid-19","","",""
