Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
55859-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,56.429998779296874,40,11400,SA@MIL,MIL,SA,,,,,,PF
55859-49111,C,Joel,Joel Embiid,Embiid,53.11290322580645,31,10700,SAC@PHI,PHI,SAC,O,Knee,,,,C
55859-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.205712890625,35,9300,CHA@LAC,LAC,CHA,,,,,,SF
55859-80810,PG,De'Aaron,De'Aaron Fox,Fox,41.17000122070313,40,9200,SAC@PHI,SAC,PHI,,,,,,PG
55859-9524,PG,Stephen,Stephen Curry,Curry,45.897500610351564,40,9000,GS@MEM,GS,MEM,GTD,Lower body,,,,PG
55859-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.680644373739916,31,8600,SA@MIL,SA,MIL,,,,,,SG
55859-66115,PG,Ben,Ben Simmons,Simmons,40.423530129825366,34,8500,SAC@PHI,PHI,SAC,GTD,Knee,,,,PG
55859-14518,PF,Tobias,Tobias Harris,Harris,38.00555419921875,36,8300,SAC@PHI,PHI,SAC,,,,,,PF
55859-145485,PG,LaMelo,LaMelo Ball,Ball,35.2125,40,8100,CHA@LAC,CHA,LAC,,,,,,PG
55859-67708,PG,Dejounte,Dejounte Murray,Murray,34.86842105263158,38,7700,SA@MIL,SA,MIL,O,Rest,,,,PG
55859-12341,SG,Paul,Paul George,George,39.271873474121094,32,7600,CHA@LAC,LAC,CHA,,,,,,SG
55859-110344,PG,Ja,Ja Morant,Morant,34.5933349609375,30,7500,GS@MEM,MEM,GS,,,,,,PG
55859-14503,C,Jonas,Jonas Valanciunas,Valanciunas,34.77878639914773,33,7300,GS@MEM,MEM,GS,,,,,,C
55859-12366,SF,Gordon,Gordon Hayward,Hayward,36.30833265516493,36,7200,CHA@LAC,CHA,LAC,,,,,,SF
55859-23447,C,Richaun,Richaun Holmes,Holmes,32.79459525443412,37,7100,SAC@PHI,SAC,PHI,,,,,,C
55859-16261,SF,Khris,Khris Middleton,Middleton,36.8625,40,7000,SA@MIL,MIL,SA,,,,,,SF
55859-9663,PG,Jrue,Jrue Holiday,Holiday,33.390000406901045,30,6700,SA@MIL,MIL,SA,,,,,,PG
55859-110352,PF,P.J.,P.J. Washington,Washington,29.044443766276043,36,6600,CHA@LAC,CHA,LAC,,,,,,PF
55859-15860,PF,Draymond,Draymond Green,Green,30.566667344835068,36,6600,GS@MEM,GS,MEM,,,,,,PF
55859-42677,SG,Terry,Terry Rozier,Rozier,32.98158023231908,38,6400,CHA@LAC,CHA,LAC,,,,,,SG
55859-23665,SG,Buddy,Buddy Hield,Hield,28.85609696551067,41,6300,SAC@PHI,SAC,PHI,,,,,,SG
55859-58153,SF,Kelly,Kelly Oubre,Oubre,28.192498779296876,40,5900,GS@MEM,GS,MEM,,,,,,SF
55859-15946,SF,Harrison,Harrison Barnes,Barnes,30.8631591796875,38,5900,SAC@PHI,SAC,PHI,,,,,,SF
55859-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,28.722856794084823,35,5900,SAC@PHI,SAC,PHI,,,,,,SG
