slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,AWAY,BROOKLYN NETS,LOSS,2388,13,26,2,6,6,8,1,11,7,2,0,1,1,29.7
lavinza01,Zach LaVine,CHICAGO BULLS,HOME,HOUSTON ROCKETS,WIN,2203,11,16,4,8,7,8,0,4,7,2,1,5,2,28.8
russeda01,D'Angelo Russell,MINNESOTA TIMBERWOLVES,AWAY,ATLANTA HAWKS,LOSS,1924,11,22,6,13,3,5,1,2,7,4,1,3,0,27.1
hardeja01,James Harden,BROOKLYN NETS,HOME,MILWAUKEE BUCKS,WIN,2447,13,25,3,10,5,6,1,5,12,0,1,6,3,25.4
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1937,6,9,0,0,8,8,1,5,11,2,0,4,0,24.0
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,SAN ANTONIO SPURS,LOSS,2135,10,23,3,10,12,12,0,3,6,1,1,5,2,23.9
capelca01,Clint Capela,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,WIN,2364,10,16,0,0,3,3,4,11,2,2,3,4,1,23.0
woodch01,Christian Wood,HOUSTON ROCKETS,AWAY,CHICAGO BULLS,LOSS,1841,11,16,3,5,5,6,0,9,1,1,0,3,3,23.0
bouchch01,Chris Boucher,TORONTO RAPTORS,HOME,DALLAS MAVERICKS,WIN,1660,8,12,2,5,3,3,4,6,2,1,3,1,4,22.3
duranke01,Kevin Durant,BROOKLYN NETS,HOME,MILWAUKEE BUCKS,WIN,2142,10,21,2,4,8,9,0,9,6,0,2,3,5,22.2
lowryky01,Kyle Lowry,TORONTO RAPTORS,HOME,DALLAS MAVERICKS,WIN,2107,9,12,3,5,2,2,1,8,7,0,1,4,2,22.1
adebaba01,Bam Adebayo,MIAMI HEAT,HOME,DETROIT PISTONS,WIN,2128,9,15,0,1,10,11,2,9,5,2,1,7,5,22.0
vucevni01,Nikola Vučević,ORLANDO MAGIC,AWAY,NEW YORK KNICKS,LOSS,2187,10,16,2,5,2,2,2,12,0,0,2,0,3,22.0
oladivi01,Victor Oladipo,HOUSTON ROCKETS,AWAY,CHICAGO BULLS,LOSS,1924,13,23,4,9,2,4,0,5,9,2,0,7,3,21.9
youngtr01,Trae Young,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,WIN,1936,3,8,2,5,12,13,0,8,13,3,0,6,5,21.7
davisan02,Anthony Davis,LOS ANGELES LAKERS,HOME,GOLDEN STATE WARRIORS,LOSS,2223,6,16,0,1,5,7,5,12,7,2,3,1,3,21.3
grantje01,Jerami Grant,DETROIT PISTONS,AWAY,MIAMI HEAT,LOSS,2017,10,19,2,6,5,5,1,3,6,0,1,2,4,20.6
porzikr01,Kristaps Porziņģis,DALLAS MAVERICKS,AWAY,TORONTO RAPTORS,LOSS,1913,8,14,2,5,5,7,4,5,1,0,2,1,2,20.2
middlkh01,Khris Middleton,MILWAUKEE BUCKS,AWAY,BROOKLYN NETS,LOSS,2175,10,20,0,5,5,6,2,2,4,4,0,2,4,19.8
holidjr01,Jrue Holiday,MILWAUKEE BUCKS,AWAY,BROOKLYN NETS,LOSS,2240,8,16,2,4,4,4,2,2,6,0,0,0,2,19.4
gordoaa01,Aaron Gordon,ORLANDO MAGIC,AWAY,NEW YORK KNICKS,LOSS,2157,6,18,2,7,4,4,7,10,10,0,2,4,2,19.3
schrode01,Dennis Schröder,LOS ANGELES LAKERS,HOME,GOLDEN STATE WARRIORS,LOSS,1988,8,15,1,5,8,9,1,4,3,2,0,3,3,19.1
pascher01,Eric Paschall,GOLDEN STATE WARRIORS,AWAY,LOS ANGELES LAKERS,WIN,1156,8,11,0,1,3,4,1,3,3,1,0,0,1,18.4
oubreke01,Kelly Oubre,GOLDEN STATE WARRIORS,AWAY,LOS ANGELES LAKERS,WIN,2225,9,18,2,8,3,4,2,2,0,2,2,0,2,18.2
huertke01,Kevin Huerter,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,WIN,2445,7,16,3,8,0,0,0,6,8,4,0,2,0,18.0
harremo01,Montrezl Harrell,LOS ANGELES LAKERS,HOME,GOLDEN STATE WARRIORS,LOSS,1690,7,8,0,0,3,5,2,6,1,0,2,0,2,17.9
rosede01,Derrick Rose,DETROIT PISTONS,AWAY,MIAMI HEAT,LOSS,1594,6,11,1,4,8,9,0,3,4,2,0,3,1,17.6
moranja01,Ja Morant,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,WIN,2043,5,10,1,2,6,8,0,3,10,2,1,4,1,17.4
