slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
foxde01,De'Aaron Fox,SACRAMENTO KINGS,HOME,ATLANTA HAWKS,WIN,2373,13,20,3,4,8,9,0,2,3,2,1,3,0,30.2
capelca01,Clint Capela,ATLANTA HAWKS,AWAY,SACRAMENTO KINGS,LOSS,1849,10,12,0,0,5,8,9,8,2,1,1,2,3,28.0
leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,AWAY,SAN ANTONIO SPURS,WIN,1929,9,12,2,2,5,5,1,6,3,5,0,1,3,27.6
johnsal02,Alize Johnson,BROOKLYN NETS,AWAY,UTAH JAZZ,LOSS,1978,11,15,0,1,1,1,5,10,3,2,0,1,1,26.1
mitchdo01,Donovan Mitchell,UTAH JAZZ,HOME,BROOKLYN NETS,WIN,1641,11,18,5,8,0,0,0,6,7,1,0,0,1,26.1
vucevni01,Nikola Vučević,ORLANDO MAGIC,HOME,PHOENIX SUNS,WIN,2032,11,19,3,5,2,3,3,11,4,1,1,1,2,25.8
siakapa01,Pascal Siakam,TORONTO RAPTORS,HOME,DENVER NUGGETS,WIN,2078,8,16,3,7,8,9,1,7,6,1,1,1,4,24.7
porzikr01,Kristaps Porziņģis,DALLAS MAVERICKS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1720,11,23,3,9,4,4,1,8,4,1,2,1,2,23.8
leverca01,Caris LeVert,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,2021,10,19,4,7,4,6,1,5,4,2,0,1,3,22.7
roziete01,Terry Rozier,CHARLOTTE HORNETS,AWAY,HOUSTON ROCKETS,WIN,1790,9,14,4,8,3,3,0,3,4,0,0,0,0,22.5
youngtr01,Trae Young,ATLANTA HAWKS,AWAY,SACRAMENTO KINGS,LOSS,2302,11,24,1,7,6,6,1,2,9,1,0,3,2,21.4
bookede01,Devin Booker,PHOENIX SUNS,AWAY,ORLANDO MAGIC,LOSS,1948,9,21,1,5,6,6,1,6,7,3,0,2,3,21.1
brownmo01,Moses Brown,OKLAHOMA CITY THUNDER,HOME,MEMPHIS GRIZZLIES,LOSS,1858,7,9,0,0,5,9,2,10,0,2,3,1,1,21.0
paulch01,Chris Paul,PHOENIX SUNS,AWAY,ORLANDO MAGIC,LOSS,1944,8,15,1,3,6,6,0,6,7,1,0,1,4,20.8
powelno01,Norman Powell,TORONTO RAPTORS,HOME,DENVER NUGGETS,WIN,1497,8,12,3,4,3,4,1,1,3,1,1,1,0,20.2
nancela02,Larry Nance,CLEVELAND CAVALIERS,AWAY,CHICAGO BULLS,WIN,2069,5,11,2,4,2,2,5,9,5,2,1,0,2,19.9
anunoog01,OG Anunoby,TORONTO RAPTORS,HOME,DENVER NUGGETS,WIN,1693,8,16,5,9,2,2,2,4,3,1,1,1,2,19.6
brownja02,Jaylen Brown,BOSTON CELTICS,AWAY,MILWAUKEE BUCKS,LOSS,2034,10,16,4,7,0,0,1,9,2,0,0,2,0,19.6
grantje01,Jerami Grant,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1880,10,20,2,6,7,9,1,5,2,1,2,4,2,19.4
portibo01,Bobby Portis,MILWAUKEE BUCKS,HOME,BOSTON CELTICS,WIN,999,7,10,4,6,3,3,1,3,1,1,0,0,2,19.3
