"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"53673-40199","PF","Giannis","Giannis Antetokounmpo","Antetokounmpo","49.666666666666664","12","11300","MIL@BKN","MIL","BKN","","","","",""
"53673-84669","PG","Luka","Luka Doncic","Doncic","56.1727294921875","11","11200","DAL@TOR","DAL","TOR","","","","",""
"53673-9646","SF","Kevin","Kevin Durant","Durant","49.32999877929687","10","10500","MIL@BKN","BKN","MIL","","","","",""
"53673-9644","SG","James","James Harden","Harden","50.01111178927951","9","10300","MIL@BKN","BKN","MIL","","","","",""
"53673-9524","PG","Stephen","Stephen Curry","Curry","45.20000203450521","12","9800","GS@LAL","GS","LAL","","","","",""
"53673-42202","PF","Christian","Christian Wood","Wood","43.97999877929688","10","9800","HOU@CHI","HOU","CHI","","","","",""
"53673-9488","SF","LeBron","LeBron James","James","45.25714111328125","14","9500","GS@LAL","LAL","GS","GTD","Ankle","","",""
"53673-15755","PF","Anthony","Anthony Davis","Davis","43.791666666666664","12","9500","GS@LAL","LAL","GS","GTD","Back","","",""
"53673-14498","PG","Kyrie","Kyrie Irving","Irving","46.128570556640625","7","9500","MIL@BKN","BKN","MIL","GTD","Covid-19","","",""
"53673-40783","SG","Zach","Zach LaVine","LaVine","42.16153658353365","13","9300","HOU@CHI","CHI","HOU","","","","",""
"53673-60021","SF","Pascal","Pascal Siakam","Siakam","38.56363747336648","11","8200","DAL@TOR","TOR","DAL","","","","",""
"53673-68203","PF","Chris","Chris Boucher","Boucher","33.93333435058594","12","8100","DAL@TOR","TOR","DAL","","","","",""
"53673-16261","SF","Khris","Khris Middleton","Middleton","38.9076913686899","13","8000","MIL@BKN","MIL","BKN","","","","",""
"53673-24247","SG","Fred","Fred VanVleet","VanVleet","38.13333384195963","12","8000","DAL@TOR","TOR","DAL","","","","",""
"53673-12332","PG","John","John Wall","Wall","35.371429443359375","7","7600","HOU@CHI","HOU","CHI","O","Knee","","",""
"53673-9663","PG","Jrue","Jrue Holiday","Holiday","34.88461538461539","13","7600","MIL@BKN","MIL","BKN","","","","",""
"53673-15684","SG","Victor","Victor Oladipo","Oladipo","36.80000135633681","9","7500","HOU@CHI","HOU","CHI","","","","",""
"53673-110326","PG","Coby","Coby White","White","30.02307598407452","13","7500","HOU@CHI","CHI","HOU","","","","",""
"53673-9535","PG","Kyle","Kyle Lowry","Lowry","36.92727383700284","11","7400","DAL@TOR","TOR","DAL","","","","",""
"53673-63122","PF","Kristaps","Kristaps Porzingis","Porzingis","30.96666717529297","3","6900","DAL@TOR","DAL","TOR","","","","",""
"53673-49116","SG","Andrew","Andrew Wiggins","Wiggins","31.600001017252605","12","6700","GS@LAL","GS","LAL","","","","",""
"53673-15846","SG","Tim","Tim Hardaway","Hardaway","28.57272616299716","11","6400","DAL@TOR","DAL","TOR","GTD","Groin","","",""
