Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Donovan Mitchell (15246125),Donovan Mitchell,15246125,PG/SG/G/UTIL,9900,UTA@DEN 09/01/2020 08:30PM ET,UTA,39.67
PG/SG,Jamal Murray (15246129),Jamal Murray,15246129,PG/SG/G/UTIL,9700,UTA@DEN 09/01/2020 08:30PM ET,DEN,35.51
C,Nikola Jokic (15246133),Nikola Jokic,15246133,C/UTIL,9500,UTA@DEN 09/01/2020 08:30PM ET,DEN,46.61
SF/PF,Jayson Tatum (15246135),Jayson Tatum,15246135,SF/PF/F/UTIL,9200,BOS@TOR 09/01/2020 05:30PM ET,BOS,42.15
PF,Pascal Siakam (15246139),Pascal Siakam,15246139,PF/F/UTIL,8000,BOS@TOR 09/01/2020 05:30PM ET,TOR,40.82
C,Rudy Gobert (15246142),Rudy Gobert,15246142,C/UTIL,7900,UTA@DEN 09/01/2020 08:30PM ET,UTA,39.43
PG/SG,Fred VanVleet (15246144),Fred VanVleet,15246144,PG/SG/G/UTIL,7800,BOS@TOR 09/01/2020 05:30PM ET,TOR,37.56
PG,Kyle Lowry (15246148),Kyle Lowry,15246148,PG/G/UTIL,7700,BOS@TOR 09/01/2020 05:30PM ET,TOR,40.48
PG,Kemba Walker (15246151),Kemba Walker,15246151,PG/G/UTIL,7600,BOS@TOR 09/01/2020 05:30PM ET,BOS,36.14
SG/SF,Jaylen Brown (15246154),Jaylen Brown,15246154,SG/SF/F/G/UTIL,7300,BOS@TOR 09/01/2020 05:30PM ET,BOS,34.59
PG,Mike Conley (15246159),Mike Conley,15246159,PG/G/UTIL,6800,UTA@DEN 09/01/2020 08:30PM ET,UTA,27.65
SF/PF,Gordon Hayward (15246162),Gordon Hayward,15246162,SF/PF/F/UTIL,6700,BOS@TOR 09/01/2020 05:30PM ET,BOS,34.31
PG,Will Barton (15246166),Will Barton,15246166,PG/G/UTIL,6600,UTA@DEN 09/01/2020 08:30PM ET,DEN,31.88
C,Serge Ibaka (15246169),Serge Ibaka,15246169,C/UTIL,6200,BOS@TOR 09/01/2020 05:30PM ET,TOR,31.14
PG/SG,Marcus Smart (15246171),Marcus Smart,15246171,PG/SG/G/UTIL,6000,BOS@TOR 09/01/2020 05:30PM ET,BOS,29.16
SF/PF,Michael Porter Jr. (15246175),Michael Porter Jr.,15246175,SF/PF/F/UTIL,5500,UTA@DEN 09/01/2020 08:30PM ET,DEN,19.19
PG/SG,Jordan Clarkson (15246179),Jordan Clarkson,15246179,PG/SG/G/UTIL,5400,UTA@DEN 09/01/2020 08:30PM ET,UTA,23.84
SG/SF,Joe Ingles (15246183),Joe Ingles,15246183,SG/SF/F/G/UTIL,5300,UTA@DEN 09/01/2020 08:30PM ET,UTA,24.40
PF/C,Daniel Theis (15246188),Daniel Theis,15246188,PF/C/F/UTIL,5200,BOS@TOR 09/01/2020 05:30PM ET,BOS,23.65
SF/PF,Jerami Grant (15246192),Jerami Grant,15246192,SF/PF/F/UTIL,5100,UTA@DEN 09/01/2020 08:30PM ET,DEN,21.52
SF,Bojan Bogdanovic (15246196),Bojan Bogdanovic,15246196,SF/F/UTIL,5000,UTA@DEN 09/01/2020 08:30PM ET,UTA,30.04
SG/SF,Norman Powell (15246199),Norman Powell,15246199,SG/SF/F/G/UTIL,4900,BOS@TOR 09/01/2020 05:30PM ET,TOR,26.40
SF/PF,OG Anunoby (15246204),OG Anunoby,15246204,SF/PF/F/UTIL,4800,BOS@TOR 09/01/2020 05:30PM ET,TOR,23.83
PF/C,Paul Millsap (15246208),Paul Millsap,15246208,PF/C/F/UTIL,4700,UTA@DEN 09/01/2020 08:30PM ET,DEN,23.32
SF/PF,Royce O'Neale (15246212),Royce O'Neale,15246212,SF/PF/F/UTIL,4500,UTA@DEN 09/01/2020 08:30PM ET,UTA,19.83
PG,Monte Morris (15246216),Monte Morris,15246216,PG/G/UTIL,4200,UTA@DEN 09/01/2020 08:30PM ET,DEN,18.54
C,Marc Gasol (15246219),Marc Gasol,15246219,C/UTIL,4100,BOS@TOR 09/01/2020 05:30PM ET,TOR,23.09
SG,Gary Harris (15246221),Gary Harris,15246221,SG/G/UTIL,3900,UTA@DEN 09/01/2020 08:30PM ET,DEN,20.27
SG/SF,Torrey Craig (15246224),Torrey Craig,15246224,SG/SF/F/G/UTIL,3600,UTA@DEN 09/01/2020 08:30PM ET,DEN,12.94
SF/PF,Georges Niang (15246232),Georges Niang,15246232,SF/PF/F/UTIL,3500,UTA@DEN 09/01/2020 08:30PM ET,UTA,10.73
PG,Brad Wanamaker (15246229),Brad Wanamaker,15246229,PG/G/UTIL,3500,BOS@TOR 09/01/2020 05:30PM ET,BOS,14.97
PF,Juwan Morgan (15246250),Juwan Morgan,15246250,PF/F/UTIL,3400,UTA@DEN 09/01/2020 08:30PM ET,UTA,4.88
PG/SG,Terence Davis (15246236),Terence Davis,15246236,PG/SG/G/UTIL,3400,BOS@TOR 09/01/2020 05:30PM ET,TOR,15.75
C,Enes Kanter (15246240),Enes Kanter,15246240,C/UTIL,3400,BOS@TOR 09/01/2020 05:30PM ET,BOS,20.37
C,Mason Plumlee (15246242),Mason Plumlee,15246242,C/UTIL,3300,UTA@DEN 09/01/2020 08:30PM ET,DEN,18.46
C,Robert Williams (15246244),Robert Williams,15246244,C/UTIL,3300,BOS@TOR 09/01/2020 05:30PM ET,BOS,14.96
PF,Semi Ojeleye (15246253),Semi Ojeleye,15246253,PF/F/UTIL,3300,BOS@TOR 09/01/2020 05:30PM ET,BOS,7.56
PF/C,Rondae Hollis-Jefferson (15246246),Rondae Hollis-Jefferson,15246246,PF/C/F/UTIL,3200,BOS@TOR 09/01/2020 05:30PM ET,TOR,16.73
C,Tony Bradley (15246263),Tony Bradley,15246263,C/UTIL,3100,UTA@DEN 09/01/2020 08:30PM ET,UTA,12.20
SG,Matt Thomas (15246256),Matt Thomas,15246256,SG/G/UTIL,3100,BOS@TOR 09/01/2020 05:30PM ET,TOR,8.34
SF/PF,Grant Williams (15246259),Grant Williams,15246259,SF/PF/F/UTIL,3100,BOS@TOR 09/01/2020 05:30PM ET,BOS,9.74
SG,Troy Daniels (15246291),Troy Daniels,15246291,SG/G/UTIL,3000,UTA@DEN 09/01/2020 08:30PM ET,DEN,6.95
PF/C,Noah Vonleh (15246294),Noah Vonleh,15246294,PF/C/F/UTIL,3000,UTA@DEN 09/01/2020 08:30PM ET,DEN,9.57
SF/PF,Keita Bates-Diop (15246298),Keita Bates-Diop,15246298,SF/PF/F/UTIL,3000,UTA@DEN 09/01/2020 08:30PM ET,DEN,12.90
