,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
0,James Harden,SG,HOU@SAC,HOU,46.19,$9237,$10800,-$1563,56.46, , ,0.0,0.0
37,Marcus Smart,SG,ORL@BOS,BOS,35.71,$7141,$5300,$1841,29.46, , ,0.0,0.0
14,Pascal Siakam,SF,MEM@TOR,TOR,39.43,$7885,$7400,$485,40.13, , ,0.0,0.0
27,Gordon Hayward,SF,ORL@BOS,BOS,36.85,$7369,$6000,$1369,32.86, , ,0.9097804533045688,0.0
20,Kyle Lowry,PG,MEM@TOR,TOR,37.44,$7487,$7000,$487,39.29, , ,0.0,0.0
77,Reggie Jackson,PG,BKN@LAC,LAC,25.12,$5023,$3800,$1223,22.51, , ,0.0,0.0
22,Robert Covington,PF,HOU@SAC,HOU,34.05,$6810,$6600,$210,29.65, , ,0.0,0.0
50,Serge Ibaka,PF,MEM@TOR,TOR,37.25,$7449,$4600,$2849,29.11,GTD,Eye,0.0,0.0
3,Jusuf Nurkic,C,PHI@POR,POR,47.54,$9508,$8500,$1008,50.28, , ,0.0,0.0
