slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,MEMPHIS GRIZZLIES,WIN,1536,13,17,10,13,2,2,0,4,3,0,0,0,2,33.8
gordoaa01,Aaron Gordon,ORLANDO MAGIC,HOME,MIAMI HEAT,LOSS,2151,14,22,5,11,6,7,1,6,1,0,2,0,2,32.6
couside01,DeMarcus Cousins,NEW ORLEANS PELICANS,HOME,NEW YORK KNICKS,LOSS,2403,9,19,3,6,8,9,2,17,4,1,0,1,3,27.0
johnsty01,Tyler Johnson,MIAMI HEAT,AWAY,ORLANDO MAGIC,WIN,2311,12,18,3,4,4,5,1,3,3,1,0,1,3,25.3
porzikr01,Kristaps Porziņģis,NEW YORK KNICKS,AWAY,NEW ORLEANS PELICANS,WIN,1904,11,22,1,5,7,8,2,5,3,2,2,0,5,25.0
mitchdo01,Donovan Mitchell,UTAH JAZZ,HOME,CLEVELAND CAVALIERS,WIN,2325,10,17,2,6,7,8,0,4,6,3,1,4,4,24.2
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,AWAY,GOLDEN STATE WARRIORS,LOSS,1686,10,13,4,4,3,3,1,5,1,2,0,2,4,23.2
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,HOME,MEMPHIS GRIZZLIES,WIN,2112,7,12,2,4,4,4,1,4,9,1,1,1,1,22.9
murraja01,Jamal Murray,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,2426,11,23,1,6,8,9,1,7,3,1,1,3,1,22.1
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,2197,5,14,1,5,8,9,5,8,6,1,3,2,0,22.0
drumman01,Andre Drummond,DETROIT PISTONS,HOME,SAN ANTONIO SPURS,WIN,2289,6,11,0,0,2,4,4,17,6,3,0,0,3,21.8
