,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
15,Kentavious Caldwell-Pope,SG,HOU@LAL,LAL,15.45,$3090,$7000,-$3910,16.42, , ,0.0,0.0
16,Dion Waiters,SF,HOU@LAL,LAL,19.54,$3908,$7000,-$3092,18.38,GTD,Groin,0.0,0.0
28,DeMarre Carroll,SF,HOU@LAL,HOU,7.38,$1475,$6000,-$4525,8.85, , ,0.0,0.0
24,Quinn Cook,PG,HOU@LAL,LAL,4.44,$889,$6000,-$5111,8.36, , ,0.0,0.0
29,Chris Clemons,PG,HOU@LAL,HOU,5.1,$1020,$6000,-$4980,7.98, , ,0.0,0.0
7,Kyle Kuzma,PF,HOU@LAL,LAL,30.26,$6053,$9500,-$3447,21.32, , ,0.0,0.0
27,Devontae Cacok,PF,HOU@LAL,LAL,17.38,$3475,$6000,-$2525,13.5, , ,0.0,0.0
20,Tyson Chandler,C,HOU@LAL,HOU,2.17,$434,$6000,-$5566,6.01, , ,0.0,0.0
