,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
25,Michael Frazier,SG,LAL@HOU,HOU,1.5,$300,$6000,-$5700,3.31, , ,0.0,0.0
16,Dion Waiters,SF,LAL@HOU,LAL,19.54,$3908,$7000,-$3092,18.38,GTD,Groin,0.0,0.0
28,DeMarre Carroll,SF,LAL@HOU,HOU,7.13,$1426,$6000,-$4574,8.85, , ,0.0,0.0
24,Quinn Cook,PG,LAL@HOU,LAL,4.44,$889,$6000,-$5111,8.36, , ,0.0,0.0
29,Chris Clemons,PG,LAL@HOU,HOU,5.1,$1020,$6000,-$4980,7.98, , ,0.0,0.0
7,Kyle Kuzma,PF,LAL@HOU,LAL,30.26,$6053,$9500,-$3447,21.32, , ,0.0,0.0
27,Devontae Cacok,PF,LAL@HOU,LAL,16.76,$3351,$6000,-$2649,13.5, , ,0.0,0.0
15,JaVale McGee,C,LAL@HOU,LAL,13.55,$2710,$7000,-$4290,19.18,GTD,Ankle,0.0,0.0
