Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (16410202),Giannis Antetokounmpo,16410202,PF/C/F/UTIL,11000,TOR@MIL 02/16/2021 08:00PM ET,MIL,55.98
PG,James Harden (16410206),James Harden,16410206,PG/G/UTIL,10800,BKN@PHO 02/16/2021 10:30PM ET,BKN,54.72
C,Nikola Jokic (16410209),Nikola Jokic,16410209,C/UTIL,10700,DEN@BOS 02/16/2021 07:00PM ET,DEN,59.45
PG/SF,LeBron James (16410211),LeBron James,16410211,PG/SF/F/G/UTIL,10100,LAL@MIN 02/16/2021 08:00PM ET,LAL,51
PG,Damian Lillard (16410216),Damian Lillard,16410216,PG/G/UTIL,9700,POR@OKC 02/16/2021 08:00PM ET,POR,48.8
PF/C,Anthony Davis (16410219),Anthony Davis,16410219,PF/C/F/UTIL,9400,LAL@MIN 02/16/2021 08:00PM ET,LAL,43.75
C,Karl-Anthony Towns (16410227),Karl-Anthony Towns,16410227,C/UTIL,9300,LAL@MIN 02/16/2021 08:00PM ET,MIN,47.89
PF/C,Kevin Durant (16410223),Kevin Durant,16410223,PF/C/F/UTIL,9300,BKN@PHO 02/16/2021 10:30PM ET,BKN,50.28
PG/SG,Kyrie Irving (16410229),Kyrie Irving,16410229,PG/SG/G/UTIL,9100,BKN@PHO 02/16/2021 10:30PM ET,BKN,46.55
SF/PF,Jayson Tatum (16410233),Jayson Tatum,16410233,SF/PF/F/UTIL,8700,DEN@BOS 02/16/2021 07:00PM ET,BOS,45.13
PG/SG,Shai Gilgeous-Alexander (16410237),Shai Gilgeous-Alexander,16410237,PG/SG/G/UTIL,8500,POR@OKC 02/16/2021 08:00PM ET,OKC,41.98
SF/PF,Brandon Ingram (16410241),Brandon Ingram,16410241,SF/PF/F/UTIL,8400,NO@MEM 02/16/2021 08:00PM ET,NO,41.30
SG,Devin Booker (16410245),Devin Booker,16410245,SG/G/UTIL,8300,BKN@PHO 02/16/2021 10:30PM ET,PHO,37.33
PF/C,Zion Williamson (16410248),Zion Williamson,16410248,PF/C/F/UTIL,8200,NO@MEM 02/16/2021 08:00PM ET,NO,39.96
PG/SG,Fred VanVleet (16410252),Fred VanVleet,16410252,PG/SG/G/UTIL,8200,TOR@MIL 02/16/2021 08:00PM ET,TOR,40.68
PF/C,Pascal Siakam (16410259),Pascal Siakam,16410259,PF/C/F/UTIL,8100,TOR@MIL 02/16/2021 08:00PM ET,TOR,40.24
PG,CJ McCollum (16410256),CJ McCollum,16410256,PG/G/UTIL,8100,POR@OKC 02/16/2021 08:00PM ET,POR,44.48
SG/SF,Khris Middleton (16410263),Khris Middleton,16410263,SG/SF/F/G/UTIL,8000,TOR@MIL 02/16/2021 08:00PM ET,MIL,39.59
SG/SF,Jaylen Brown (16410268),Jaylen Brown,16410268,SG/SF/F/G/UTIL,7800,DEN@BOS 02/16/2021 07:00PM ET,BOS,42.06
PG,Chris Paul (16410273),Chris Paul,16410273,PG/G/UTIL,7800,BKN@PHO 02/16/2021 10:30PM ET,PHO,37.9
C,Jonas Valanciunas (16410276),Jonas Valanciunas,16410276,C/UTIL,7600,NO@MEM 02/16/2021 08:00PM ET,MEM,36.91
PG,Ja Morant (16410278),Ja Morant,16410278,PG/G/UTIL,7500,NO@MEM 02/16/2021 08:00PM ET,MEM,35.02
PG,Jrue Holiday (16410281),Jrue Holiday,16410281,PG/G/UTIL,7500,TOR@MIL 02/16/2021 08:00PM ET,MIL,35.65
PG,Kyle Lowry (16410284),Kyle Lowry,16410284,PG/G/UTIL,7400,TOR@MIL 02/16/2021 08:00PM ET,TOR,37.05
SG,Malik Beasley (16410287),Malik Beasley,16410287,SG/G/UTIL,7300,LAL@MIN 02/16/2021 08:00PM ET,MIN,33.97
PG,Jamal Murray (16410290),Jamal Murray,16410290,PG/G/UTIL,7200,DEN@BOS 02/16/2021 07:00PM ET,DEN,32.82
C,Deandre Ayton (16410293),Deandre Ayton,16410293,C/UTIL,7100,BKN@PHO 02/16/2021 10:30PM ET,PHO,34.45
SF/PF,Kyle Kuzma (16410299),Kyle Kuzma,16410299,SF/PF/F/UTIL,7000,LAL@MIN 02/16/2021 08:00PM ET,LAL,22.73
C,Al Horford (16410295),Al Horford,16410295,C/UTIL,7000,POR@OKC 02/16/2021 08:00PM ET,OKC,33.44
C,Enes Kanter (16410297),Enes Kanter,16410297,C/UTIL,7000,POR@OKC 02/16/2021 08:00PM ET,POR,29.97
SG/SF,Norman Powell (16410303),Norman Powell,16410303,SG/SF/F/G/UTIL,6800,TOR@MIL 02/16/2021 08:00PM ET,TOR,25.16
PG,Lonzo Ball (16410308),Lonzo Ball,16410308,PG/G/UTIL,6700,NO@MEM 02/16/2021 08:00PM ET,NO,30.25
PG/SG,Hamidou Diallo (16410311),Hamidou Diallo,16410311,PG/SG/G/UTIL,6700,POR@OKC 02/16/2021 08:00PM ET,OKC,25.64
PF/C,Jaren Jackson Jr. (16410320),Jaren Jackson Jr.,16410320,PF/C/F/UTIL,6600,NO@MEM 02/16/2021 08:00PM ET,MEM,0
C,Chris Boucher (16410318),Chris Boucher,16410318,C/UTIL,6600,TOR@MIL 02/16/2021 08:00PM ET,TOR,29.36
PG,D'Angelo Russell (16410315),D'Angelo Russell,16410315,PG/G/UTIL,6600,LAL@MIN 02/16/2021 08:00PM ET,MIN,33.48
PG,Kemba Walker (16410328),Kemba Walker,16410328,PG/G/UTIL,6500,DEN@BOS 02/16/2021 07:00PM ET,BOS,30.10
SF/PF,OG Anunoby (16410324),OG Anunoby,16410324,SF/PF/F/UTIL,6500,TOR@MIL 02/16/2021 08:00PM ET,TOR,29.93
SF/PF,Kyle Anderson (16410331),Kyle Anderson,16410331,SF/PF/F/UTIL,6400,NO@MEM 02/16/2021 08:00PM ET,MEM,30.51
SF,Mikal Bridges (16410335),Mikal Bridges,16410335,SF/F/UTIL,6300,BKN@PHO 02/16/2021 10:30PM ET,PHO,27.92
C,Montrezl Harrell (16410338),Montrezl Harrell,16410338,C/UTIL,6200,LAL@MIN 02/16/2021 08:00PM ET,LAL,24.92
PF/C,Brandon Clarke (16410344),Brandon Clarke,16410344,PF/C/F/UTIL,6100,NO@MEM 02/16/2021 08:00PM ET,MEM,26.79
PF/C,Darius Bazley (16410340),Darius Bazley,16410340,PF/C/F/UTIL,6100,POR@OKC 02/16/2021 08:00PM ET,OKC,26.27
PG/SG,Marcus Smart (16410348),Marcus Smart,16410348,PG/SG/G/UTIL,6000,DEN@BOS 02/16/2021 07:00PM ET,BOS,30.43
SG/SF,Anthony Edwards (16410352),Anthony Edwards,16410352,SG/SF/F/G/UTIL,6000,LAL@MIN 02/16/2021 08:00PM ET,MIN,24.25
PG,Ricky Rubio (16410357),Ricky Rubio,16410357,PG/G/UTIL,5900,LAL@MIN 02/16/2021 08:00PM ET,MIN,21.76
PG/SG,Dennis Schroder (16410360),Dennis Schroder,16410360,PG/SG/G/UTIL,5900,LAL@MIN 02/16/2021 08:00PM ET,LAL,26.48
SF/PF,Michael Porter Jr. (16410364),Michael Porter Jr.,16410364,SF/PF/F/UTIL,5800,DEN@BOS 02/16/2021 07:00PM ET,DEN,28.69
PG/SG,Gary Trent Jr. (16410368),Gary Trent Jr.,16410368,PG/SG/G/UTIL,5700,POR@OKC 02/16/2021 08:00PM ET,POR,22.44
SF,Will Barton (16410377),Will Barton,16410377,SF/F/UTIL,5600,DEN@BOS 02/16/2021 07:00PM ET,DEN,23.61
C,Jusuf Nurkic (16410380),Jusuf Nurkic,16410380,C/UTIL,5600,POR@OKC 02/16/2021 08:00PM ET,POR,26.88
SG/SF,Joe Harris (16410372),Joe Harris,16410372,SG/SF/F/G/UTIL,5600,BKN@PHO 02/16/2021 10:30PM ET,BKN,24.56
SG,Dillon Brooks (16410382),Dillon Brooks,16410382,SG/G/UTIL,5500,NO@MEM 02/16/2021 08:00PM ET,MEM,27.26
PF,Robert Covington (16410385),Robert Covington,16410385,PF/F/UTIL,5500,POR@OKC 02/16/2021 08:00PM ET,POR,22.36
PG/SG,Donte DiVincenzo (16410393),Donte DiVincenzo,16410393,PG/SG/G/UTIL,5400,TOR@MIL 02/16/2021 08:00PM ET,MIL,22.74
SG/SF,Luguentz Dort (16410388),Luguentz Dort,16410388,SG/SF/F/G/UTIL,5400,POR@OKC 02/16/2021 08:00PM ET,OKC,21.13
PF,Carmelo Anthony (16410397),Carmelo Anthony,16410397,PF/F/UTIL,5400,POR@OKC 02/16/2021 08:00PM ET,POR,23.31
SF/PF,Kenrich Williams (16410400),Kenrich Williams,16410400,SF/PF/F/UTIL,5300,POR@OKC 02/16/2021 08:00PM ET,OKC,14.74
PG/SG,Eric Bledsoe (16410404),Eric Bledsoe,16410404,PG/SG/G/UTIL,5200,NO@MEM 02/16/2021 08:00PM ET,NO,25.08
PF/C,Jeff Green (16410408),Jeff Green,16410408,PF/C/F/UTIL,5200,BKN@PHO 02/16/2021 10:30PM ET,BKN,18.22
PF/C,Paul Millsap (16410416),Paul Millsap,16410416,PF/C/F/UTIL,5100,DEN@BOS 02/16/2021 07:00PM ET,DEN,22.29
C,Steven Adams (16410420),Steven Adams,16410420,C/UTIL,5100,NO@MEM 02/16/2021 08:00PM ET,NO,25.73
PF/C,Bobby Portis (16410412),Bobby Portis,16410412,PF/C/F/UTIL,5100,TOR@MIL 02/16/2021 08:00PM ET,MIL,25.33
PG,Theo Maledon (16410422),Theo Maledon,16410422,PG/G/UTIL,5000,POR@OKC 02/16/2021 08:00PM ET,OKC,16.89
SF,Trevor Ariza (16410425),Trevor Ariza,16410425,SF/F/UTIL,4900,POR@OKC 02/16/2021 08:00PM ET,OKC,0
PG/SG,De'Anthony Melton (16410431),De'Anthony Melton,16410431,PG/SG/G/UTIL,4800,NO@MEM 02/16/2021 08:00PM ET,MEM,22.42
PF,Jae Crowder (16410428),Jae Crowder,16410428,PF/F/UTIL,4800,BKN@PHO 02/16/2021 10:30PM ET,PHO,22.54
SG/SF,Grayson Allen (16410440),Grayson Allen,16410440,SG/SF/F/G/UTIL,4700,NO@MEM 02/16/2021 08:00PM ET,MEM,19.38
C,Brook Lopez (16410445),Brook Lopez,16410445,C/UTIL,4700,TOR@MIL 02/16/2021 08:00PM ET,MIL,22.32
SG/SF,Justin Jackson (16410435),Justin Jackson,16410435,SG/SF/F/G/UTIL,4700,POR@OKC 02/16/2021 08:00PM ET,OKC,15.14
