Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56444-9642,PG,Russell,Russell Westbrook,Westbrook,50.004998779296876,40,11000,DAL@WAS,WAS,DAL,,,,,,PG
56444-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.19130540930706,46,10800,MIL@SAC,MIL,SAC,,,,,,PF
56444-49111,C,Joel,Joel Embiid,Embiid,53.11290322580645,31,10700,MIN@PHI,PHI,MIN,GTD,Knee,,,,C
56444-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,47.3172396955819,29,10600,MIN@PHI,MIN,PHI,,,,,,C
56444-84669,PG,Luka,Luka Doncic,Doncic,51.41395462390988,43,10400,DAL@WAS,DAL,WAS,,,,,,PG
56444-80810,PG,De'Aaron,De'Aaron Fox,Fox,41.5874989827474,48,9500,MIL@SAC,SAC,MIL,,,,,,PG
56444-20848,PG,Damian,Damian Lillard,Lillard,46.676596783577125,47,9400,OKC@POR,POR,OKC,,,,,,PG
56444-80817,C,Bam,Bam Adebayo,Adebayo,42.16279069767442,43,9200,CLE@MIA,MIA,CLE,,,,,,C
56444-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.51250203450521,48,9200,IND@SA,IND,SA,GTD,Ankle,,,,PF
56444-14528,SF,Jimmy,Jimmy Butler,Butler,46.114706600413605,34,9100,CLE@MIA,MIA,CLE,,,,,,SF
56444-42669,PF,Julius,Julius Randle,Randle,43.83877750318877,49,9000,NY@DET,NY,DET,,,,,,PF
56444-66113,SG,Donovan,Donovan Mitchell,Mitchell,39.94565217391305,46,8800,ORL@UTA,UTA,ORL,,,,,,SG
56444-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,38.016129032258064,31,8800,DAL@WAS,DAL,WAS,,,,,,PF
56444-15595,SG,Bradley,Bradley Beal,Beal,45.63333275204613,42,8800,DAL@WAS,WAS,DAL,GTD,Hip,,,,SG
56444-40203,C,Rudy,Rudy Gobert,Gobert,40.78367396763393,49,8500,ORL@UTA,UTA,ORL,,,,,,C
56444-19067,SG,CJ,CJ McCollum,McCollum,39.16087009595788,23,8300,OKC@POR,POR,OKC,,,,,,SG
56444-23447,C,Richaun,Richaun Holmes,Holmes,33.528889973958336,45,8100,MIL@SAC,SAC,MIL,,,,,,C
56444-9714,SG,DeMar,DeMar DeRozan,DeRozan,39.02307754907853,39,8000,IND@SA,SA,IND,,,,,,SG
56444-14518,PF,Tobias,Tobias Harris,Harris,38.07441746911337,43,7900,MIN@PHI,PHI,MIN,,,,,,PF
56444-145321,SG,Anthony,Anthony Edwards,Edwards,28.991836236447703,49,7900,MIN@PHI,MIN,PHI,,,,,,SG
56444-66115,PG,Ben,Ben Simmons,Simmons,38.86000061035156,40,7800,MIN@PHI,PHI,MIN,,,,,,PG
56444-9663,PG,Jrue,Jrue Holiday,Holiday,35.03783849767736,37,7800,MIL@SAC,MIL,SAC,,,,,,PG
56444-67708,PG,Dejounte,Dejounte Murray,Murray,34.922222222222224,45,7700,IND@SA,SA,IND,,,,,,PG
56444-15684,SG,Victor,Victor Oladipo,Oladipo,36.2933349609375,30,7600,CLE@MIA,MIA,CLE,,,,,,SG
56444-16261,SF,Khris,Khris Middleton,Middleton,36.840425531914896,47,7500,MIL@SAC,MIL,SAC,,,,,,SF
56444-20992,PF,Larry,Larry Nance,Nance,28.879310344827587,29,7400,CLE@MIA,CLE,MIA,O,Illness,,,,PF
56444-20491,PF,Robert,Robert Covington,Covington,27.491303817085598,46,7400,OKC@POR,POR,OKC,,,,,,PF
56444-84667,SG,Collin,Collin Sexton,Sexton,34.68048840034299,41,7400,CLE@MIA,CLE,MIA,,,,,,SG
56444-117286,C,Moses,Moses Brown,Brown,22.93684146278783,19,7300,OKC@POR,OKC,POR,,,,,,C
56444-23798,SG,Caris,Caris LeVert,LeVert,32.58260975713315,23,7100,IND@SA,IND,SA,,,,,,SG
56444-110357,SF,RJ,RJ Barrett,Barrett,30.048980090082907,49,7100,NY@DET,NY,DET,,,,,,SF
56444-16405,SG,Terrence,Terrence Ross,Ross,26.650000321237666,38,7000,ORL@UTA,ORL,UTA,GTD,Ankle,,,,SG
56444-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.53428431919643,35,7000,OKC@POR,OKC,POR,O,Foot,,,,SG
56444-80821,C,Jarrett,Jarrett Allen,Allen,32.41363525390625,44,7000,CLE@MIA,CLE,MIA,O,Concussion,,,,C
56444-58378,C,Jakob,Jakob Poeltl,Poeltl,25.567390773607336,46,6800,IND@SA,SA,IND,,,,,,C
56444-23831,PF,Jerami,Jerami Grant,Grant,36.037776692708334,45,6700,NY@DET,DET,NY,,,,,,PF
56444-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,37.31363747336648,44,6700,IND@SA,IND,SA,GTD,Hip,,,,PG
56444-16293,SF,Norman,Norman Powell,Powell,27.98695705247962,46,6600,OKC@POR,POR,OKC,,,,,,SF
56444-58253,C,Myles,Myles Turner,Turner,33.55227383700284,44,6400,IND@SA,IND,SA,,,,,,C
56444-110336,PF,Chuma,Chuma Okeke,Okeke,16.837499618530273,32,6300,ORL@UTA,ORL,UTA,,,,,,PF
56444-9575,PG,Mike,Mike Conley,Conley,30.779998779296875,40,6300,ORL@UTA,UTA,ORL,,,,,,PG
56444-84676,C,Wendell,Wendell Carter,Carter,26.205714634486608,35,6200,ORL@UTA,ORL,UTA,,,,,,C
56444-110342,PG,Darius,Darius Garland,Garland,28.330769856770832,39,6200,CLE@MIA,CLE,MIA,,,,,,PG
56444-58312,SG,D'Angelo,D'Angelo Russell,Russell,32.04500122070313,20,6200,MIN@PHI,MIN,PHI,GTD,Knee,,,,SG
56444-84699,SG,Hamidou,Hamidou Diallo,Diallo,24.608571079799106,35,6100,NY@DET,DET,NY,,,,,,SG
56444-15590,C,Mason,Mason Plumlee,Plumlee,30.369565217391305,46,6100,NY@DET,DET,NY,,,,,,C
56444-14516,C,Enes,Enes Kanter,Kanter,30.1374994913737,48,6000,OKC@POR,POR,OKC,,,,,,C
56444-110349,SF,Rui,Rui Hachimura,Hachimura,24.86499938964844,40,6000,DAL@WAS,WAS,DAL,,,,,,SF
56444-49675,PG,Derrick,Derrick White,White,26.172726717862215,22,5900,IND@SA,SA,IND,,,,,,PG
56444-145536,PG,Theo,Theo Maledon,Maledon,19.626190185546875,42,5900,OKC@POR,OKC,POR,,,,,,PG
56444-110312,SG,Tyler,Tyler Herro,Herro,28.31842041015625,38,5900,CLE@MIA,MIA,CLE,,,,,,SG
56444-23825,C,Nerlens,Nerlens Noel,Noel,20.979069199672963,43,5900,NY@DET,NY,DET,,,,,,C
56444-15946,PF,Harrison,Harrison Barnes,Barnes,30.34565270465353,46,5800,MIL@SAC,SAC,MIL,,,,,,PF
56444-23665,SF,Buddy,Buddy Hield,Hield,28.426531110491073,49,5800,MIL@SAC,SAC,MIL,,,,,,SF
56444-110346,PF,Isaiah,Isaiah Roby,Roby,21.364285423642112,42,5800,OKC@POR,OKC,POR,,,,,,PF
56444-101329,PG,Kendrick,Kendrick Nunn,Nunn,23.44210494192023,38,5800,CLE@MIA,MIA,CLE,,,,,,PG
56444-66064,SF,Malik,Malik Beasley,Beasley,29.767568227407093,37,5700,MIN@PHI,MIN,PHI,,,,,,SF
56444-14496,PG,Ricky,Ricky Rubio,Rubio,24.81304400900136,46,5700,MIN@PHI,MIN,PHI,GTD,Back,,,,PG
56444-145538,PF,Aleksej,Aleksej Pokusevski,Pokusevski,17.93214307512556,28,5600,OKC@POR,OKC,POR,,,,,,PF
56444-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,28.325581395348838,43,5600,MIL@SAC,SAC,MIL,,,,,,SG
56444-9758,SF,Danny,Danny Green,Green,22.104166666666668,48,5500,MIN@PHI,PHI,MIN,,,,,,SF
56444-14510,SG,Alec,Alec Burks,Burks,23.881080421241553,37,5500,NY@DET,NY,DET,,,,,,SG
56444-9475,PG,Derrick,Derrick Rose,Rose,25.074999128069198,28,5500,NY@DET,NY,DET,,,,,,PG
56444-16201,PG,Michael,Michael Carter-Williams,Carter-Williams,22.134615384615383,26,5500,ORL@UTA,ORL,UTA,GTD,Illness,,,,PG
56444-20640,PG,Jordan,Jordan Clarkson,Clarkson,26.6062494913737,48,5400,ORL@UTA,UTA,ORL,,,,,,PG
56444-111273,SF,Luguentz,Luguentz Dort,Dort,21.273171029439787,41,5400,OKC@POR,OKC,POR,GTD,Concussion,,,,SF
56444-15628,SF,Otto,Otto Porter,Porter,20.389286586216517,28,5400,ORL@UTA,ORL,UTA,,,,,,SF
56444-40830,SG,Delon,Delon Wright,Wright,27.485000610351562,40,5400,MIL@SAC,SAC,MIL,,,,,,SG
56444-59318,SG,Joe,Joe Ingles,Ingles,23.613636363636363,44,5400,ORL@UTA,UTA,ORL,,,,,,SG
56444-9621,C,Brook,Brook Lopez,Lopez,23.399998982747395,48,5300,MIL@SAC,MIL,SAC,,,,,,C
56444-66061,SG,Dwayne,Dwayne Bacon,Bacon,16.983333587646484,48,5200,ORL@UTA,ORL,UTA,,,,,,SG
56444-84681,SG,Donte,Donte DiVincenzo,DiVincenzo,24.097871820977392,47,5200,MIL@SAC,MIL,SAC,,,,,,SG
