,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
16,Khris Middleton,SG,BOS@MIL,MIL,33.98,$6795,$7100,-$305,35.28, , ,0.0,0.0
34,Marcus Smart,SG,BOS@MIL,BOS,32.32,$6464,$5400,$1064,30.08, , ,0.0,0.0
1,Giannis Antetokounmpo,SF,BOS@MIL,MIL,49.31,$9861,$10700,-$839,57.25, , ,0.0,0.0
160,Kelly Oubre,SF,PHO@WAS,PHO,21.22,$4243,$3500,$743,33.16,GTD,Knee,0.0,0.0
3,Russell Westbrook,PG,HOU@DAL,HOU,51.03,$10205,$9800,$405,48.41,GTD,Illness,0.0,0.0
20,Ricky Rubio,PG,PHO@WAS,PHO,33.72,$6744,$6500,$244,34.36, , ,0.0,0.0
49,Marvin Bagley,PF,SAC@SA,SAC,25.63,$5125,$4800,$325,27.11, , ,0.0,0.0
56,Nemanja Bjelica,PF,SAC@SA,SAC,24.13,$4826,$4500,$326,26.01, , ,0.0,0.0
13,Deandre Ayton,C,PHO@WAS,PHO,44.45,$8891,$7600,$1291,41.18,GTD,Ankle,0.0,0.0
