Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,James Harden (16402092),James Harden,16402092,PG/G/UTIL,10700,BKN@SAC 02/15/2021 10:00PM ET,BKN,53.92
C,Joel Embiid (16402095),Joel Embiid,16402095,C/UTIL,10500,PHI@UTA 02/15/2021 09:00PM ET,PHI,52.22
PG,Stephen Curry (16402097),Stephen Curry,16402097,PG/G/UTIL,9900,CLE@GS 02/15/2021 10:00PM ET,GS,49.15
SF,Kawhi Leonard (16402100),Kawhi Leonard,16402100,SF/F/UTIL,9600,MIA@LAC 02/15/2021 10:00PM ET,LAC,46.66
PG,Trae Young (16402103),Trae Young,16402103,PG/G/UTIL,9500,ATL@NY 02/15/2021 07:30PM ET,ATL,46.81
PG,Russell Westbrook (16402106),Russell Westbrook,16402106,PG/G/UTIL,9400,HOU@WAS 02/15/2021 07:00PM ET,WAS,46.90
PF/C,Kevin Durant (16402109),Kevin Durant,16402109,PF/C/F/UTIL,9300,BKN@SAC 02/15/2021 10:00PM ET,BKN,50.28
SG,Zach LaVine (16402113),Zach LaVine,16402113,SG/G/UTIL,9200,CHI@IND 02/15/2021 07:00PM ET,CHI,45.87
PF/C,Domantas Sabonis (16402116),Domantas Sabonis,16402116,PF/C/F/UTIL,9100,CHI@IND 02/15/2021 07:00PM ET,IND,46.74
PG/SG,Kyrie Irving (16402120),Kyrie Irving,16402120,PG/SG/G/UTIL,9000,BKN@SAC 02/15/2021 10:00PM ET,BKN,46.03
SG,Bradley Beal (16402124),Bradley Beal,16402124,SG/G/UTIL,8900,HOU@WAS 02/15/2021 07:00PM ET,WAS,49.52
PG,De'Aaron Fox (16402127),De'Aaron Fox,16402127,PG/G/UTIL,8800,BKN@SAC 02/15/2021 10:00PM ET,SAC,40.81
PF/C,Julius Randle (16402130),Julius Randle,16402130,PF/C/F/UTIL,8700,ATL@NY 02/15/2021 07:30PM ET,NY,46.93
SG,Paul George (16402134),Paul George,16402134,SG/G/UTIL,8600,MIA@LAC 02/15/2021 10:00PM ET,LAC,43.88
PG/SF,Ben Simmons (16402137),Ben Simmons,16402137,PG/SF/F/G/UTIL,8400,PHI@UTA 02/15/2021 09:00PM ET,PHI,40.60
C,Bam Adebayo (16402142),Bam Adebayo,16402142,C/UTIL,8300,MIA@LAC 02/15/2021 10:00PM ET,MIA,42.16
SF,Jimmy Butler (16402144),Jimmy Butler,16402144,SF/F/UTIL,8200,MIA@LAC 02/15/2021 10:00PM ET,MIA,42.88
C,Christian Wood (16402147),Christian Wood,16402147,C/UTIL,8100,HOU@WAS 02/15/2021 07:00PM ET,HOU,42.5
PG/SG,Donovan Mitchell (16402149),Donovan Mitchell,16402149,PG/SG/G/UTIL,8000,PHI@UTA 02/15/2021 09:00PM ET,UTA,39.84
PG/SG,Malcolm Brogdon (16402153),Malcolm Brogdon,16402153,PG/SG/G/UTIL,7700,CHI@IND 02/15/2021 07:00PM ET,IND,39.89
C,Andre Drummond (16402157),Andre Drummond,16402157,C/UTIL,7600,CLE@GS 02/15/2021 10:00PM ET,CLE,43.15
PG,John Wall (16402159),John Wall,16402159,PG/G/UTIL,7500,HOU@WAS 02/15/2021 07:00PM ET,HOU,35.82
C,Clint Capela (16402162),Clint Capela,16402162,C/UTIL,7400,ATL@NY 02/15/2021 07:30PM ET,ATL,39.14
PF,Tobias Harris (16402164),Tobias Harris,16402164,PF/F/UTIL,7300,PHI@UTA 02/15/2021 09:00PM ET,PHI,37.08
C,Rudy Gobert (16402167),Rudy Gobert,16402167,C/UTIL,7200,PHI@UTA 02/15/2021 09:00PM ET,UTA,39.19
PG/SG,Victor Oladipo (16402169),Victor Oladipo,16402169,PG/SG/G/UTIL,7100,HOU@WAS 02/15/2021 07:00PM ET,HOU,36.1
PF/C,Kevin Love (16402173),Kevin Love,16402173,PF/C/F/UTIL,7000,CLE@GS 02/15/2021 10:00PM ET,CLE,21.75
PF/C,John Collins (16402177),John Collins,16402177,PF/C/F/UTIL,7000,ATL@NY 02/15/2021 07:30PM ET,ATL,33.52
PG,Caris LeVert (16402181),Caris LeVert,16402181,PG/G/UTIL,6900,CHI@IND 02/15/2021 07:00PM ET,IND,36.17
PG/SG,Collin Sexton (16402189),Collin Sexton,16402189,PG/SG/G/UTIL,6800,CLE@GS 02/15/2021 10:00PM ET,CLE,34.06
SG/SF,Buddy Hield (16402184),Buddy Hield,16402184,SG/SF/F/G/UTIL,6800,BKN@SAC 02/15/2021 10:00PM ET,SAC,29.97
PF/C,Draymond Green (16402193),Draymond Green,16402193,PF/C/F/UTIL,6700,CLE@GS 02/15/2021 10:00PM ET,GS,26.86
C,Jarrett Allen (16402197),Jarrett Allen,16402197,C/UTIL,6700,CLE@GS 02/15/2021 10:00PM ET,CLE,29.65
