,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
0,James Harden,SG,OKC@HOU,HOU,64.34,$12868,$11500,$1368,56.75, , ,0.0,0.0
37,Duncan Robinson,SG,MIA@IND,MIA,30.39,$6078,$4300,$1778,20.64, , ,0.7678299176219829,0.0
2,LeBron James,SF,POR@LAL,LAL,63.87,$12773,$10300,$2473,51.12,GTD,Groin,0.0,0.0
45,Jae Crowder,SF,MIA@IND,MIA,29.02,$5803,$4100,$1703,24.7, , ,0.0,0.0
11,Chris Paul,PG,OKC@HOU,OKC,43.95,$8790,$7200,$1590,36.06, , ,0.0,0.0
52,Alex Caruso,PG,POR@LAL,LAL,19.49,$3898,$3900,-$2,13.96, , ,0.0,0.0
9,Bam Adebayo,PF,MIA@IND,MIA,45.53,$9107,$7500,$1607,39.89, , ,0.0,0.0
12,Robert Covington,PF,OKC@HOU,HOU,36.01,$7203,$7000,$203,29.69, , ,0.0,0.0
60,P.J. Tucker,C,OKC@HOU,HOU,26.13,$5226,$3700,$1526,20.98, , ,0.0,0.0
