Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Luka Doncic (16181283),Luka Doncic,16181283,PG/G/UTIL,11000,DAL@TOR 01/18/2021 07:30PM ET,DAL,60.04
PG/SG,James Harden (16181286),James Harden,16181286,PG/SG/G/UTIL,10800,MIL@BKN 01/18/2021 07:30PM ET,BKN,53.42
PF/C,Giannis Antetokounmpo (16181290),Giannis Antetokounmpo,16181290,PF/C/F/UTIL,10400,MIL@BKN 01/18/2021 07:30PM ET,MIL,51.67
PF/C,Kevin Durant (16181294),Kevin Durant,16181294,PF/C/F/UTIL,10100,MIL@BKN 01/18/2021 07:30PM ET,BKN,51.78
PG,Stephen Curry (16181298),Stephen Curry,16181298,PG/G/UTIL,9800,GS@LAL 01/18/2021 10:00PM ET,GS,48.23
PG/SF,LeBron James (16181301),LeBron James,16181301,PG/SF/F/G/UTIL,9700,GS@LAL 01/18/2021 10:00PM ET,LAL,48.34
SG,Zach LaVine (16181306),Zach LaVine,16181306,SG/G/UTIL,9500,HOU@CHI 01/18/2021 08:00PM ET,CHI,44.33
PF/C,Anthony Davis (16181309),Anthony Davis,16181309,PF/C/F/UTIL,9300,GS@LAL 01/18/2021 10:00PM ET,LAL,43.17
PG,Kyrie Irving (16181313),Kyrie Irving,16181313,PG/G/UTIL,9100,MIL@BKN 01/18/2021 07:30PM ET,BKN,47.89
C,Christian Wood (16181316),Christian Wood,16181316,C/UTIL,8900,HOU@CHI 01/18/2021 08:00PM ET,HOU,44.68
PF/C,Pascal Siakam (16181318),Pascal Siakam,16181318,PF/C/F/UTIL,8400,DAL@TOR 01/18/2021 07:30PM ET,TOR,40.11
PF/C,Kristaps Porzingis (16181322),Kristaps Porzingis,16181322,PF/C/F/UTIL,8200,DAL@TOR 01/18/2021 07:30PM ET,DAL,31.5
