Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
54944-84669,PG,Luka,Luka Doncic,Doncic,54.31851761429398,27,11200,MEM@DAL,DAL,MEM,,,,,
54944-20848,PG,Damian,Damian Lillard,Lillard,48.017857142857146,28,10500,POR@PHO,POR,PHO,,,,,
54944-9488,SF,LeBron,LeBron James,James,48.18709834929435,31,10400,WAS@LAL,LAL,WAS,GTD,Ankle,,,
54944-15595,SG,Bradley,Bradley Beal,Beal,48.427998046875,25,9800,WAS@LAL,WAS,LAL,,,,,
54944-40783,SG,Zach,Zach LaVine,LaVine,44.193102606411635,29,9800,CHI@HOU,CHI,HOU,,,,,
54944-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9800,WAS@LAL,LAL,WAS,O,Calf,,,
54944-9642,PG,Russell,Russell Westbrook,Westbrook,43.65,20,9400,WAS@LAL,WAS,LAL,,,,,
54944-14528,SF,Jimmy,Jimmy Butler,Butler,44.400000678168404,18,9200,MIA@OKC,MIA,OKC,,,,,
54944-80817,PF,Bam,Bam Adebayo,Adebayo,42.067858014787944,28,8900,MIA@OKC,MIA,OKC,,,,,
54944-19067,SG,CJ,CJ McCollum,McCollum,42.74615478515625,13,8700,POR@PHO,POR,PHO,O,Foot,,,
54944-12332,PG,John,John Wall,Wall,35.81578947368421,19,8500,CHI@HOU,HOU,CHI,,,,,
54944-42202,PF,Christian,Christian Wood,Wood,41.81176398782169,17,8500,CHI@HOU,HOU,CHI,O,Ankle,,,
54944-66113,SG,Donovan,Donovan Mitchell,Mitchell,38.52142769949777,28,8300,CHA@UTA,UTA,CHA,,,,,
54944-40203,C,Rudy,Rudy Gobert,Gobert,39.766666666666666,30,8100,CHA@UTA,UTA,CHA,,,,,
54944-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,36.94117647058823,17,7800,MEM@DAL,DAL,MEM,,,,,
54944-58460,SG,Devin,Devin Booker,Booker,35.11199951171875,25,7700,POR@PHO,PHO,POR,,,,,
54944-145485,PG,LaMelo,LaMelo Ball,Ball,33.90344869679418,29,7600,CHA@UTA,CHA,UTA,,,,,
54944-14503,C,Jonas,Jonas Valanciunas,Valanciunas,34.138096400669646,21,7500,MEM@DAL,MEM,DAL,,,,,
54944-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,40.12083435058594,24,7500,MIA@OKC,OKC,MIA,,,,,
54944-9623,PG,Chris,Chris Paul,Paul,37.52142769949777,28,7500,POR@PHO,PHO,POR,,,,,
54944-15684,SG,Victor,Victor Oladipo,Oladipo,35.289999389648436,20,7400,CHI@HOU,HOU,CHI,GTD,Foot,,,
54944-42677,SG,Terry,Terry Rozier,Rozier,33.97407362196181,27,7300,CHA@UTA,CHA,UTA,,,,,
54944-23716,SF,Kyle,Kyle Anderson,Anderson,30.86800048828125,25,7200,MEM@DAL,MEM,DAL,,,,,
54944-110344,PG,Ja,Ja Morant,Morant,34.71666802300347,18,7200,MEM@DAL,MEM,DAL,,,,,
54944-12366,SF,Gordon,Gordon Hayward,Hayward,36.71481436270255,27,7100,CHA@UTA,CHA,UTA,,,,,
54944-20491,PF,Robert,Robert Covington,Covington,24.97037082248264,27,7000,POR@PHO,POR,PHO,,,,,
54944-14516,C,Enes,Enes Kanter,Kanter,29.399999158135778,29,6900,POR@PHO,POR,PHO,,,,,
54944-145576,PF,Jae'Sean,Jae'Sean Tate,Tate,21.942858014787948,28,6600,CHI@HOU,HOU,CHI,,,,,
54944-9666,PF,Thaddeus,Thaddeus Young,Young,28.56800048828125,25,6600,CHI@HOU,CHI,HOU,,,,,
54944-12362,C,DeMarcus,DeMarcus Cousins,Cousins,25.52800048828125,25,6400,CHI@HOU,HOU,CHI,GTD,Heel,,,
54944-84673,C,Deandre,Deandre Ayton,Ayton,32.8586215315194,29,6400,POR@PHO,PHO,POR,,,,,
54944-23776,C,Montrezl,Montrezl Harrell,Harrell,25.512904013356856,31,6200,WAS@LAL,LAL,WAS,,,,,
54944-67312,C,Thomas,Thomas Bryant,Bryant,26.370001220703124,10,6200,WAS@LAL,WAS,LAL,O,Knee,,,
54944-9453,C,Al,Al Horford,Horford,32.13333275204613,21,6100,MIA@OKC,OKC,MIA,,,,,
54944-110312,SG,Tyler,Tyler Herro,Herro,30.081817626953125,22,6000,MIA@OKC,MIA,OKC,GTD,Hip,,,
54944-110349,SF,Rui,Rui Hachimura,Hachimura,24.4,20,6000,WAS@LAL,WAS,LAL,,,,,
54944-55057,C,Jusuf,Jusuf Nurkic,Nurkic,26.741666158040363,12,6000,POR@PHO,POR,PHO,O,Wrist,,,
54944-110637,PF,Darius,Darius Bazley,Bazley,24.926666259765625,30,5800,MIA@OKC,OKC,MIA,,,,,
54944-20640,SG,Jordan,Jordan Clarkson,Clarkson,27.983333333333334,30,5800,CHA@UTA,UTA,CHA,,,,,
54944-110353,PF,Brandon,Brandon Clarke,Clarke,27.409522646949405,21,5800,MEM@DAL,MEM,DAL,,,,,
54944-58377,PF,Kyle,Kyle Kuzma,Kuzma,21.835484658518144,31,5700,WAS@LAL,LAL,WAS,GTD,Back,,,
54944-110326,PG,Coby,Coby White,White,28.168966359105603,29,5700,CHI@HOU,CHI,HOU,,,,,
54944-40201,PG,Dennis,Dennis Schroder,Schroder,26.25862068965517,29,5700,WAS@LAL,LAL,WAS,O,Covid-19,,,
54944-14530,SF,Bojan,Bojan Bogdanovic,Bogdanovic,23.163334147135416,30,5600,CHA@UTA,UTA,CHA,,,,,
54944-110352,PF,P.J.,P.J. Washington,Washington,28.0360009765625,25,5600,CHA@UTA,CHA,UTA,,,,,
54944-9575,PG,Mike,Mike Conley,Conley,31.616666158040363,24,5600,CHA@UTA,UTA,CHA,,,,,
54944-101329,PG,Kendrick,Kendrick Nunn,Nunn,23.83636474609375,22,5600,MIA@OKC,MIA,OKC,,,,,
54944-84670,SF,Mikal,Mikal Bridges,Bridges,27.47241421403556,29,5500,POR@PHO,PHO,POR,,,,,
54944-84695,SG,Gary,Gary Trent,Trent,22.05925835503472,27,5500,POR@PHO,POR,PHO,,,,,
54944-80812,PF,Lauri,Lauri Markkanen,Markkanen,29,14,5500,CHI@HOU,CHI,HOU,O,Shoulder,,,
54944-84676,C,Wendell,Wendell Carter,Carter,27.172222561306423,18,5400,CHI@HOU,CHI,HOU,,,,,
54944-84699,PG,Hamidou,Hamidou Diallo,Diallo,25.293332926432292,30,5300,MIA@OKC,OKC,MIA,,,,,
54944-9556,SG,Eric,Eric Gordon,Gordon,26.71818126331676,22,5300,CHI@HOU,HOU,CHI,,,,,
54944-84678,PF,Miles,Miles Bridges,Bridges,22.196552145070044,29,5200,CHA@UTA,CHA,UTA,,,,,
54944-84706,SG,Devonte',Devonte' Graham,Graham,27.44,25,5200,CHA@UTA,CHA,UTA,GTD,Kneecap,,,
54944-60233,SG,Dillon,Dillon Brooks,Brooks,26.441665649414062,24,5200,MEM@DAL,MEM,DAL,O,Thigh,,,
54944-42733,SF,David,David Nwaba,Nwaba,19.650000254313152,24,5100,CHI@HOU,HOU,CHI,,,,,
54944-59318,SG,Joe,Joe Ingles,Ingles,22.611539400540867,26,5100,CHA@UTA,UTA,CHA,,,,,
54944-15691,C,Cody,Cody Zeller,Zeller,25.28125,16,4800,CHA@UTA,CHA,UTA,,,,,
54944-145308,PF,Patrick,Patrick Williams,Williams,19.896427699497767,28,4800,CHI@HOU,CHI,HOU,,,,,
54944-15846,SG,Tim,Tim Hardaway,Hardaway,24.396296748408563,27,4800,MEM@DAL,DAL,MEM,,,,,
54944-84711,SG,Grayson,Grayson Allen,Allen,19.594999694824217,20,4700,MEM@DAL,MEM,DAL,,,,,
54944-9508,SF,Carmelo,Carmelo Anthony,Anthony,23.103572300502233,28,4700,POR@PHO,POR,PHO,,,,,
54944-16233,SF,Josh,Josh Richardson,Richardson,21.763157894736842,19,4700,MEM@DAL,DAL,MEM,,,,,
54944-110346,PF,Isaiah,Isaiah Roby,Roby,19.90416717529297,24,4600,MIA@OKC,OKC,MIA,,,,,
54944-11074,SF,Garrett,Garrett Temple,Temple,19.814285278320312,28,4600,CHI@HOU,CHI,HOU,,,,,
54944-66968,SF,Derrick,Derrick Jones,Jones,19.435999755859374,25,4600,POR@PHO,POR,PHO,,,,,
54944-18338,PF,Royce,Royce O'Neale,O'Neale,22.383333333333333,30,4600,CHA@UTA,UTA,CHA,,,,,
54944-15800,PF,Jae,Jae Crowder,Crowder,22.52692354642428,26,4600,POR@PHO,PHO,POR,,,,,
