slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,WIN,2219,12,18,5,6,13,14,0,4,4,0,0,1,4,35.2
paulch01,Chris Paul,LOS ANGELES CLIPPERS,AWAY,MEMPHIS GRIZZLIES,WIN,1975,6,16,1,8,14,15,1,3,11,6,2,1,4,31.9
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,HOME,LOS ANGELES CLIPPERS,LOSS,2233,9,20,7,11,5,7,0,2,10,1,2,0,2,28.0
leonaka01,Kawhi Leonard,SAN ANTONIO SPURS,AWAY,UTAH JAZZ,WIN,1890,9,18,1,5,10,10,4,7,4,1,1,1,2,27.6
wadedw01,Dwyane Wade,CHICAGO BULLS,HOME,NEW YORK KNICKS,LOSS,2000,12,20,5,7,6,8,2,8,1,0,0,3,3,25.3
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,AWAY,LOS ANGELES LAKERS,LOSS,2117,10,16,2,4,5,8,1,4,3,2,1,2,1,22.9
bookede01,Devin Booker,PHOENIX SUNS,AWAY,NEW ORLEANS PELICANS,WIN,2487,13,22,3,7,9,9,0,4,3,0,0,6,6,22.7
davisan02,Anthony Davis,NEW ORLEANS PELICANS,HOME,PHOENIX SUNS,LOSS,2553,7,11,0,1,8,12,1,9,2,1,4,1,1,22.7
joneste01,Terrence Jones,NEW ORLEANS PELICANS,HOME,PHOENIX SUNS,LOSS,1681,9,14,1,3,0,4,2,5,6,2,4,1,0,22.1
plumlma01,Mason Plumlee,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,WIN,2045,7,9,0,0,5,5,1,3,4,4,1,2,2,21.8
butleji01,Jimmy Butler,CHICAGO BULLS,HOME,NEW YORK KNICKS,LOSS,2233,7,15,1,4,11,11,2,3,2,1,0,2,0,21.0
derozde01,DeMar DeRozan,TORONTO RAPTORS,HOME,MIAMI HEAT,WIN,2212,14,26,0,2,6,6,1,3,4,0,0,4,2,21.0
porzikr01,Kristaps Porziņģis,NEW YORK KNICKS,AWAY,CHICAGO BULLS,WIN,1979,10,15,4,7,3,5,2,3,1,0,0,0,5,20.7
