"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"54012-84669","PG","Luka","Luka Doncic","Doncic","55.29375076293945","16","11500","DAL@UTA","DAL","UTA","","","","",""
"54012-40199","PF","Giannis","Giannis Antetokounmpo","Antetokounmpo","50.1066650390625","15","11300","MIL@TOR","MIL","TOR","","","","",""
"54012-55062","C","Nikola","Nikola Jokic","Jokic","56.67058967141544","17","11200","DEN@MIA","DEN","MIA","","","","",""
"54012-9646","SF","Kevin","Kevin Durant","Durant","51.31428745814732","14","10700","BKN@ATL","BKN","ATL","","","","",""
"54012-84671","PG","Trae","Trae Young","Young","42.54999923706055","16","10600","BKN@ATL","ATL","BKN","","","","",""
"54012-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","50.625","4","10500","MIN@GS","MIN","GS","O","Covid-19","","",""
"54012-55059","C","Clint","Clint Capela","Capela","41.49285888671875","14","10500","BKN@ATL","ATL","BKN","","","","",""
"54012-9488","SF","LeBron","LeBron James","James","46.28333197699653","18","10400","LAL@PHI","LAL","PHI","GTD","Ankle","","",""
"54012-15595","SG","Bradley","Bradley Beal","Beal","50.166666666666664","12","10300","WAS@NO","WAS","NO","","","","",""
"54012-15755","PF","Anthony","Anthony Davis","Davis","45.993751525878906","16","10100","LAL@PHI","LAL","PHI","GTD","Ankle","","",""
"54012-9642","PG","Russell","Russell Westbrook","Westbrook","43.48888821072049","9","9900","WAS@NO","WAS","NO","","","","",""
"54012-9644","SG","James","James Harden","Harden","47.75","14","9800","BKN@ATL","BKN","ATL","","","","",""
"54012-49111","C","Joel","Joel Embiid","Embiid","50.371429443359375","14","9800","LAL@PHI","PHI","LAL","","","","",""
"54012-9524","PG","Stephen","Stephen Curry","Curry","44.85882209329044","17","9600","MIN@GS","GS","MIN","","","","",""
"54012-80808","PF","Jayson","Jayson Tatum","Tatum","43.5","11","9600","BOS@SA","BOS","SA","","","","",""
"54012-14514","C","Nikola","Nikola Vucevic","Vucevic","45.93333265516493","18","9400","SAC@ORL","ORL","SAC","","","","",""
"54012-80817","PF","Bam","Bam Adebayo","Adebayo","41.51428658621652","14","9400","DEN@MIA","MIA","DEN","","","","",""
"54012-14498","PG","Kyrie","Kyrie Irving","Irving","45.6181807084517","11","9200","BKN@ATL","BKN","ATL","","","","",""
"54012-59358","PF","Domantas","Domantas Sabonis","Sabonis","44.14705882352941","17","9200","IND@CHA","IND","CHA","GTD","Knee","","",""
"54012-67026","SF","Jaylen","Jaylen Brown","Brown","42.618751525878906","16","9000","BOS@SA","BOS","SA","","","","",""
"54012-15557","C","Andre","Andre Drummond","Drummond","45.08124923706055","16","8800","DET@CLE","CLE","DET","","","","",""
"54012-14528","SF","Jimmy","Jimmy Butler","Butler","37.1000010172526","6","8600","DEN@MIA","MIA","DEN","O","Covid-19","","",""
"54012-84680","SG","Shai","Shai Gilgeous-Alexander","Gilgeous-Alexander","39.400001525878906","16","8500","OKC@PHO","OKC","PHO","","","","",""
"54012-23831","SF","Jerami","Jerami Grant","Grant","41.529411764705884","17","8400","DET@CLE","DET","CLE","","","","",""
"54012-63122","PF","Kristaps","Kristaps Porzingis","Porzingis","36.22857230050223","7","8400","DAL@UTA","DAL","UTA","","","","",""
"54012-84673","C","Deandre","Deandre Ayton","Ayton","35.373331705729164","15","8300","OKC@PHO","PHO","OKC","","","","",""
"54012-16359","PG","Malcolm","Malcolm Brogdon","Brogdon","41.470588235294116","17","8300","IND@CHA","IND","CHA","","","","",""
"54012-66113","SG","Donovan","Donovan Mitchell","Mitchell","36.135293399586395","17","8200","DAL@UTA","UTA","DAL","","","","",""
"54012-66115","PG","Ben","Ben Simmons","Simmons","38.6875","16","8200","LAL@PHI","PHI","LAL","","","","",""
"54012-12366","SF","Gordon","Gordon Hayward","Hayward","38.931251525878906","16","8100","IND@CHA","CHA","IND","","","","",""
"54012-40203","C","Rudy","Rudy Gobert","Gobert","39.38235294117647","17","8000","DAL@UTA","UTA","DAL","","","","",""
"54012-9714","SG","DeMar","DeMar DeRozan","DeRozan","39.8","15","7900","BOS@SA","SA","BOS","","","","",""
"54012-24247","SG","Fred","Fred VanVleet","VanVleet","38.541177188648895","17","7900","MIL@TOR","TOR","MIL","","","","",""
"54012-16261","SF","Khris","Khris Middleton","Middleton","39.20000076293945","16","7900","MIL@TOR","MIL","TOR","","","","",""
"54012-80810","PG","De'Aaron","De'Aaron Fox","Fox","36.568748474121094","16","7900","SAC@ORL","SAC","ORL","","","","",""
"54012-110310","PF","Zion","Zion Williamson","Williamson","37.285714285714285","14","7800","WAS@NO","NO","WAS","","","","",""
"54012-9663","PG","Jrue","Jrue Holiday","Holiday","34.83124923706055","16","7700","MIL@TOR","MIL","TOR","","","","",""
"54012-60021","SF","Pascal","Pascal Siakam","Siakam","37.057141985212056","14","7700","MIL@TOR","TOR","MIL","GTD","Knee","","",""
"54012-67708","PG","Dejounte","Dejounte Murray","Murray","34.01176542394302","17","7600","BOS@SA","SA","BOS","","","","",""
"54012-23447","C","Richaun","Richaun Holmes","Holmes","32.21999918619792","15","7600","SAC@ORL","SAC","ORL","","","","",""
"54012-9535","PG","Kyle","Kyle Lowry","Lowry","35.77857099260603","14","7500","MIL@TOR","TOR","MIL","","","","",""
"54012-66048","SF","Brandon","Brandon Ingram","Ingram","38.686665852864586","15","7500","WAS@NO","NO","WAS","","","","",""
"54012-58312","SG","D'Angelo","D'Angelo Russell","Russell","34.70714242117746","14","7500","MIN@GS","MIN","GS","GTD","Quadriceps","","",""
"54012-9623","PG","Chris","Chris Paul","Paul","34.313334147135414","15","7400","OKC@PHO","PHO","OKC","","","","",""
"54012-66236","PF","John","John Collins","Collins","32.029411764705884","17","7400","BKN@ATL","ATL","BKN","","","","",""
"54012-84667","SG","Collin","Collin Sexton","Sexton","35.916666666666664","12","7300","DET@CLE","CLE","DET","","","","",""
"54012-58460","SG","Devin","Devin Booker","Booker","33.628570556640625","14","7200","OKC@PHO","PHO","OKC","O","Hamstring","","",""
"54012-66108","PG","Jamal","Jamal Murray","Murray","31.950000762939453","16","7200","DEN@MIA","DEN","MIA","","","","",""
"54012-58253","C","Myles","Myles Turner","Turner","39.38666585286458","15","7100","IND@CHA","IND","CHA","","","","",""
"54012-14507","PG","Kemba","Kemba Walker","Walker","32.525001525878906","4","7000","BOS@SA","BOS","SA","","","","",""
"54012-14518","SF","Tobias","Tobias Harris","Harris","35.4","15","7000","LAL@PHI","PHI","LAL","","","","",""
"54012-41594","PF","Aaron","Aaron Gordon","Gordon","32.9375","16","6800","SAC@ORL","ORL","SAC","","","","",""
"54012-42677","PG","Terry","Terry Rozier","Rozier","31.917645622702207","17","6800","IND@CHA","CHA","IND","","","","",""
"54012-84682","SF","Michael","Michael Porter","Porter","34.84285627092634","7","6800","DEN@MIA","DEN","MIA","","","","",""
"54012-49116","SG","Andrew","Andrew Wiggins","Wiggins","32.12941248276655","17","6800","MIN@GS","GS","MIN","","","","",""
"54012-9575","PG","Mike","Mike Conley","Conley","32.658824247472424","17","6700","DAL@UTA","UTA","DAL","","","","",""
"54012-66064","SF","Malik","Malik Beasley","Beasley","30.318750381469727","16","6700","MIN@GS","MIN","GS","","","","",""
"54012-23670","SG","Marcus","Marcus Smart","Smart","31.580000813802084","15","6600","BOS@SA","BOS","SA","","","","",""
"54012-110347","SF","Keldon","Keldon Johnson","Johnson","29.399999281939337","17","6600","BOS@SA","SA","BOS","","","","",""
"54012-20992","SF","Larry","Larry Nance","Nance","29.875","16","6500","DET@CLE","CLE","DET","GTD","Wrist","","",""
"54012-68203","PF","Chris","Chris Boucher","Boucher","31.770586799172793","17","6500","MIL@TOR","TOR","MIL","","","","",""
"54012-110352","PF","P.J.","P.J. Washington","Washington","29.30000035903033","17","6500","IND@CHA","CHA","IND","","","","",""
