,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
18,Rodney McGruder,SG,LAC@DEN,LAC,13.63,$2727,$6000,-$3273,8.93, , ,0.0,0.0
19,Troy Daniels,SG,LAC@DEN,DEN,16.89,$3379,$6000,-$2621,6.76, , ,0.0,0.0
23,Mfiondu Kabengele,SF,LAC@DEN,LAC,18.52,$3705,$6000,-$2295,5.68, , ,0.0,0.0
15,Landry Shamet,PG,LAC@DEN,LAC,19.32,$3864,$7500,-$3636,15.25, , ,0.0,0.0
16,Reggie Jackson,PG,LAC@DEN,LAC,23.28,$4657,$7000,-$2343,21.69, , ,0.0,0.0
17,JaMychal Green,PF,LAC@DEN,LAC,20.07,$4013,$6500,-$2487,17.05, , ,0.0,0.0
29,Patrick Patterson,PF,LAC@DEN,LAC,14.04,$2808,$6000,-$3192,9.22, , ,0.0,0.0
13,Montrezl Harrell,C,LAC@DEN,LAC,33.69,$6739,$8000,-$1261,33.23, , ,0.0,0.0
