Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,James Harden (16089403),James Harden,16089403,PG/SG/G/UTIL,11100,DAL@HOU 01/04/2021 08:00PM ET,HOU,63.17
PF/C,Giannis Antetokounmpo (16089407),Giannis Antetokounmpo,16089407,PF/C/F/UTIL,10800,DET@MIL 01/04/2021 08:00PM ET,MIL,52.83
PG,Luka Doncic (16089411),Luka Doncic,16089411,PG/G/UTIL,10300,DAL@HOU 01/04/2021 08:00PM ET,DAL,44.9
C,Joel Embiid (16089414),Joel Embiid,16089414,C/UTIL,9900,CHA@PHI 01/04/2021 07:00PM ET,PHI,49.75
PG,Trae Young (16089416),Trae Young,16089416,PG/G/UTIL,9800,NY@ATL 01/04/2021 07:30PM ET,ATL,46.96
PF/C,Domantas Sabonis (16089419),Domantas Sabonis,16089419,PF/C/F/UTIL,9500,IND@NO 01/04/2021 08:00PM ET,IND,48.67
PG,Stephen Curry (16089423),Stephen Curry,16089423,PG/G/UTIL,9300,SAC@GS 01/04/2021 10:00PM ET,GS,50.92
C,Andre Drummond (16089426),Andre Drummond,16089426,C/UTIL,9200,CLE@ORL 01/04/2021 07:00PM ET,CLE,46.96
PG/SF,Ben Simmons (16089428),Ben Simmons,16089428,PG/SF/F/G/UTIL,9100,CHA@PHI 01/04/2021 07:00PM ET,PHI,41.79
PF/C,Julius Randle (16089433),Julius Randle,16089433,PF/C/F/UTIL,9000,NY@ATL 01/04/2021 07:30PM ET,NY,47.21
C,Nikola Vucevic (16089437),Nikola Vucevic,16089437,C/UTIL,8800,CLE@ORL 01/04/2021 07:00PM ET,ORL,45.21
SF/PF,Jayson Tatum (16089439),Jayson Tatum,16089439,SF/PF/F/UTIL,8600,BOS@TOR 01/04/2021 07:30PM ET,BOS,45.54
C,Bam Adebayo (16089443),Bam Adebayo,16089443,C/UTIL,8500,OKC@MIA 01/04/2021 07:30PM ET,MIA,39.7
SF/PF,Brandon Ingram (16089445),Brandon Ingram,16089445,SF/PF/F/UTIL,8400,IND@NO 01/04/2021 08:00PM ET,NO,43.62
