Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Luka Doncic (16395417),Luka Doncic,16395417,PG/G/UTIL,11100,POR@DAL 02/14/2021 07:30PM ET,DAL,57.64
PF/C,Giannis Antetokounmpo (16395420),Giannis Antetokounmpo,16395420,PF/C/F/UTIL,10900,MIL@OKC 02/14/2021 08:00PM ET,MIL,55.23
C,Nikola Jokic (16395424),Nikola Jokic,16395424,C/UTIL,10700,LAL@DEN 02/14/2021 10:00PM ET,DEN,59.29
PG/SF,LeBron James (16395426),LeBron James,16395426,PG/SF/F/G/UTIL,10200,LAL@DEN 02/14/2021 10:00PM ET,LAL,51
C,Nikola Vucevic (16395431),Nikola Vucevic,16395431,C/UTIL,9800,ORL@PHO 02/14/2021 09:00PM ET,ORL,48.46
SF,Kawhi Leonard (16395433),Kawhi Leonard,16395433,SF/F/UTIL,9700,CLE@LAC 02/14/2021 10:00PM ET,LAC,46.66
PG,Damian Lillard (16395436),Damian Lillard,16395436,PG/G/UTIL,9600,POR@DAL 02/14/2021 07:30PM ET,POR,48.43
C,Karl-Anthony Towns (16395439),Karl-Anthony Towns,16395439,C/UTIL,9400,MIN@TOR 02/14/2021 07:00PM ET,MIN,48.33
PF/C,Anthony Davis (16395441),Anthony Davis,16395441,PF/C/F/UTIL,9300,LAL@DEN 02/14/2021 10:00PM ET,LAL,44.76
PG,De'Aaron Fox (16395445),De'Aaron Fox,16395445,PG/G/UTIL,9000,MEM@SAC 02/14/2021 10:00PM ET,SAC,40.72
SG,Paul George (16395448),Paul George,16395448,SG/G/UTIL,8900,CLE@LAC 02/14/2021 10:00PM ET,LAC,43.88
PG,LaMelo Ball (16395451),LaMelo Ball,16395451,PG/G/UTIL,8700,SA@CHA 02/14/2021 07:00PM ET,CHA,34.68
PF/C,Kristaps Porzingis (16395454),Kristaps Porzingis,16395454,PF/C/F/UTIL,8500,POR@DAL 02/14/2021 07:30PM ET,DAL,37.94
PG/SG,Shai Gilgeous-Alexander (16395458),Shai Gilgeous-Alexander,16395458,PG/SG/G/UTIL,8400,MIL@OKC 02/14/2021 08:00PM ET,OKC,41.98
SF/PF,Brandon Ingram (16395462),Brandon Ingram,16395462,SF/PF/F/UTIL,8400,NO@DET 02/14/2021 07:00PM ET,NO,41.15
PG/SG,Fred VanVleet (16395466),Fred VanVleet,16395466,PG/SG/G/UTIL,8300,MIN@TOR 02/14/2021 07:00PM ET,TOR,40.86
SG,Devin Booker (16395470),Devin Booker,16395470,SG/G/UTIL,8200,ORL@PHO 02/14/2021 09:00PM ET,PHO,37.13
PG,CJ McCollum (16395473),CJ McCollum,16395473,PG/G/UTIL,8100,POR@DAL 02/14/2021 07:30PM ET,POR,44.48
PF/C,Zion Williamson (16395476),Zion Williamson,16395476,PF/C/F/UTIL,8100,NO@DET 02/14/2021 07:00PM ET,NO,39.79
SF/PF,DeMar DeRozan (16395480),DeMar DeRozan,16395480,SF/PF/F/UTIL,8000,SA@CHA 02/14/2021 07:00PM ET,SA,38.64
PF/C,Pascal Siakam (16395484),Pascal Siakam,16395484,PF/C/F/UTIL,7900,MIN@TOR 02/14/2021 07:00PM ET,TOR,40.16
SG/SF,Khris Middleton (16395488),Khris Middleton,16395488,SG/SF/F/G/UTIL,7800,MIL@OKC 02/14/2021 08:00PM ET,MIL,39.82
