Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
55926-9644,SG,James,James Harden,Harden,52.605406065244935,37,11300,WAS@BKN,BKN,WAS,,,,,,SG
55926-9642,PG,Russell,Russell Westbrook,Westbrook,48.45151589133523,33,11100,WAS@BKN,WAS,BKN,,,,,,PG
55926-84669,PG,Luka,Luka Doncic,Doncic,52.7710539165296,38,10800,DAL@POR,DAL,POR,,,,,,PG
55926-49111,C,Joel,Joel Embiid,Embiid,53.11290322580645,31,10700,PHI@NY,PHI,NY,O,Knee,,,,C
55926-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,10600,LAL@PHO,LAL,PHO,O,Ankle,,,,SF
55926-20848,PG,Damian,Damian Lillard,Lillard,47.34634027248475,41,10000,DAL@POR,POR,DAL,,,,,,PG
55926-42669,PF,Julius,Julius Randle,Randle,44.36279012990553,43,9800,PHI@NY,NY,PHI,,,,,,PF
55926-15595,SG,Bradley,Bradley Beal,Beal,47.3421052631579,38,9600,WAS@BKN,WAS,BKN,,,,,,SG
55926-14498,PG,Kyrie,Kyrie Irving,Irving,45.390321793094756,31,9100,WAS@BKN,BKN,WAS,,,,,,PG
55926-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9000,LAL@PHO,LAL,PHO,O,Calf,,,,PF
55926-9646,SF,Kevin,Kevin Durant,Durant,48.542104620682565,19,8800,WAS@BKN,BKN,WAS,O,Hamstring,,,,SF
55926-40783,SG,Zach,Zach LaVine,LaVine,42.35609696551067,41,8700,CHI@DET,CHI,DET,,,,,,SG
55926-66115,PG,Ben,Ben Simmons,Simmons,40.423530129825366,34,8500,PHI@NY,PHI,NY,GTD,Knee,,,,PG
55926-14518,PF,Tobias,Tobias Harris,Harris,38.605406065244935,37,8300,PHI@NY,PHI,NY,,,,,,PF
55926-24247,SG,Fred,Fred VanVleet,VanVleet,40.474999321831596,36,8200,TOR@CLE,TOR,CLE,,,,,,SG
55926-9535,PG,Kyle,Kyle Lowry,Lowry,36.50882496553309,34,8200,TOR@CLE,TOR,CLE,,,,,,PG
55926-19067,SG,CJ,CJ McCollum,McCollum,39.66875076293945,16,8000,DAL@POR,POR,DAL,,,,,,SG
55926-60021,PF,Pascal,Pascal Siakam,Siakam,39.415626525878906,32,7900,TOR@CLE,TOR,CLE,,,,,,PF
55926-58460,SG,Devin,Devin Booker,Booker,36.53888956705729,36,7800,LAL@PHO,PHO,LAL,,,,,,SG
55926-16293,SF,Norman,Norman Powell,Powell,28.192307692307693,39,7800,TOR@CLE,TOR,CLE,,,,,,SF
55926-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,36.56,25,7700,DAL@POR,DAL,POR,,,,,,PF
55926-84667,SG,Collin,Collin Sexton,Sexton,34.33611043294271,36,7500,TOR@CLE,CLE,TOR,,,,,,SG
55926-68203,C,Chris,Chris Boucher,Boucher,30.390243902439025,41,7400,TOR@CLE,TOR,CLE,,,,,,C
55926-9623,PG,Chris,Chris Paul,Paul,37.13999938964844,40,7100,LAL@PHO,PHO,LAL,,,,,,PG
55926-23776,C,Montrezl,Montrezl Harrell,Harrell,27.357142857142858,42,7000,LAL@PHO,LAL,PHO,,,,,,C
55926-23831,PF,Jerami,Jerami Grant,Grant,37.10000128495066,38,7000,CHI@DET,DET,CHI,,,,,,PF
55926-9666,PF,Thaddeus,Thaddeus Young,Young,30.327779134114582,36,6600,CHI@DET,CHI,DET,,,,,,PF
55926-84673,C,Deandre,Deandre Ayton,Ayton,32.32749938964844,40,6500,LAL@PHO,PHO,LAL,,,,,,C
55926-80821,C,Jarrett,Jarrett Allen,Allen,32.07250061035156,40,6300,TOR@CLE,CLE,TOR,,,,,,C
55926-14516,C,Enes,Enes Kanter,Kanter,30.304878048780488,41,6200,DAL@POR,POR,DAL,,,,,,C
55926-40830,PG,Delon,Delon Wright,Wright,28.600000718060663,34,6200,CHI@DET,DET,CHI,,,,,,PG
55926-20491,PF,Robert,Robert Covington,Covington,26.225640712640224,39,6100,DAL@POR,POR,DAL,,,,,,PF
55926-40201,PG,Dennis,Dennis Schroder,Schroder,27.24473812705592,38,6100,LAL@PHO,LAL,PHO,,,,,,PG
55926-15590,C,Mason,Mason Plumlee,Plumlee,30.05128205128205,39,6000,CHI@DET,DET,CHI,,,,,,C
55926-9475,PG,Derrick,Derrick Rose,Rose,25.64,25,6000,PHI@NY,NY,PHI,O,Covid-19,,,,PG
55926-58377,PF,Kyle,Kyle Kuzma,Kuzma,23.334146639195882,41,5900,LAL@PHO,LAL,PHO,,,,,,PF
55926-110357,SF,RJ,RJ Barrett,Barrett,29.721429734002974,42,5900,PHI@NY,NY,PHI,,,,,,SF
55926-67312,C,Thomas,Thomas Bryant,Bryant,26.370001220703124,10,5800,WAS@BKN,WAS,BKN,O,Knee,,,,C
55926-80812,PF,Lauri,Lauri Markkanen,Markkanen,28.335000610351564,20,5600,CHI@DET,CHI,DET,,,,,,PF
55926-84691,PG,Shake,Shake Milton,Milton,22.079412123736212,34,5500,PHI@NY,PHI,NY,,,,,,PG
55926-110342,PG,Darius,Darius Garland,Garland,28.556249618530273,32,5500,TOR@CLE,CLE,TOR,,,,,,PG
55926-9660,C,Dwight,Dwight Howard,Howard,19.769047328404017,42,5400,PHI@NY,PHI,NY,,,,,,C
55926-20992,SF,Larry,Larry Nance,Nance,27.791666666666668,24,5300,TOR@CLE,CLE,TOR,,,,,,SF
55926-84670,SF,Mikal,Mikal Bridges,Bridges,27.55,40,5300,LAL@PHO,PHO,LAL,,,,,,SF
55926-80814,PG,Dennis,Dennis Smith,Smith,19.03529447667739,17,5300,CHI@DET,DET,CHI,,,,,,PG
55926-84695,SG,Gary,Gary Trent,Trent,22.23333270733173,39,5200,DAL@POR,POR,DAL,,,,,,SG
55926-110326,PG,Coby,Coby White,White,27.870001220703124,40,5200,CHI@DET,CHI,DET,,,,,,PG
55926-55057,C,Jusuf,Jusuf Nurkic,Nurkic,26.741666158040363,12,5200,DAL@POR,POR,DAL,O,Wrist,,,,C
55926-9508,SF,Carmelo,Carmelo Anthony,Anthony,24.657499694824217,40,5200,DAL@POR,POR,DAL,,,,,,SF
55926-16233,SF,Josh,Josh Richardson,Richardson,23.729031470514112,31,5200,DAL@POR,DAL,POR,,,,,,SF
55926-68090,SF,OG,OG Anunoby,Anunoby,28.912501017252605,24,5200,TOR@CLE,TOR,CLE,,,,,,SF
55926-9560,PF,Blake,Blake Griffin,Griffin,25.064999389648438,20,5100,WAS@BKN,BKN,WAS,GTD,Coach's decision,,,,PF
55926-145348,SG,Immanuel,Immanuel Quickley,Quickley,20.2648645349451,37,5100,PHI@NY,NY,PHI,GTD,Ankle,,,,SG
55926-19138,PG,Elfrid,Elfrid Payton,Payton,23.514705882352942,34,5000,PHI@NY,NY,PHI,GTD,Hamstring,,,,PG
55926-14510,SG,Alec,Alec Burks,Burks,22.25,30,4900,PHI@NY,NY,PHI,,,,,,SG
55926-84676,C,Wendell,Wendell Carter,Carter,26.862068965517242,29,4900,CHI@DET,CHI,DET,,,,,,C
