Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56130-9644,SG,James,James Harden,Harden,52.828206380208336,39,11300,BKN@DET,BKN,DET,GTD,Neck,,,,SG
56130-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.895240420386905,42,11100,BOS@MIL,MIL,BOS,,,,,,PF
56130-84669,PG,Luka,Luka Doncic,Doncic,51.9875,40,10800,IND@DAL,DAL,IND,,,,,,PG
56130-55062,C,Nikola,Nikola Jokic,Jokic,56.04222005208333,45,10500,DEN@NO,DEN,NO,,,,,,C
56130-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.395833333333336,24,10000,HOU@MIN,MIN,HOU,,,,,,C
56130-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,9900,CLE@LAL,LAL,CLE,O,Ankle,,,,SF
56130-14498,PG,Kyrie,Kyrie Irving,Irving,45.640625,32,9600,BKN@DET,BKN,DET,O,Personal,,,,PG
56130-14528,SF,Jimmy,Jimmy Butler,Butler,46.480000813802086,30,9300,MIA@CHA,MIA,CHA,O,Illness,,,,SF
56130-20848,PG,Damian,Damian Lillard,Lillard,46.513635808771305,44,9200,POR@ORL,POR,ORL,,,,,,PG
56130-9524,PG,Stephen,Stephen Curry,Curry,45.897500610351564,40,9000,ATL@GS,GS,ATL,O,Lower body,,,,PG
56130-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9000,CLE@LAL,LAL,CLE,O,Calf,,,,PF
56130-9646,SF,Kevin,Kevin Durant,Durant,48.542104620682565,19,8800,BKN@DET,BKN,DET,O,Hamstring,,,,SF
56130-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.763635808771305,44,8800,IND@DAL,IND,DAL,,,,,,PF
56130-84671,PG,Trae,Trae Young,Young,43.607142857142854,42,8700,ATL@GS,ATL,GS,,,,,,PG
56130-40203,C,Rudy,Rudy Gobert,Gobert,40.5204551003196,44,8600,MEM@UTA,UTA,MEM,,,,,,C
56130-80808,PF,Jayson,Jayson Tatum,Tatum,42.50769355969551,39,8600,BOS@MIL,BOS,MIL,,,,,,PF
56130-66113,SG,Donovan,Donovan Mitchell,Mitchell,39.81190418061756,42,8400,MEM@UTA,UTA,MEM,,,,,,SG
56130-66048,SF,Brandon,Brandon Ingram,Ingram,39.04883664153343,43,8300,DEN@NO,NO,DEN,,,,,,SF
56130-110310,PF,Zion,Zion Williamson,Williamson,40.7452392578125,42,8300,DEN@NO,NO,DEN,,,,,,PF
56130-12332,PG,John,John Wall,Wall,36.09655340786638,29,8200,HOU@MIN,HOU,MIN,,,,,,PG
56130-66236,PF,John,John Collins,Collins,33.10909201882102,44,8200,ATL@GS,ATL,GS,,,,,,PF
56130-58460,SG,Devin,Devin Booker,Booker,37.04102501502404,39,8100,PHO@TOR,PHO,TOR,,,,,,SG
56130-24247,SG,Fred,Fred VanVleet,VanVleet,40.31794934395032,39,8000,PHO@TOR,TOR,PHO,,,,,,SG
56130-55059,C,Clint,Clint Capela,Capela,40.413156609786185,38,8000,ATL@GS,ATL,GS,,,,,,C
56130-80817,C,Bam,Bam Adebayo,Adebayo,42.13589868790064,39,8000,MIA@CHA,MIA,CHA,,,,,,C
56130-67026,SF,Jaylen,Jaylen Brown,Brown,39.63333275204613,42,8000,BOS@MIL,BOS,MIL,,,,,,SF
56130-66108,PG,Jamal,Jamal Murray,Murray,35.43333217075893,42,7900,DEN@NO,DEN,NO,,,,,,PG
56130-60021,PF,Pascal,Pascal Siakam,Siakam,39.22857142857143,35,7900,PHO@TOR,TOR,PHO,,,,,,PF
56130-14503,C,Jonas,Jonas Valanciunas,Valanciunas,35.25,36,7800,MEM@UTA,MEM,UTA,,,,,,C
56130-23798,SG,Caris,Caris LeVert,LeVert,33.75789602179276,19,7800,IND@DAL,IND,DAL,,,,,,SG
56130-15684,SG,Victor,Victor Oladipo,Oladipo,36.85172245420259,29,7800,MIA@CHA,MIA,CHA,O,Not injury related,,,,SG
56130-9663,PG,Jrue,Jrue Holiday,Holiday,34.00302956321023,33,7800,BOS@MIL,MIL,BOS,,,,,,PG
56130-42202,C,Christian,Christian Wood,Wood,40.07727328213778,22,7700,HOU@MIN,HOU,MIN,,,,,,C
