Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
55339-84669,SF,Luka,Luka Doncic,Doncic,52.11818255800189,33,11000,SA@DAL,DAL,SA,,,,,
55339-15595,SG,Bradley,Bradley Beal,Beal,48.29393791429924,33,10500,WAS@MEM,WAS,MEM,,,,,
55339-9642,PG,Russell,Russell Westbrook,Westbrook,46.29999909577546,27,9800,WAS@MEM,WAS,MEM,,,,,
55339-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.37586291082974,29,8600,SA@DAL,SA,DAL,,,,,
55339-67708,PG,Dejounte,Dejounte Murray,Murray,35.75,32,8500,SA@DAL,SA,DAL,,,,,
55339-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,36.79500122070313,20,8300,SA@DAL,DAL,SA,,,,,
55339-110344,PG,Ja,Ja Morant,Morant,35.99166615804037,24,8000,WAS@MEM,MEM,WAS,,,,,
55339-14503,C,Jonas,Jonas Valanciunas,Valanciunas,33.35925971137153,27,7000,WAS@MEM,MEM,WAS,,,,,
55339-58378,C,Jakob,Jakob Poeltl,Poeltl,23.431249618530273,32,6500,SA@DAL,SA,DAL,,,,,
55339-23716,SF,Kyle,Kyle Anderson,Anderson,30.136665852864585,30,6500,WAS@MEM,MEM,WAS,,,,,
55339-110353,PF,Brandon,Brandon Clarke,Clarke,26.462962962962962,27,6200,WAS@MEM,MEM,WAS,,,,,
55339-67312,C,Thomas,Thomas Bryant,Bryant,26.370001220703124,10,6200,WAS@MEM,WAS,MEM,O,Knee,,,
55339-84703,SG,De'Anthony,De'Anthony Melton,Melton,22.56999969482422,20,6000,WAS@MEM,MEM,WAS,,,,,
55339-110347,SF,Keldon,Keldon Johnson,Johnson,27.65861984779095,29,5800,SA@DAL,SA,DAL,,,,,
55339-49675,PG,Derrick,Derrick White,White,24.787500381469727,8,5600,SA@DAL,SA,DAL,GTD,Covid-19,,,
55339-60233,SG,Dillon,Dillon Brooks,Brooks,27.24827628300108,29,5600,WAS@MEM,MEM,WAS,,,,,
55339-84683,PF,Jaren,Jaren Jackson,Jackson,29.97931118669181,58,5500,WAS@MEM,MEM,WAS,GTD,Knee,,,
55339-9688,PF,LaMarcus,LaMarcus Aldridge,Aldridge,24.419047037760418,21,5500,SA@DAL,SA,DAL,GTD,Illness,,,
55339-84690,PG,Jalen,Jalen Brunson,Brunson,22.283333333333335,30,5400,SA@DAL,DAL,SA,,,,,
55339-84702,SG,Lonnie,Lonnie Walker,Walker,19.123333740234376,30,5400,SA@DAL,SA,DAL,,,,,
55339-16233,SF,Josh,Josh Richardson,Richardson,22.5560009765625,25,5400,SA@DAL,DAL,SA,,,,,
55339-14543,PF,Davis,Davis Bertans,Bertans,18.69333292643229,30,5200,WAS@MEM,WAS,MEM,,,,,
55339-9577,SF,Rudy,Rudy Gay,Gay,22.057692307692307,26,5200,SA@DAL,SA,DAL,GTD,Covid-19,,,
55339-110349,SF,Rui,Rui Hachimura,Hachimura,22.92222312644676,27,5000,WAS@MEM,WAS,MEM,,,,,
55339-81621,PF,Maxi,Maxi Kleber,Kleber,19.01818154074929,22,5000,SA@DAL,DAL,SA,,,,,
55339-58081,PG,Tyus,Tyus Jones,Jones,21.381250381469727,32,5000,WAS@MEM,MEM,WAS,,,,,
55339-15846,SG,Tim,Tim Hardaway,Hardaway,24.242424242424242,33,5000,SA@DAL,DAL,SA,,,,,
55339-58084,SF,Justise,Justise Winslow,Winslow,19.78333282470703,6,4800,WAS@MEM,MEM,WAS,,,,,
55339-58461,PF,Trey,Trey Lyles,Lyles,12.31052599455181,19,4700,SA@DAL,SA,DAL,,,,,
55339-16376,SF,Dorian,Dorian Finney-Smith,Finney-Smith,19.984000244140624,25,4600,SA@DAL,DAL,SA,,,,,
55339-15814,C,Alex,Alex Len,Len,14.103846623347355,26,4500,WAS@MEM,WAS,MEM,,,,,
55339-84711,SG,Grayson,Grayson Allen,Allen,18.434782608695652,23,4500,WAS@MEM,MEM,WAS,GTD,Concussion,,,
55339-40208,PG,Raul,Raul Neto,Neto,16.627586627828663,29,4400,WAS@MEM,WAS,MEM,,,,,
