"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"54424-55062","C","Nikola","Nikola Jokic","Jokic","57.1318192915483","22","11600","MIL@DEN","DEN","MIL","","","","",""
"54424-84669","PG","Luka","Luka Doncic","Doncic","53.52173913043478","23","11400","MIN@DAL","DAL","MIN","","","","",""
"54424-40199","PF","Giannis","Giannis Antetokounmpo","Antetokounmpo","52.23636141690341","22","11200","MIL@DEN","MIL","DEN","","","","",""
"54424-15595","SG","Bradley","Bradley Beal","Beal","48.11579011615954","19","10800","WAS@CHI","WAS","CHI","","","","",""
"54424-9488","SF","LeBron","LeBron James","James","47.145833333333336","24","10800","OKC@LAL","LAL","OKC","GTD","Ankle","","",""
"54424-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","50.625","4","10500","MIN@DAL","MIN","DAL","GTD","Covid-19","","",""
"54424-9524","PG","Stephen","Stephen Curry","Curry","45.73043690557065","23","10100","GS@SA","GS","SA","","","","",""
"54424-15755","PF","Anthony","Anthony Davis","Davis","45.23809523809524","21","9800","OKC@LAL","LAL","OKC","GTD","Leg","","",""
"54424-9642","PG","Russell","Russell Westbrook","Westbrook","42.77142769949777","14","9700","WAS@CHI","WAS","CHI","GTD","Rest","","",""
"54424-60021","SF","Pascal","Pascal Siakam","Siakam","38.86499938964844","20","9300","TOR@MEM","TOR","MEM","","","","",""
"54424-24247","SG","Fred","Fred VanVleet","VanVleet","40.72608748726223","23","9200","TOR@MEM","TOR","MEM","","","","",""
"54424-40783","SG","Zach","Zach LaVine","LaVine","42.51818292791193","22","8800","WAS@CHI","CHI","WAS","","","","",""
"54424-42202","PF","Christian","Christian Wood","Wood","41.81176398782169","17","8500","HOU@CHA","HOU","CHA","O","Ankle","","",""
"54424-84680","SG","Shai","Shai Gilgeous-Alexander","Gilgeous-Alexander","40.064999389648435","20","8400","OKC@LAL","OKC","LAL","","","","",""
"54424-9535","PG","Kyle","Kyle Lowry","Lowry","35.875","20","8300","TOR@MEM","TOR","MEM","","","","",""
"54424-9663","PG","Jrue","Jrue Holiday","Holiday","36.21739130434783","23","8200","MIL@DEN","MIL","DEN","","","","",""
"54424-63122","PF","Kristaps","Kristaps Porzingis","Porzingis","35.46923123873197","13","8100","MIN@DAL","DAL","MIN","","","","",""
"54424-9714","SG","DeMar","DeMar DeRozan","DeRozan","38.528570265997026","21","8100","GS@SA","SA","GS","","","","",""
"54424-15684","SG","Victor","Victor Oladipo","Oladipo","36.088887532552086","18","7900","HOU@CHA","HOU","CHA","","","","",""
"54424-145485","PG","LaMelo","LaMelo Ball","Ball","32.675000508626304","24","7800","HOU@CHA","CHA","HOU","","","","",""
"54424-12366","SF","Gordon","Gordon Hayward","Hayward","38.5086961829144","23","7600","HOU@CHA","CHA","HOU","","","","",""
"54424-84673","C","Deandre","Deandre Ayton","Ayton","34.1045448996804","22","7600","CLE@PHO","PHO","CLE","","","","",""
"54424-66108","PG","Jamal","Jamal Murray","Murray","32.36499938964844","20","7500","MIL@DEN","DEN","MIL","GTD","Knee","","",""
"54424-9623","PG","Chris","Chris Paul","Paul","35.918182373046875","22","7500","CLE@PHO","PHO","CLE","","","","",""
"54424-58312","SG","D'Angelo","D'Angelo Russell","Russell","33.352632221422695","19","7500","MIN@DAL","MIN","DAL","GTD","Quadriceps","","",""
"54424-12332","PG","John","John Wall","Wall","34.24285670689174","14","7400","HOU@CHA","HOU","CHA","","","","",""
"54424-58460","SG","Devin","Devin Booker","Booker","33.50555419921875","18","7400","CLE@PHO","PHO","CLE","","","","",""
"54424-15860","PF","Draymond","Draymond Green","Green","25.099999678762334","19","7300","GS@SA","GS","SA","","","","",""
"54424-15557","C","Andre","Andre Drummond","Drummond","44.72272838245738","22","7200","CLE@PHO","CLE","PHO","","","","",""
"54424-110344","PG","Ja","Ja Morant","Morant","33.539999389648436","10","7200","TOR@MEM","MEM","TOR","","","","",""
"54424-16261","SF","Khris","Khris Middleton","Middleton","37.30869459069294","23","7200","MIL@DEN","MIL","DEN","","","","",""
"54424-9666","C","Thaddeus","Thaddeus Young","Young","27.52777777777778","18","7200","WAS@CHI","CHI","WAS","","","","",""
"54424-67708","PG","Dejounte","Dejounte Murray","Murray","33.30000106148098","23","7100","GS@SA","SA","GS","","","","",""
"54424-66064","SF","Malik","Malik Beasley","Beasley","30.869565217391305","23","6900","MIN@DAL","MIN","DAL","","","","",""
"54424-84667","SG","Collin","Collin Sexton","Sexton","33.784211811266445","19","6800","CLE@PHO","CLE","PHO","","","","",""
"54424-14503","C","Jonas","Jonas Valanciunas","Valanciunas","32.68461491511418","13","6700","TOR@MEM","MEM","TOR","","","","",""
"54424-58153","SF","Kelly","Kelly Oubre","Oubre","26.139130965523098","23","6700","GS@SA","GS","SA","","","","",""
"54424-80821","PF","Jarrett","Jarrett Allen","Allen","29.800001061480977","23","6600","CLE@PHO","CLE","PHO","","","","",""
"54424-49116","SG","Andrew","Andrew Wiggins","Wiggins","30.743477199388586","23","6600","GS@SA","GS","SA","","","","",""
"54424-9453","C","Al","Al Horford","Horford","31.371429443359375","14","6500","OKC@LAL","OKC","LAL","","","","",""
"54424-16293","SG","Norman","Norman Powell","Powell","23.11904761904762","21","6500","TOR@MEM","TOR","MEM","","","","",""
"54424-110353","PF","Brandon","Brandon Clarke","Clarke","28.105881634880514","17","6300","TOR@MEM","MEM","TOR","O","Calf","","",""
"54424-110637","PF","Darius","Darius Bazley","Bazley","24.28636308149858","22","6200","OKC@LAL","OKC","LAL","","","","",""
"54424-42156","PF","Bobby","Bobby Portis","Portis","25.039131496263586","23","6200","MIL@DEN","MIL","DEN","","","","",""
"54424-84699","PG","Hamidou","Hamidou Diallo","Diallo","23.722728382457387","22","6200","OKC@LAL","OKC","LAL","","","","",""
"54424-67312","C","Thomas","Thomas Bryant","Bryant","26.370001220703124","10","6200","WAS@CHI","WAS","CHI","O","Knee","","",""
"54424-110342","PG","Darius","Darius Garland","Garland","27.768749237060547","16","6200","CLE@PHO","CLE","PHO","","","","",""
"54424-110352","PF","P.J.","P.J. Washington","Washington","29.3545448996804","22","6200","HOU@CHA","CHA","HOU","","","","",""
"54424-68090","SF","OG","OG Anunoby","Anunoby","30.017646340762866","17","6200","TOR@MEM","TOR","MEM","O","Calf","","",""
"54424-42677","PG","Terry","Terry Rozier","Rozier","31.53181873668324","22","6100","HOU@CHA","CHA","HOU","","","","",""
"54424-110995","C","Naz","Naz Reid","Reid","25.642857142857142","21","6100","MIN@DAL","MIN","DAL","","","","",""
"54424-12362","C","DeMarcus","DeMarcus Cousins","Cousins","24.410525673314144","19","6000","HOU@CHA","HOU","CHA","","","","",""
"54424-68203","PF","Chris","Chris Boucher","Boucher","29.691305409307066","23","5900","TOR@MEM","TOR","MEM","","","","",""
"54424-84676","C","Wendell","Wendell Carter","Carter","27.957142421177455","14","5900","WAS@CHI","CHI","WAS","O","Quadriceps","","",""
"54424-9556","SG","Eric","Eric Gordon","Gordon","26.183332655164932","18","5900","HOU@CHA","HOU","CHA","","","","",""
"54424-58378","C","Jakob","Jakob Poeltl","Poeltl","20.543478260869566","23","5800","GS@SA","SA","GS","","","","",""
"54424-15691","C","Cody","Cody Zeller","Zeller","27.318181818181817","11","5800","HOU@CHA","CHA","HOU","","","","",""
"54424-145321","SG","Anthony","Anthony Edwards","Edwards","22.09565270465353","23","5800","MIN@DAL","MIN","DAL","","","","",""
"54424-9874","PF","Kevin","Kevin Love","Love","20.450000762939453","2","5700","CLE@PHO","CLE","PHO","O","Calf","","",""
