slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,WIN,2024,12,22,2,3,6,7,6,12,10,1,0,1,1,35.4
okafoja01,Jahlil Okafor,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,LOSS,2183,10,12,0,0,4,5,4,11,0,1,3,0,4,26.8
youngtr01,Trae Young,ATLANTA HAWKS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1918,11,15,3,6,5,6,0,2,8,1,1,4,4,25.8
irvinky01,Kyrie Irving,BOSTON CELTICS,HOME,GOLDEN STATE WARRIORS,LOSS,2393,12,27,4,10,4,4,3,3,10,2,0,4,4,24.3
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,2226,10,23,2,8,6,7,2,8,10,1,0,3,2,23.5
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,WIN,1754,12,20,0,0,4,4,2,10,2,0,0,1,2,22.8
aminual01,Al-Farouq Aminu,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,1852,4,5,2,3,7,7,0,8,4,2,1,0,2,22.2
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,HOME,INDIANA PACERS,WIN,1904,8,13,2,6,4,6,1,3,11,2,0,4,2,21.8
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,LOSS,2058,9,20,3,6,8,12,2,5,3,0,1,1,0,21.7
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,AWAY,BOSTON CELTICS,WIN,2341,10,23,1,4,12,13,0,9,3,0,2,4,3,21.5
gayru01,Rudy Gay,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,WIN,1912,6,13,2,3,8,8,1,10,3,1,1,1,3,20.6
collida01,Darren Collison,INDIANA PACERS,AWAY,MEMPHIS GRIZZLIES,LOSS,1915,3,5,2,2,10,10,0,2,9,1,0,2,3,20.4
curryse01,Seth Curry,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,1909,8,13,4,8,2,2,2,1,2,1,2,1,4,19.0
horfoal01,Al Horford,BOSTON CELTICS,HOME,GOLDEN STATE WARRIORS,LOSS,2078,10,15,2,5,0,0,5,8,3,1,2,5,5,18.9
collijo01,John Collins,ATLANTA HAWKS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1726,8,12,2,3,3,4,2,4,1,0,0,0,2,17.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,BOSTON CELTICS,WIN,2284,7,15,6,12,4,4,0,3,3,0,0,1,2,17.5
plumlma01,Mason Plumlee,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,WIN,1322,5,5,0,0,7,10,1,5,4,0,1,1,4,17.4
breweco01,Corey Brewer,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,LOSS,1922,7,15,1,4,5,6,2,4,2,4,0,1,4,17.3
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,HOME,INDIANA PACERS,WIN,1788,7,12,3,6,1,2,1,6,4,1,1,1,3,16.8
tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,GOLDEN STATE WARRIORS,LOSS,1880,7,15,3,5,3,3,0,5,3,0,1,0,1,16.2
jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,HOME,INDIANA PACERS,WIN,1869,8,14,0,2,4,5,2,4,2,1,0,1,3,15.8
nurkiju01,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,2038,4,10,0,0,7,8,3,6,4,2,3,3,3,15.8
