,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
12,Marcus Smart,SG,BOS@TOR,BOS,33.52,$6705,$5700,$1005,29.49, , ,0.0,0.0
22,Gary Harris,SG,UTA@DEN,DEN,20.91,$4183,$4500,-$317,20.78, , ,0.0,0.0
4,Pascal Siakam,SF,BOS@TOR,TOR,34.97,$6993,$8200,-$1207,39.78, , ,0.0,0.0
11,Jaylen Brown,SF,BOS@TOR,BOS,26.73,$5346,$6300,-$954,33.38, , ,0.0,0.0
5,Kemba Walker,PG,BOS@TOR,BOS,34.0,$6800,$7800,-$1000,34.2, , ,0.0,0.0
7,Kyle Lowry,PG,BOS@TOR,TOR,44.23,$8847,$7500,$1347,39.13, , ,0.0,0.0
10,Serge Ibaka,PF,BOS@TOR,TOR,30.15,$6030,$6500,-$470,29.38, , ,0.0,0.0
16,Daniel Theis,PF,BOS@TOR,BOS,28.68,$5736,$5300,$436,24.43, , ,0.0,0.0
8,Rudy Gobert,C,UTA@DEN,UTA,31.41,$6281,$7300,-$1019,39.78, , ,0.0,0.0
