Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Russell Westbrook (16870131),Russell Westbrook,16870131,PG/G/UTIL,11000,WAS@DET 04/01/2021 07:00PM ET,WAS,54.77
PG,James Harden (16870134),James Harden,16870134,PG/G/UTIL,10900,CHA@BKN 04/01/2021 07:30PM ET,BKN,57.86
C,Nikola Jokic (16870137),Nikola Jokic,16870137,C/UTIL,10600,DEN@LAC 04/01/2021 10:00PM ET,DEN,59.09
C,Joel Embiid (16870139),Joel Embiid,16870139,C/UTIL,10400,PHI@CLE 04/01/2021 07:00PM ET,PHI,54.33
PG/SG,Kyrie Irving (16870141),Kyrie Irving,16870141,PG/SG/G/UTIL,9800,CHA@BKN 04/01/2021 07:30PM ET,BKN,47.10
PG,Stephen Curry (16870145),Stephen Curry,16870145,PG/G/UTIL,9600,GS@MIA 04/01/2021 08:00PM ET,GS,48.99
PG,Trae Young (16870148),Trae Young,16870148,PG/G/UTIL,9400,ATL@SA 04/01/2021 08:30PM ET,ATL,46.66
SF,Kawhi Leonard (16870151),Kawhi Leonard,16870151,SF/F/UTIL,9300,DEN@LAC 04/01/2021 10:00PM ET,LAC,45.84
PF/C,Zion Williamson (16870154),Zion Williamson,16870154,PF/C/F/UTIL,9200,ORL@NO 04/01/2021 08:00PM ET,NO,42.89
SG,Bradley Beal (16870158),Bradley Beal,16870158,SG/G/UTIL,9100,WAS@DET 04/01/2021 07:00PM ET,WAS,47.43
SF,Jimmy Butler (16870161),Jimmy Butler,16870161,SF/F/UTIL,9000,GS@MIA 04/01/2021 08:00PM ET,MIA,46.32
PG/SF,Ben Simmons (16870164),Ben Simmons,16870164,PG/SF/F/G/UTIL,8900,PHI@CLE 04/01/2021 07:00PM ET,PHI,39.99
SF/PF,Tobias Harris (16870169),Tobias Harris,16870169,SF/PF/F/UTIL,8700,PHI@CLE 04/01/2021 07:00PM ET,PHI,39.23
SG,Paul George (16870173),Paul George,16870173,SG/G/UTIL,8600,DEN@LAC 04/01/2021 10:00PM ET,LAC,41.94
SF/PF,Kevin Durant (16870176),Kevin Durant,16870176,SF/PF/F/UTIL,8500,CHA@BKN 04/01/2021 07:30PM ET,BKN,50.28
C,Bam Adebayo (16870180),Bam Adebayo,16870180,C/UTIL,8300,GS@MIA 04/01/2021 08:00PM ET,MIA,42.95
PG/SG,Terry Rozier (16870182),Terry Rozier,16870182,PG/SG/G/UTIL,8000,CHA@BKN 04/01/2021 07:30PM ET,CHA,34.86
SF/PF,Gordon Hayward (16870186),Gordon Hayward,16870186,SF/PF/F/UTIL,7900,CHA@BKN 04/01/2021 07:30PM ET,CHA,36.60
