slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
saricda01,Dario Šarić,PHILADELPHIA 76ERS,AWAY,ORLANDO MAGIC,WIN,1655,8,15,3,5,7,8,3,5,1,3,0,0,1,25.2
haywago01,Gordon Hayward,UTAH JAZZ,AWAY,DALLAS MAVERICKS,LOSS,2597,13,27,4,10,6,7,1,3,3,1,0,1,2,24.8
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2250,8,13,0,2,2,3,1,5,5,5,0,0,2,21.6
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,CLEVELAND CAVALIERS,WIN,2123,11,27,2,6,5,5,1,11,11,4,0,7,4,21.6
thomais02,Isaiah Thomas,BOSTON CELTICS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2289,11,26,2,11,10,11,0,1,4,1,0,2,1,21.5
barneha02,Harrison Barnes,DALLAS MAVERICKS,HOME,UTAH JAZZ,WIN,2572,12,20,2,3,5,7,0,4,1,0,0,1,3,20.7
aminual01,Al-Farouq Aminu,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,1850,8,12,3,5,7,9,0,5,1,0,0,2,1,19.8
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,BOSTON CELTICS,LOSS,2390,8,20,2,7,10,11,2,4,7,0,0,3,4,19.7
oladivi01,Victor Oladipo,OKLAHOMA CITY THUNDER,HOME,CLEVELAND CAVALIERS,WIN,2160,9,17,2,6,3,4,0,7,3,2,0,0,2,19.7
adamsst01,Steven Adams,OKLAHOMA CITY THUNDER,HOME,CLEVELAND CAVALIERS,WIN,2353,9,14,0,0,2,3,9,4,1,1,2,4,3,18.8
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2064,11,18,4,5,2,2,0,1,4,2,1,6,3,18.4
hardeja01,James Harden,HOUSTON ROCKETS,AWAY,CHARLOTTE HORNETS,WIN,2367,8,21,4,9,10,12,1,10,8,1,1,9,4,18.1
vucevni01,Nikola Vučević,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,LOSS,1885,10,13,0,0,1,3,1,10,3,1,2,4,3,18.1
