,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
10,Duncan Robinson,SG,BOS@MIA,MIA,34.95,$6991,$8000,-$1009,20.64, , ,0.7678299176219829,0.0
13,Andre Iguodala,SG,BOS@MIA,MIA,19.55,$3911,$6500,-$2589,16.43,GTD,Back,0.5494975467696227,0.0
12,Gordon Hayward,SF,BOS@MIA,BOS,25.56,$5112,$7000,-$1888,33.24,GTD,Ankle,0.9097804533045688,0.0
21,Derrick Jones,SF,BOS@MIA,MIA,19.57,$3915,$6000,-$2085,19.16, , ,0.0,0.0
16,Kendrick Nunn,PG,BOS@MIA,MIA,17.98,$3595,$6500,-$2905,24.86, , ,0.0,0.2263291963921517
19,Gabe Vincent,PG,BOS@MIA,MIA,15.4,$3080,$6000,-$2920,5.67, , ,0.0,0.0
11,Daniel Theis,PF,BOS@MIA,BOS,21.82,$4364,$8000,-$3636,24.43, , ,0.0,0.0
25,Grant Williams,PF,BOS@MIA,BOS,13.0,$2600,$6000,-$3400,10.15, , ,0.0,0.0
27,Meyers Leonard,C,BOS@MIA,MIA,31.81,$6362,$6000,$362,14.74, , ,0.0,0.0
