Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Luka Doncic (16253211),Luka Doncic,16253211,PG/G/UTIL,10900,DAL@UTA 01/27/2021 09:00PM ET,DAL,59.06
PF/C,Giannis Antetokounmpo (16253214),Giannis Antetokounmpo,16253214,PF/C/F/UTIL,10700,MIL@TOR 01/27/2021 07:30PM ET,MIL,52.47
C,Nikola Jokic (16253218),Nikola Jokic,16253218,C/UTIL,10500,DEN@MIA 01/27/2021 07:30PM ET,DEN,59.85
SF/PF,Kevin Durant (16253220),Kevin Durant,16253220,SF/PF/F/UTIL,10300,BKN@ATL 01/27/2021 07:30PM ET,BKN,53.34
SG,Bradley Beal (16253224),Bradley Beal,16253224,SG/G/UTIL,10200,WAS@NO 01/27/2021 09:00PM ET,WAS,51.65
PG/SG,James Harden (16253227),James Harden,16253227,PG/SG/G/UTIL,10100,BKN@ATL 01/27/2021 07:30PM ET,BKN,51.59
C,Karl-Anthony Towns (16253231),Karl-Anthony Towns,16253231,C/UTIL,10000,MIN@GS 01/27/2021 10:00PM ET,MIN,51.5
PG/SF,LeBron James (16253233),LeBron James,16253233,PG/SF/F/G/UTIL,9900,LAL@PHI 01/27/2021 07:30PM ET,LAL,49.24
PF/C,Domantas Sabonis (16253238),Domantas Sabonis,16253238,PF/C/F/UTIL,9500,IND@CHA 01/27/2021 07:00PM ET,IND,47.15
C,Joel Embiid (16253242),Joel Embiid,16253242,C/UTIL,9400,LAL@PHI 01/27/2021 07:30PM ET,PHI,51.66
PG,Stephen Curry (16253244),Stephen Curry,16253244,PG/G/UTIL,9300,MIN@GS 01/27/2021 10:00PM ET,GS,47.93
PG,Trae Young (16253249),Trae Young,16253249,PG/G/UTIL,9200,BKN@ATL 01/27/2021 07:30PM ET,ATL,45.67
C,Nikola Vucevic (16253247),Nikola Vucevic,16253247,C/UTIL,9200,SAC@ORL 01/27/2021 07:00PM ET,ORL,47.99
C,Clint Capela (16253252),Clint Capela,16253252,C/UTIL,9100,BKN@ATL 01/27/2021 07:30PM ET,ATL,41.05
PG,Russell Westbrook (16253254),Russell Westbrook,16253254,PG/G/UTIL,9100,WAS@NO 01/27/2021 09:00PM ET,WAS,48.53
PF/C,Anthony Davis (16253257),Anthony Davis,16253257,PF/C/F/UTIL,9000,LAL@PHI 01/27/2021 07:30PM ET,LAL,45.12
PG,Kyrie Irving (16253261),Kyrie Irving,16253261,PG/G/UTIL,8800,BKN@ATL 01/27/2021 07:30PM ET,BKN,47.14
PG,De'Aaron Fox (16253264),De'Aaron Fox,16253264,PG/G/UTIL,8700,SAC@ORL 01/27/2021 07:00PM ET,SAC,37.03
SF/PF,Jayson Tatum (16253267),Jayson Tatum,16253267,SF/PF/F/UTIL,8700,BOS@SA 01/27/2021 08:30PM ET,BOS,45.43
PG,Malcolm Brogdon (16253273),Malcolm Brogdon,16253273,PG/G/UTIL,8600,IND@CHA 01/27/2021 07:00PM ET,IND,42.5
C,Bam Adebayo (16253271),Bam Adebayo,16253271,C/UTIL,8600,DEN@MIA 01/27/2021 07:30PM ET,MIA,42.71
PG,Shai Gilgeous-Alexander (16253276),Shai Gilgeous-Alexander,16253276,PG/G/UTIL,8500,OKC@PHO 01/27/2021 09:00PM ET,OKC,40.73
C,Andre Drummond (16253279),Andre Drummond,16253279,C/UTIL,8400,DET@CLE 01/27/2021 07:00PM ET,CLE,46.12
PG/SG,Donovan Mitchell (16253281),Donovan Mitchell,16253281,PG/SG/G/UTIL,8400,DAL@UTA 01/27/2021 09:00PM ET,UTA,38.5
PG/SG,D'Angelo Russell (16253285),D'Angelo Russell,16253285,PG/SG/G/UTIL,8300,MIN@GS 01/27/2021 10:00PM ET,MIN,36.21
SF,Jaylen Brown (16253289),Jaylen Brown,16253289,SF/F/UTIL,8300,BOS@SA 01/27/2021 08:30PM ET,BOS,43.75
SF,Khris Middleton (16253292),Khris Middleton,16253292,SF/F/UTIL,8200,MIL@TOR 01/27/2021 07:30PM ET,MIL,41.02
PF/C,Kristaps Porzingis (16253295),Kristaps Porzingis,16253295,PF/C/F/UTIL,8200,DAL@UTA 01/27/2021 09:00PM ET,DAL,36.57
SF/PF,Jerami Grant (16253299),Jerami Grant,16253299,SF/PF/F/UTIL,8100,DET@CLE 01/27/2021 07:00PM ET,DET,41.98
PG/SF,Ben Simmons (16253303),Ben Simmons,16253303,PG/SF/F/G/UTIL,8100,LAL@PHI 01/27/2021 07:30PM ET,PHI,39.45
SF/PF,Brandon Ingram (16253308),Brandon Ingram,16253308,SF/PF/F/UTIL,8000,WAS@NO 01/27/2021 09:00PM ET,NO,40.23
PG/SG,Fred VanVleet (16253312),Fred VanVleet,16253312,PG/SG/G/UTIL,7900,MIL@TOR 01/27/2021 07:30PM ET,TOR,39.35
